Mardi	NOMcom	mardi
.	PONfrt	.

Au	PRE.DETdef	a
jour	NOMcom	jour
d'	PRE	de
ui	ADVgen	ui
,	PONfbl	,
la	DETdef	le
Court	NOMpro	Court
a	VERcjg	avoir
ordonné	VERppe	ordonner
maistre	NOMcom	maître
Robert	NOMpro	Robert
Cochereau	NOMpro	Cochereau
,	PONfbl	,
procureur	NOMcom	procureur
ceans	ADVgen	céans
,	PONfbl	,
curateur	NOMcom	courateur
à	PRE	à
Barthelemy	NOMpro	Bartheléme
de	PRE	de
Bambo	NOMpro	Bambo
et	CONcoo	et
Pierre	NOMpro	Pierre
Camby	NOMpro	Camby
,	PONfbl	,
Florentins	NOMpro	Florentin
,	PONfbl	,
et	CONcoo	et
prisonniers	NOMcom	prisonnier
,	PONfbl	,
le	DETdef	le
procureur	NOMcom	procureur
du	PRE.DETdef	de.le
Roy	NOMcom	roi
adjoint	VERcjg	adjoindre
avec	PRE	avec
eulx	PROper	eux
contre	PRE	contre
J.	PROper	je
de	PRE	de
Blaisy	NOMpro	Blaysy
,	PONfbl	,
filz	NOMcom	fil
Oudart	NOMpro	Oudart
de	PRE	de
Blaisy	NOMpro	Blaysy
,	PONfbl	,
et	CONcoo	et
Guillaume	NOMpro	Guillaume
de	PRE	de
Torcey	NOMpro	Torcy
,	PONfbl	,
filz	NOMcom	fil
au	PRE.DETdef	a
maire	NOMcom	maire
de	PRE	de
Torcey	NOMpro	Torcy
,	PONfbl	,
adjornez	VERppe	adjorner
ceans	ADVgen	céans
à	PRE	à
comparoir	VERinf	comparer
en	PRE	en
personne	NOMcom	personne
,	PONfbl	,
et	CONcoo	et
a	VERcjg	avoir
fait	VERppe	faire
ledit	DETcom	ledit
Cochereau	NOMpro	Cochereau
le	DETdef	le
serment	NOMcom	serment
acoustumé	VERppe	accoutumer
,	PONfbl	,
et	CONcoo	et
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
le	DETdef	le
conseil	NOMcom	conseil
desdiz	VERppe	desdire
de	PRE	de
Blaisy	NOMpro	Blaysy
et	CONcoo	et
Torcey	NOMpro	Torcy
a	VERcjg	avoir
dit	VERppe	dire
que	CONsub	que
un	DETndf	un
grant	ADJqua	grant
seigneur	NOMcom	seigneur
welt	VERcjg	vouloir
advouer	VERinf	avouer
le	DETdef	le
fait	NOMcom	fait
et	CONcoo	et
prise	VERppe	prendre
desdis	PRE.DETcom	de.ledit
prisonniers	NOMcom	prisonnier
,	PONfbl	,
en	PROadv	en
revendront	VERcjg	revenir
alia	NOMcom	alleu
die	NOMcom	die
,	PONfbl	,
et	CONcoo	et
a	VERcjg	avoir
auctorisé	VERppe	autoriser
la	DETdef	le
Court	NOMcom	cour
la	DETdef	le
procuration	NOMcom	procouration
que	PROrel	que
fit	VERcjg	fïer
hier	ADVgen	ier
ledit	DETcom	ledit
Cochereau	NOMpro	Cochereau
pour	PRE	pour
lesdiz	DETcom	ledit
prisonniers	NOMcom	prisonnier
.	PONfrt	.

Mercredi	NOMcom	mercredi
,	PONfbl	,
IIJe	DETcar	quatre
jour	NOMcom	jour
de	PRE	de
mars	NOMcom	marc
.	PONfrt	.

Cedit	DETdem	cedit
jour	NOMcom	jour
,	PONfbl	,
maistre	NOMcom	maître
Gerart	NOMpro	Gérard
de	PRE	de
Versigny	NOMpro	Versigny
,	PONfbl	,
curé	NOMcom	couré
de	PRE	de
SaintGermain	NOMpro	Saint-Germain
,	PONfbl	,
executeur	NOMcom	exécuteur
nommé	VERppe	nommer
ou	PRE.DETdef	en.le
testament	NOMcom	testement
de	PRE	de
feu	NOMcom	feu
messire	NOMcom	seignor
Pierre	NOMpro	Pierre
Boschet	NOMpro	Boschet
,	PONfbl	,
president	VERcjg	présider
ceans	ADVgen	céans
,	PONfbl	,
s'	PROper	soi
est	VERcjg	estre
deschargé	VERppe	décharger
et	CONcoo	et
descharge	VERcjg	décharger
du	PRE.DETdef	de.le
fait	NOMcom	fait
de	PRE	de
ladicte	DETcom	ladit
execution	NOMcom	exécution
,	PONfbl	,
combien	ADVgen	combien
que	CONsub	que
,	PONfbl	,
comme	CONsub	comme
ami	NOMcom	ami
et	CONcoo	et
au	PRE.DETdef	a
bien	NOMcom	bien
de	PRE	de
ladicte	DETcom	ladit
execution	NOMcom	exécution
,	PONfbl	,
de	PRE	de
son	DETpos	son
conseil	NOMcom	conseil
fera	VERcjg	faire
le	DETdef	le
mieux	NOMcom	mieux
que	PROrel	que
pourra	VERcjg	pouvoir
.	PONfrt	.

Juedi	NOMpro	Judi
,	PONfbl	,
XIXe	ADJord	no_lem
jour	NOMcom	jour
de	PRE	de
mars	NOMcom	marc
.	PONfrt	.

Ce	DETdem	ce
jour	NOMcom	jour
,	PONfbl	,
sur	PRE	sur
certeinne	DETind	certain
requeste	NOMcom	requête
baillée	VERppe	bailler
par	PRE	par
les	DETdef	le
executeurs	NOMcom	exécuteur
du	PRE.DETdef	de.le
testament	NOMcom	testement
de	PRE	de
feu	NOMcom	feu
messire	NOMcom	seignor
Raoul	NOMpro	Raoul
de	PRE	de
la	DETdef	le
Vanne	NOMpro	Vane
,	PONfbl	,
jadis	ADVgen	jadis
chanoine	NOMcom	chanoine
de	PRE	de
Reins	NOMpro	Reims
,	PONfbl	,
d'	PRE	de
une	DETndf	un
part	NOMcom	part
,	PONfbl	,
et	CONcoo	et
l'	DETdef	le
arcevesque	NOMcom	archevêque
de	PRE	de
Reins	NOMpro	Reims
,	PONfbl	,
d'	PRE	de
autre	DETind	autre
part	NOMcom	part
,	PONfbl	,
et	CONcoo	et
le	DETdef	le
soubcollecteur	NOMcom	souculeteur
du	PRE.DETdef	de.le
Pape	NOMpro	Pape
et	CONcoo	et
le	DETdef	le
clerc	NOMcom	clerc
du	PRE.DETdef	de.le
Tresor	NOMpro	Tresor
,	PONfbl	,
d'	PRE	de
autre	DETind	autre
part	NOMcom	part
,	PONfbl	,
oye	VERcjg	ouïr
la	DETdef	le
relation	NOMcom	rélation
de	PRE	de
maistre	NOMcom	maître
R.	NOMpro	Rin
Mauger	NOMpro	Mauger
,	PONfbl	,
president	ADJqua	président
,	PONfbl	,
et	CONcoo	et
G.	NOMpro	Gui
Petit	ADJqua	petit
Sayne	NOMpro	Seine
,	PONfbl	,
commissaire	NOMcom	commissaire
,	PONfbl	,
la	DETdef	le
Court	NOMpro	Court
a	VERcjg	avoir
ordonné	VERppe	ordonner
que	CONsub	que
la	DETdef	le
somme	NOMcom	somme
de	PRE	de
trois	DETcar	trois
cens	DETcar	cent
frans	NOMcom	franc
,	PONfbl	,
dont	PROrel	dont
est	VERcjg	estre
contens	ADJqua	content
,	PONfbl	,
sera	VERcjg	estre
baillée	VERppe	bailler
et	CONcoo	et
delivrée	VERppe	delivrer
.	PONfrt	.

Non	ADVneg	non
est	VERcjg	estre
conclusum	VERppe	conclure
.	PONfrt	.

Samedi	NOMcom	samedi
,	PONfbl	,
XXJe	ADJord	vingt-et-un
jour	NOMcom	jour
de	PRE	de
mars	NOMcom	marc
.	PONfrt	.

Cedit	DETdem	cedit
jour	NOMcom	jour
,	PONfbl	,
le	DETdef	le
prevost	NOMcom	prévôt
de	PRE	de
Paris	NOMpro	Paris
et	CONcoo	et
le	DETdef	le
Procureur	NOMcom	procureur
du	PRE.DETdef	de.le
Roy	NOMcom	roi
ou	PROrel	où
Chastellet	NOMpro	Châtelet
se	PROper	soi
sont	VERcjg	estre
opposé	VERppe	opposer
et	CONcoo	et
s'	PROper	soi
opposent	VERcjg	oposer
à	PRE	à
ce	PROdem	ce
que	CONsub	que
certeinnes	DETind	certain
lettres	NOMcom	lettre
obtenues	VERppe	obtenir
par	PRE	par
LX	DETcar	quarante
arbalestiers	NOMcom	arbalestier
ne	ADVneg	ne
soient	VERcjg	estre
ceans	ADVgen	céans
publiées	VERppe	publier
,	PONfbl	,
jusques	PRE	jusque
à	PRE	à
ce	PROdem	ce
qu'	CONsub	que
ils	PROper	il
soient	VERcjg	estre
oïz	VERppe	öir
et	CONcoo	et
les	DETdef	le
gens	NOMcom	gens
du	PRE.DETdef	de.le
Roy	NOMcom	roi
.	PONfrt	.

Venredi	VERcjg	vendredire
,	PONfbl	,
XXVIJe	DETcar	vingt-sept
jour	NOMcom	jour
de	PRE	de
mars	NOMcom	marc
.	PONfrt	.

Cedit	DETdem	cedit
jour	NOMcom	jour
,	PONfbl	,
a	VERcjg	avoir
esté	VERppe	être
faicte	VERppe	faire
election	NOMcom	élection
par	PRE	par
monseigneur	NOMcom	monseigneur
le	DETdef	le
Chancellier	NOMcom	chancelier
et	CONcoo	et
messeigneurs	NOMcom	messeigneur
les	DETdef	le
presidens	NOMcom	président
d'	PRE	de
un	DETndf	un
president	NOMcom	président
,	PONfbl	,
ou	PRE.DETdef	en.le
lieu	NOMcom	lieu
de	PRE	de
feu	NOMcom	feu
messire	NOMcom	seignor
P.	PRE	per
Boschet	NOMpro	Boschet
,	PONfbl	,
en	PRE	en
sa	DETpos	son
vie	NOMcom	vie
president	ADJqua	président
ceans	ADVgen	céans
.	PONfrt	.

Lundi	NOMcom	lundi
,	PONfbl	,
XXXe	DETcar	trente
jour	NOMcom	jour
de	PRE	de
mars	NOMcom	marc
.	PONfrt	.

Cedit	DETdem	cedit
jour	NOMcom	jour
,	PONfbl	,
m'	PROper	je
ont	VERcjg	avoir
esté	VERppe	être
commandées	VERppe	commander
à	PRE	à
Saint	ADJqua	saint
Pol	NOMpro	Paul
,	PONfbl	,
en	PRE	en
la	DETdef	le
presence	NOMcom	présence
de	PRE	de
monseigneur	NOMcom	monseigneur
le	DETdef	le
Dauphin	NOMpro	Dauphin
au	PRE.DETdef	a
Conseil	NOMcom	conseil
,	PONfbl	,
lettres	NOMcom	lettre
à	PRE	à
faire	VERinf	faire
à	PRE	à
IJ	PROcar	deux
de	PRE	de
messeigneurs	NOMcom	messeigneur
de	PRE	de
ceans	ADVgen	céans
qui	PROrel	que
estoient	VERcjg	être
esleuz	VERppe	élire
,	PONfbl	,
l'	DETdef	le
un	PROind	un
en	PROadv	en
president	VERcjg	présider
en	PRE	en
la	DETdef	le
Grant	ADJqua	grant
Chambre	NOMcom	chambre
ou	PRE.DETdef	en.le
lieu	NOMcom	lieu
de	PRE	de
feu	NOMcom	feu
messire	NOMcom	seignor
Pierre	NOMpro	Pierre
Boschet	NOMpro	Boschet
,	PONfbl	,
l'	DETdef	le
autre	PROind	autre
ou	PRE.DETdef	en.le
lieu	NOMcom	lieu
de	PRE	de
president	NOMcom	président
aux	PRE.DETdef	à.le
Requestes	NOMcom	requête
du	PRE.DETdef	de.le
Palaiz	NOMpro	Palais
.	PONfrt	.

Mercredi	NOMcom	mercredi
,	PONfbl	,
premier	ADJord	premier
jour	NOMcom	jour
d'	PRE	de
avril	NOMcom	avril
.	PONfrt	.

Cedit	DETdem	cedit
jour	NOMcom	jour
,	PONfbl	,
a	VERcjg	avoir
receu	VERppe	recevoir
la	DETdef	le
Court	NOMcom	cour
maistre	NOMcom	maître
J.	PROper	je
du	PRE.DETdef	de.le
Drac	NOMcom	drac
,	PONfbl	,
president	ADJqua	président
par	PRE	par
avant	ADVgen	avant
aux	PRE.DETdef	à.le
Requestes	NOMcom	requête
du	PRE.DETdef	de.le
Palaiz	NOMpro	Palais
,	PONfbl	,
en	PRE	en
president	NOMcom	président
ceans	ADVgen	céans
,	PONfbl	,
ou	PRE.DETdef	en.le
lieu	NOMcom	lieu
de	PRE	de
feu	NOMcom	feu
messire	NOMcom	seignor
Pierre	NOMpro	Pierre
Boschet	NOMpro	Boschet
,	PONfbl	,
nagueres	NOMcom	nagueur
trespassé	VERppe	trépasser
,	PONfbl	,
et	CONcoo	et
aussy	ADVgen	aussi
ou	PRE.DETdef	en.le
lieu	NOMcom	lieu
dudit	PRE.DETcom	de.ledit
du	PRE.DETdef	de.le
Drac	NOMcom	drac
auxdictes	PRE.DETcom	à.ledit
Requestes	NOMcom	requête
maistre	NOMcom	maître
J.	PROper	je
de	PRE	de
Quatremares	NOMpro	Catremare
,	PONfbl	,
paravant	ADVgen	paravant
conseiller	VERinf	conseiller
ceans	ADVgen	céans
,	PONfbl	,
en	PRE	en
president	NOMcom	président
en	PRE	en
ladicte	DETcom	ladit
Chambre	NOMcom	chambre
des	PRE.DETdef	de.le
Requestes	NOMcom	requête
,	PONfbl	,
ou	PRE.DETdef	en.le
lieu	NOMcom	lieu
dudit	VERppe	duire
du	PRE.DETdef	de.le
Drac	NOMcom	drac
,	PONfbl	,
par	PRE	par
vertu	NOMcom	vertu
de	PRE	de
l'	DETdef	le
election	NOMcom	élection
faicte	VERppe	faire
venredi	VERcjg	vendredire
derrienement	ADVgen	derriement
passé	VERppe	passer
par	PRE	par
scrutine	NOMcom	sortine
,	PONfbl	,
et	CONcoo	et
ont	VERcjg	avoir
fait	VERppe	faire
le	DETdef	le
serment	NOMcom	serment
acoustumé	VERppe	accoutumer
.	PONfrt	.

Samedi	NOMcom	samedi
,	PONfbl	,
IIIJe	DETcar	quatre
jour	NOMcom	jour
d'	PRE	de
avril	NOMcom	avril
.	PONfrt	.

Maistre	NOMcom	maître
Estienne	NOMpro	Etienne
de	PRE	de
Bas	NOMpro	Bas
,	PONfbl	,
procureur	NOMcom	procureur
de	PRE	de
messire	NOMcom	seignor
J.	PROper	je
de	PRE	de
Chastelus	NOMpro	Chastelus
,	PONfbl	,
bailli	VERcjg	baillir
de	PRE	de
Mascon	NOMpro	Mascon
,	PONfbl	,
s'	PROper	soi
est	VERcjg	estre
opposé	VERppe	opposer
et	CONcoo	et
oppose	VERcjg	opposer
à	PRE	à
ce	PROdem	ce
que	CONsub	que
messire	NOMcom	seignor
J.	PROper	je
de	PRE	de
Chastelmorant	NOMpro	Chastemorant
ne	CONcoo	ne
autre	PROind	autre
ne	ADVneg	ne
soit	VERcjg	estre
receu	VERppe	recevoir
à	PRE	à
l'	DETdef	le
office	NOMcom	office
de	PRE	de
bailli	NOMcom	bailli
dudit	PRE.DETcom	de.ledit
de	PRE	de
Mascon	NOMpro	Mascon
,	PONfbl	,
ne	CONcoo	ne
que	CONsub	que
lettres	NOMcom	lettre
sur	PRE	sur
ce	DETdem	ce
presentées	NOMcom	présentée
ou	CONcoo	o
à	PRE	à
presenter	VERinf	présenter
pour	PRE	pour
publier	VERinf	poublier
ne	ADVneg	ne
soient	VERcjg	estre
publiées	VERppe	publier
sans	PRE	sans
le	PROper	il
oïr	VERinf	öir
.	PONfrt	.

Venredi	VERcjg	vendredire
,	PONfbl	,
XVIJe	ADJord	dix-septième
jour	NOMcom	jour
d'	PRE	de
avril	NOMcom	avril
.	PONfrt	.

Cedit	DETdem	cedit
jour	NOMcom	jour
,	PONfbl	,
maistre	NOMcom	maître
Guillaume	NOMpro	Guillaume
Toreau	NOMpro	Toreau
,	PONfbl	,
notaire	NOMcom	notaire
du	PRE.DETdef	de.le
Roy	NOMcom	roi
à	PRE	à
bourses	NOMcom	bourse
et	CONcoo	et
secretaire	NOMcom	secretaire
d'	PRE	de
icellui	DETdem	cil
Seigneur	NOMcom	seigneur
,	PONfbl	,
et	CONcoo	et
à	PRE	à
qui	PROrel	que
ledit	DETcom	ledit
Seigneur	NOMcom	seigneur
a	VERcjg	avoir
donné	VERppe	donner
les	DETdef	le
gages	NOMcom	gage
de	PRE	de
notaire	NOMcom	notaire
que	PROrel	que
tenoit	VERcjg	tenir
feu	ADJqua	feu
maistre	NOMcom	maître
J.	PROper	je
de	PRE	de
Crespy	NOMpro	Crespis
,	PONfbl	,
et	CONcoo	et
aussy	ADVgen	aussi
maistre	NOMcom	maître
Raoul	NOMpro	Raoul
Brisoul	NOMpro	Brisoul
,	PONfbl	,
notaire	NOMcom	notaire
du	PRE.DETdef	de.le
Roy	NOMcom	roi
à	PRE	à
gages	NOMcom	gage
et	CONcoo	et
secretaire	NOMcom	secretaire
,	PONfbl	,
et	CONcoo	et
à	PRE	à
qui	PROrel	que
icellui	PROdem	cil
Sr	ADVgen	srien
a	VERcjg	avoir
donné	VERppe	donner
les	DETdef	le
bourses	NOMcom	bourse
de	PRE	de
notaire	NOMcom	notaire
qu'	PROrel	que
avoit	VERcjg	avoir
ledit	DETcom	ledit
de	PRE	de
Crespy	NOMpro	Crespis
,	PONfbl	,
comme	CONsub	comme
apparoit	VERcjg	apparoir
par	PRE	par
lettres	NOMcom	lettre
royaulx	NOMcom	royau
signées	VERppe	signer
,	PONfbl	,
ont	VERcjg	avoir
requiz	VERppe	requérir
à	PRE	à
la	DETdef	le
Court	NOMcom	cour
que	CONsub	que
,	PONfbl	,
par	PRE	par
vertu	NOMcom	vertu
de	PRE	de
certeinne	DETind	certain
ordonnance	NOMcom	ordonnance
royal	ADJqua	royal
enregistrée	VERppe	enregistrer
ceans	ADVgen	céans
,	PONfbl	,
leur	PROper	leur
weille	VERcjg	veiller
pourveoir	VERinf	pourvëoir
ex	PROper	eux
habundanti	VERppe	habondantir
desdictz	PRE.DETcom	de.ledit
bourses	NOMcom	bourse
et	CONcoo	et
gages	NOMcom	gage
à	PRE	à
chascun	PROind	chascun
en	PRE	en
droit	NOMcom	droit
soy	PROper	soi
,	PONfbl	,
et	CONcoo	et
leur	PROper	leur
conferer	NOMcom	conferre
,	PONfbl	,
à	PRE	à
quoy	PROrel	quoi
la	DETdef	le
Court	NOMpro	Court
a	VERcjg	avoir
respondu	VERppe	respondre
que	CONsub	que
leur	DETpos	leur
requeste	NOMcom	requête
sera	VERcjg	estre
enregistrée	VERppe	enregistrer
à	PRE	à
leur	DETpos	leur
valoir	VERinf	valoir
ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
appartendra	VERcjg	appartenir
,	PONfbl	,
ou	PRE.DETdef	en.le
cas	NOMcom	cas
que	CONsub	que
besoin	NOMcom	besoing
leur	PROper	leur
seroit	VERcjg	estre
et	CONcoo	et
que	CONsub	que
plus	ADVgen	plus
ancien	ADJqua	ancien
d'	PRE	de
eulx	PROper	eux
notaire	ADJqua	notaire
ne	ADVneg	ne
demandoit	VERcjg	demander
selon	PRE	selon
ladicte	DETcom	ladit
ordonnance	NOMcom	ordonnance
estre	VERinf	estre
pourveu	VERppe	pourvoir
.	PONfrt	.

Ce	DETdem	ce
jour	NOMcom	jour
,	PONfbl	,
