Afin	ADVgen	afin
Au	PRE.DETdef	a
voir	ADJqua	voir
dire	VERinf	dire
la	DETdef	le
cavance	NOMcom	chavance
ayde	VERcjg	aider
assés	ADVgen	assez
tant	ADVgen	tant
que	CONsub	que
pour	PRE	pour
aler	VERinf	aler
et	CONcoo	et
venir	VERinf	venir
par	PRE	par
le	DETdef	le
monde	NOMcom	monde
.	PONfrt	.

Mais	CONcoo	mais
Proece	NOMcom	prouesse
ne	ADVneg	ne
voelt	VERcjg	vouloir
point	ADVneg	point
que	CONsub	que
nuls	DETind	nul
povres	ADJqua	pauvre
bacelers	NOMcom	bacellier
de	PRE	de
bonne	ADJqua	bon
volenté	NOMcom	volonté
s'	PROper	soi
escuse	VERcjg	escuser
de	PRE	de
non	ADVneg	non
querir	VERinf	quérir
les	DETdef	le
armes	NOMcom	arme
par	PRE	par
defaute	NOMcom	défaute
de	PRE	de
mise	NOMcom	mise
,	PONfbl	,
car	CONcoo	car
se	CONsub	se
il	PROper	il
le	PROper	il
vault	VERcjg	valoir
,	PONfbl	,
il	PROper	il
trouvera	VERcjg	trouver
qui	PROrel	que
l'	PROper	il
aidera	VERcjg	aidier
,	PONfbl	,
se	CONsub	se
il	PROper	il
le	PROper	il
desert	VERcjg	desservir
,	PONfbl	,
qui	PROrel	que
l'	PROper	il
avancera	VERcjg	avancer
et	CONcoo	et
paiera	VERcjg	payer
selonch	PRE	selon
son	DETpos	son
bien	NOMcom	bien
fait	VERppe	faire
.	PONfrt	.

Car	CONcoo	car
tousjours	ADVgen	toujours
viennent	VERcjg	venir
li	DETdef	le
bien	NOMcom	bien
a	PRE	a
meureté	NOMcom	mureté
et	CONcoo	et
congnissance	NOMcom	connaissance
,	PONfbl	,
et	CONcoo	et
on	PROind	on
l'	PROper	il
a	VERcjg	avoir
veu	VERppe	voir
avenir	VERinf	avenir
en	PRE	en
trop	ADVgen	trop
de	PRE	de
lieus	NOMcom	lieu
que	CONsub	que
moult	ADVgen	moult
de	PRE	de
povres	ADJqua	pauvre
bacelers	NOMcom	bacellier
se	PROper	soi
sont	VERcjg	estre
fait	VERppe	faire
et	CONcoo	et
honnouré	VERppe	honorer
par	PRE	par
lor	DETpos	lor
bien	NOMcom	bien
fait	NOMcom	fait
et	CONcoo	et
travel	NOMcom	traveil
.	PONfrt	.

Et	CONcoo	et
encores	ADVgen	encore
en	PRE	en
celle	DETdem	cil
histore	NOMcom	histore
presente	ADJqua	présent
,	PONfbl	,
se	CONsub	se
vous	PROper	vous
le	PROper	il
lissiés	VERcjg	lire
ou	CONcoo	o
oés	VERcjg	ouïr
lire	VERinf	lire
de	PRE	de
conmencement	NOMcom	commencement
jusques	PRE	jusque
en	PRE	en
conclusion	NOMcom	conclusion
,	PONfbl	,
vous	PROper	vous
i	PROadv	i
verés	VERcjg	voir
et	CONcoo	et
trouverés	VERcjg	trouver
les	DETdef	le
noms	NOMcom	nom
de	PRE	de
pluisseurs	DETind	plusieurs
vaillans	ADJqua	vaillant
honmes	NOMcom	homme
qui	PROrel	que
doient	VERcjg	devoir
bien	ADVgen	bien
estre	VERinf	estre
escript	VERppe	écrire
ens	ADVgen	ens
ou	PRE.DETdef	en.le
nombre	NOMcom	nombre
des	PRE.DETdef	de.le
preus	NOMcom	preu
.	PONfrt	.

Je	PROper	je
ne	ADVneg	ne
les	PROper	il
ai	VERcjg	avoir
que	PROrel	que
faire	VERinf	faire
de	PRE	de
nonmer	VERinf	nommer
presentement	ADVgen	présentement
,	PONfbl	,
car	CONcoo	car
il	PROper	il
se	PROper	soi
nonmeront	VERcjg	nommer
,	PONfbl	,
ensi	ADVgen	ainsi
que	CONsub	que
il	PROper	il
ont	VERcjg	avoir
eu	VERppe	avoir
leurs	DETpos	leur
cours	NOMcom	cours
et	CONcoo	et
lors	ADVgen	lors
saisons	NOMcom	saison
,	PONfbl	,
tant	ADVgen	tant
d'	PRE	de
un	DETndf	un
roiaulme	NOMcom	royaume
conme	CONsub	comme
de	PRE	de
l'	DETdef	le
autre	PROind	autre
.	PONfrt	.

Or	ADVgen	or
se	PROper	soi
debrise	VERcjg	debrisier
et	CONcoo	et
disfere	VERinf	disfaire
li	DETdef	le
mondes	NOMcom	monde
en	PRE	en
pluisseurs	DETind	plusieurs
manieres	NOMcom	manière
.	PONfrt	.

Premierement	ADVgen	premièrement
,	PONfbl	,
li	DETdef	le
vaillant	ADJqua	vaillant
honme	NOMcom	homme
travellent	VERcjg	travaillier
lors	DETpos	leur
corps	NOMcom	corps
en	PRE	en
armes	NOMcom	arme
pour	PRE	pour
conquerir	VERinf	conquérir
la	DETdef	le
glore	NOMcom	glore
et	CONcoo	et
renonmee	VERppe	renommer
de	PRE	de
che	DETdem	ce
monde	NOMcom	monde
;	PONfbl	;
li	DETdef	le
peuples	NOMcom	peuple
parole	NOMcom	parole
recorde	VERcjg	recorder
,	PONfbl	,
et	CONcoo	et
devise	VERcjg	deviser
de	PRE	de
lors	ADVgen	lors
estas	NOMcom	estab
;	PONfbl	;
auquns	DETind	aucun
clers	NOMcom	clerc
escripsent	VERcjg	écrire
et	CONcoo	et
registrent	VERcjg	regésir
lors	ADVgen	lors
oevres	NOMcom	oeuvre
et	CONcoo	et
baceleries	NOMcom	bacelerie
,	PONfbl	,
par	PRE	par
quoi	PROrel	quoi
elles	PROper	elle
soient	VERcjg	estre
mises	VERppe	metre
et	CONcoo	et
couchies	VERppe	couchier
en	PRE	en
memores	ADJqua	memore
perpetueles	NOMcom	perpetuele
.	PONfrt	.

Car	CONcoo	car
par	PRE	par
les	DETdef	le
escriptures	NOMcom	écriture
puet	VERcjg	pöoir
on	PROind	on
avoir	VERinf	avoir
la	DETdef	le
congnissance	NOMcom	connaissance
de	PRE	de
toutes	DETind	tous
coses	NOMcom	chose
,	PONfbl	,
et	CONcoo	et
sont	VERcjg	estre
registré	VERppe	registrer
li	DETdef	le
bien	NOMcom	bien
et	CONcoo	et
li	DETdef	le
mal	NOMcom	mal
,	PONfbl	,
les	DETdef	le
prosperités	NOMcom	prospérité
et	CONcoo	et
les	DETdef	le
fortunes	NOMcom	fortune
des	PRE.DETdef	de.le
anciiens	ADJqua	ancien
.	PONfrt	.

Or	ADVgen	or
ai	VERcjg	avoir
eu	VERppe	avoir
pluisseurs	DETind	plusieurs
fois	NOMcom	fois
grant	ADJqua	grant
imagination	NOMcom	imagination
sus	PRE	sus
l'	DETdef	le
estat	NOMcom	état
et	CONcoo	et
afaire	NOMcom	afaire
de	PRE	de
Proece	NOMpro	Prouesse
,	PONfbl	,
et	CONcoo	et
penset	VERcjg	penser
et	CONcoo	et
imaginet	VERcjg	imager
conment	ADVsub	comment
et	CONcoo	et
ou	PROrel	où
elle	PROper	elle
a	VERcjg	avoir
tenu	VERppe	tenir
ses	DETpos	son
termes	NOMcom	terme
,	PONfbl	,
et	CONcoo	et
venu	VERppe	venir
d'	PRE	de
un	DETndf	un
roiaulme	NOMcom	royaume
en	PRE	en
aultre	PROind	autre
.	PONfrt	.

Et	CONcoo	et
aussi	ADVgen	aussi
en	PRE	en
ma	DETpos	mon
joneche	NOMcom	jonnesse
j'	PROper	je
en	PROadv	en
ai	VERcjg	avoir
moult	ADVgen	moult
oy	VERppe	ouïr
parler	VERinf	parler
auquns	DETind	aucun
vaillans	ADJqua	vaillant
honmes	NOMcom	homme
,	PONfbl	,
liquel	PROrel	lequel
s'	PROper	soi
en	PROadv	en
esmervilloient	VERcjg	esmervillier
ensi	ADVgen	ainsi
que	CONsub	que
je	PROper	je
.	PONfrt	.

Et	CONcoo	et
pour	PRE	pour
venir	VERinf	venir
a	PRE	a
la	DETdef	le
verité	NOMcom	verité
et	CONcoo	et
apaisier	VERinf	apaiser
ma	DETpos	mon
imagination	NOMcom	imagination
,	PONfbl	,
je	PROper	je
ai	VERcjg	avoir
lu	NOMcom	lieu
tant	ADVgen	tant
ens	ADVgen	ens
es	PRE.DETdef	en.le
livres	NOMcom	livre
anciiens	ADJqua	ancien
que	CONsub	que
je	PROper	je
en	PROadv	en
quide	VERcjg	cuider
savoir	VERinf	savoir
auqune	DETind	aucun
cose	NOMcom	chose
,	PONfbl	,
et	CONcoo	et
selonch	PRE	selon
mon	DETpos	mon
avis	NOMcom	avis
je	PROper	je
en	PROadv	en
ferai	VERcjg	faire
auqune	DETind	aucun
determination	NOMcom	determination
.	PONfrt	.

Verité	NOMcom	verité
est	VERcjg	estre
,	PONfbl	,
selonch	PRE	selon
les	DETdef	le
anchiiennes	ADJqua	ancien
escriptures	NOMcom	écriture
,	PONfbl	,
que	CONsub	que
apriés	PRE	après
le	DETdef	le
Deluge	NOMpro	Deluge
et	CONcoo	et
que	CONsub	que
Noels	NOMpro	Nöel
et	CONcoo	et
sa	DETpos	son
generation	NOMcom	génération
eurent	VERcjg	avoir
repeuplé	VERppe	repeupler
le	DETdef	le
monde	NOMcom	monde
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
on	PROind	on
se	PROper	soi
conmença	VERcjg	commencer
a	PRE	a
armer	VERinf	armer
et	CONcoo	et
a	PRE	a
courir	VERinf	courir
et	CONcoo	et
a	PRE	a
prendre	VERinf	prendre
par	PRE	par
le	DETdef	le
fait	NOMcom	fait
de	PRE	de
gerre	NOMcom	guerre
l'	DETdef	le
un	PROind	un
sus	PRE	sus
l'	DETdef	le
autre	PROind	autre
,	PONfbl	,
Proeche	NOMcom	prouesse
resgna	VERcjg	régner
premierement	ADVgen	premièrement
ou	PRE.DETdef	en.le
roiaulme	NOMcom	royaume
de	PRE	de
Caldee	NOMpro	Chaldée
par	PRE	par
le	DETdef	le
fait	NOMcom	fait
dou	PRE.DETdef	de.le
roi	NOMcom	roi
Ninus	NOMpro	Ninus
,	PONfbl	,
qui	PROrel	que
fist	VERcjg	faire
fonder	VERinf	fondre
et	CONcoo	et
edefiier	VERinf	edefiier
la	DETdef	le
grande	ADJqua	grand
chité	NOMcom	cité
de	PRE	de
Ninivee	NOMpro	Ninive
qui	PROrel	que
contenoit	VERcjg	contenir
trois	DETcar	trois
journees	NOMcom	journée
de	PRE	de
lonch	NOMcom	lonc
,	PONfbl	,
et	CONcoo	et
aussi	ADVgen	aussi
par	PRE	par
la	DETdef	le
roine	NOMcom	reine
Semeramis	NOMpro	Semerami
sa	DETpos	son
fenme	NOMcom	femme
qui	PROrel	que
fu	VERcjg	estre
dame	NOMcom	dame
de	PRE	de
grant	ADJqua	grant
valour	NOMcom	valeur
.	PONfrt	.

Apres	ADVgen	après
,	PONfbl	,
Proece	NOMcom	prouesse
se	PROper	soi
remua	VERcjg	remuer
et	CONcoo	et
vint	VERcjg	venir
resgner	VERinf	regner
en	PRE	en
Judee	NOMpro	Judée
et	CONcoo	et
Jherusalem	NOMpro	Jérusalem
par	PRE	par
le	DETdef	le
fait	NOMcom	fait
de	PRE	de
Josué	NOMpro	Josue
,	PONfbl	,
de	PRE	de
David	NOMpro	David
et	CONcoo	et
des	PRE.DETdef	de.le
Macabiiens	NOMpro	Macabien
.	PONfrt	.

Apriés	ADVgen	après
,	PONfbl	,
elle	PROper	elle
vint	VERcjg	venir
resgner	VERinf	regner
ens	ADVgen	ens
ou	PRE.DETdef	en.le
roiaulme	NOMcom	royaume
de	PRE	de
Perse	NOMpro	Perse
et	CONcoo	et
de	PRE	de
Mede	NOMpro	Médie
par	PRE	par
le	DETdef	le
fait	NOMcom	fait
de	PRE	de
Cirus	NOMpro	Cireus
le	DETdef	le
grant	ADJqua	grant
roi	NOMcom	roi
,	PONfbl	,
par	PRE	par
Asserus	NOMpro	Asserus
et	CONcoo	et
Xerses	NOMpro	Terse
.	PONfrt	.

Apriés	ADVgen	après
,	PONfbl	,
vint	VERcjg	venir
Proece	NOMpro	Prouesse
resgner	VERinf	regner
en	PRE	en
Gresce	NOMpro	Grece
par	PRE	par
le	DETdef	le
fait	NOMcom	fait
de	PRE	de
Herqules	NOMpro	Herques
,	PONfbl	,
de	PRE	de
Tezeus	NOMpro	Tesous
,	PONfbl	,
de	PRE	de
Jasson	NOMpro	Jasson
et	CONcoo	et
de	PRE	de
Acilles	NOMpro	Acille
et	CONcoo	et
des	PRE.DETdef	de.le
aultres	ADJind	autre
preus	ADJqua	pro
chevaliers	NOMcom	chevalier
;	PONfbl	;
apriés	ADVgen	après
en	PRE	en
Troies	NOMpro	Troies
le	DETdef	le
Grant	NOMpro	Grand
par	PRE	par
le	DETdef	le
roi	NOMcom	roi
Priant	NOMpro	Priant
,	PONfbl	,
par	PRE	par
Hector	NOMpro	Hector
et	CONcoo	et
par	PRE	par
ses	DETpos	son
freres	NOMcom	frère
;	PONfbl	;
apriés	ADVgen	après
en	PRE	en
la	DETdef	le
chité	NOMcom	cité
de	PRE	de
Ronme	NOMpro	Rome
par	PRE	par
les	DETdef	le
nobles	ADJqua	noble
signatours	NOMcom	signateur
et	CONcoo	et
centurions	NOMcom	centurion
et	CONcoo	et
par	PRE	par
le	DETdef	le
grant	ADJqua	grant
Julle	NOMpro	Julle
Cessar	NOMpro	Cesar
.	PONfrt	.

Apriés	ADVgen	après
elle	PROper	elle
vint	VERcjg	venir
demorer	VERinf	demorer
en	PRE	en
France	NOMpro	France
par	PRE	par
le	DETdef	le
fait	NOMcom	fait
dou	PRE.DETdef	de.le
grant	ADJqua	grant
Carlemainne	NOMpro	Charlemagne
,	PONfbl	,
qui	PROrel	que
fu	VERcjg	estre
rois	NOMcom	roi
de	PRE	de
France	NOMpro	France
et	CONcoo	et
d'	PRE	de
Alemagne	NOMpro	Allemagne
,	PONfbl	,
et	CONcoo	et
empereur	NOMcom	empereur
de	PRE	de
Ronme	NOMpro	Rome
.	PONfrt	.

Apriés	ADVgen	après
a	VERcjg	avoir
resgné	VERppe	resgner
Proece	NOMcom	prouesse
un	DETndf	un
temps	NOMcom	temps
en	PRE	en
Engleterre	NOMpro	Angleterre
par	PRE	par
le	DETdef	le
fait	NOMcom	fait
dou	PRE.DETdef	de.le
roi	NOMcom	roi
Edouwart	NOMpro	Edwarwart
et	CONcoo	et
de	PRE	de
la	DETdef	le
bonne	ADJqua	bon
roine	NOMcom	reine
Phelippe	NOMpro	Philippe
de	PRE	de
Hainnau	NOMpro	Haunaut
sa	DETpos	son
fenme	NOMcom	femme
,	PONfbl	,
et	CONcoo	et
par	PRE	par
lors	DETpos	leur
enfans	NOMcom	enfant
et	CONcoo	et
par	PRE	par
les	DETdef	le
vaillans	ADJqua	vaillant
honmes	NOMcom	homme
de	PRE	de
celi	DETdem	cel
roiaulme	NOMcom	royaume
,	PONfbl	,
ensi	ADVgen	ainsi
que	CONsub	que
vous	PROper	vous
verés	VERcjg	voir
et	CONcoo	et
trouverés	VERcjg	trouver
se	CONsub	se
toute	PROind	tout
le	PROper	il
lissiés	VERcjg	lire
en	PRE	en
ceste	DETdem	cest
histore	NOMcom	histore
.	PONfrt	.

Or	ADVgen	or
ne	ADVneg	ne
sçai	VERcjg	savoir
pas	ADVneg	pas
se	CONsub	se
elle	PROper	elle
voelt	VERcjg	vouloir
encores	ADVgen	encore
aler	VERinf	aler
plus	ADVgen	plus
avant	ADVgen	avant
ou	CONcoo	o
retourner	VERinf	retourner
,	PONfbl	,
mais	CONcoo	mais
elle	PROper	elle
est	VERcjg	estre
de	PRE	de
si	ADVgen	si
noble	ADJqua	noble
et	CONcoo	et
poissant	ADJqua	puissant
condition	NOMcom	condition
que	CONsub	que
la	ADVgen	là
ou	PROrel	où
elle	PROper	elle
trueve	VERcjg	trover
les	DETdef	le
honmes	NOMcom	homme
qui	PROrel	que
l'	PROper	il
ainment	VERcjg	amer
et	CONcoo	et
le	PROper	il
servent	VERcjg	servir
,	PONfbl	,
elle	PROper	elle
s'	PROper	soi
encline	VERcjg	encliner
et	CONcoo	et
se	PROper	soi
tient	VERcjg	tenir
et	CONcoo	et
demeure	VERcjg	demeurer
avoecques	PRE	avuec
euls	PROper	eux
.	PONfrt	.

Car	CONcoo	car
Proece	NOMcom	prouesse
n'	ADVneg	ne
a	VERcjg	avoir
cure	NOMcom	cure
des	PRE.DETdef	de.le
couwars	NOMcom	couvart
et	CONcoo	et
des	PRE.DETdef	de.le
preceurs	NOMcom	prêceur
,	PONfbl	,
mais	CONcoo	mais
les	PROper	il
fuit	VERcjg	fuir
