CHRONIQUE	NOMcom	chonneur
pays	NOMcom	pays
de	PRE	de
la	DETdef	le
Saincte	ADJqua	saint
Terre	NOMcom	terre
,	PONfbl	,
au	PRE.DETdef	a
royaulme	NOMcom	royaume
de	PRE	de
Jherusalem	NOMpro	Jérusalem
;	PONfbl	;
auquel	PRE.DETrel	à.lequel
royaulme	NOMcom	royaume
eslirent	VERcjg	élire
de	PRE	de
tous	DETind	tous
lez	DETdef	le
princes	NOMcom	prince
qui	PROrel	que
la	ADVgen	là
estoient	VERcjg	être
,	PONfbl	,
pour	PRE	pour
la	DETdef	le
bonté	NOMcom	bonté
de	PRE	de
lui	PROper	il
,	PONfbl	,
le	DETdef	le
bon	ADJqua	bon
duc	NOMcom	duc
Godeffroy	NOMpro	Godefroy
de	PRE	de
Buillon	NOMpro	Bouillon
et	CONcoo	et
le	PROper	il
firent	VERcjg	faire
roy	NOMcom	roi
dou	PRE.DETdef	de.le
reaulme	NOMcom	royaume
de	PRE	de
Jherusalem	NOMpro	Jérusalem
.	PONfrt	.

Et	CONcoo	et
depuis	ADVgen	depuis
.xvij	PROcar	dix
.	PONfrt	.

ans	NOMcom	an
après	ADVgen	après
que	CONsub	que
deshaux	NOMcom	déshail
et	CONcoo	et
nobles	ADJqua	noble
hommes	NOMcom	homme
dou	PRE.DETdef	de.le
Ponent	NOMpro	Ponant
passerent	VERcjg	passer
,	PONfbl	,
ou	PRE.DETdef	en.le
grant	ADJqua	grant
compaignie	NOMcom	compagnie
de	PRE	de
pelerins	NOMcom	pèlerin
,	PONfbl	,
en	PRE	en
la	DETdef	le
saincte	ADJqua	saint
terre	NOMcom	terre
de	PRE	de
Jherusalem	NOMpro	Jérusalem
,	PONfbl	,
si	ADVgen	si
avint	VERcjg	advenir
chose	NOMcom	chose
que	CONsub	que
a	PRE	a
mil	DETcar	mille
.ij	DETcar	deux
_C_iiij.ans	NOMpro	Cizain
,	PONfbl	,
et	CONcoo	et
.c	PROcar	cent
.	PONfrt	.

ans	NOMcom	an
après	PRE	après
la	ADVgen	là
devant	ADVgen	devant
diteconqueste	VERcjg	diteconter
,	PONfbl	,
le	DETdef	le
conte	NOMcom	conte
Bauduyn	NOMpro	Baudouin
de	PRE	de
Flandres	NOMpro	Flandres
,	PONfbl	,
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Champaigne	NOMpro	Champagne
,	PONfbl	,
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Tholouse	NOMpro	Toulouse
et	CONcoo	et
autres	DETind	autre
pluiseurs	ADJind	plusieurs
nobles	ADJqua	noble
hommes	NOMcom	homme
dou	PRE.DETdef	de.le
Ponent	NOMpro	Ponant
prinrent	VERcjg	prendre
la	DETdef	le
croix	NOMcom	croix
et	CONcoo	et
jurerent	VERcjg	jurer
de	PRE	de
passer	VERinf	passer
ensemble	ADVgen	ensemble
au	PRE.DETdef	a
royaulme	NOMcom	royaume
de	PRE	de
Jherusalem	NOMpro	Jérusalem
et	CONcoo	et
ordonnerent	VERcjg	ordonner
par	PRE	par
commune	ADJqua	commun
voulenté	NOMcom	volonté
que	CONsub	que
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Champaigne	NOMpro	Champagne
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
il	PROper	il
commença	VERcjg	commencer
le	DETdef	le
passage	NOMcom	passage
,	PONfbl	,
feust	VERcjg	être
chapitaine	NOMcom	capitaine
et	CONcoo	et
chief	NOMcom	chief
de	PRE	de
tous	PROind	tous
.	PONfrt	.

Si	ADVgen	si
avint	VERcjg	advenir
chose	NOMcom	chose
,	PONfbl	,
ainxi	ADVgen	ainsi
come	CONsub	come
a	PRE	a
Dieu	NOMpro	Dieu
pleust	VERcjg	plaire
,	PONfbl	,
que	CONsub	que
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Champaigne	NOMpro	Champagne
trespassa	VERcjg	trépasser
de	PRE	de
cestui	DETdem	cist
siecle	NOMcom	siècle
;	PONfbl	;
de	PRE	de
quoy	PROrel	quoi
fu	VERcjg	estre
grant	ADJqua	grant
dommages	NOMcom	dommage
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
il	PROper	il
estoit	VERcjg	estre
nobles	ADJqua	noble
homs	NOMcom	homme
et	CONcoo	et
de	PRE	de
grans	ADJqua	grand
entreprises	NOMcom	entreprise
,	PONfbl	,
ne	CONcoo	ne
il	PROper	il
n'	ADVneg	ne
avoit	VERcjg	avoir
de	PRE	de
eage	NOMcom	âge
que	ADVgen	que
.xxiiij	PROcar	vingt-quatre
.	PONfrt	.

ans	NOMcom	an
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
la	DETdef	le
novele	NOMcom	novele
fu	VERcjg	estre
sceue	VERppe	savoir
partout	ADVgen	partout
que	CONsub	que
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Champaigne	NOMpro	Champagne
estoit	VERcjg	estre
venus	VERppe	venir
ad	PRE	à
fin	NOMcom	fin
,	PONfbl	,
trestous	DETind	trèstous
les	DETdef	le
pelerins	NOMcom	pèlerin
qui	PROrel	que
avoient	VERcjg	avoir
la	DETdef	le
crois	NOMcom	croix
prinse	VERppe	prendre
pour	PRE	pour
aler	VERinf	aler
avec	PRE	avec
lui	PROper	il
,	PONfbl	,
si	ADVgen	si
furent	VERcjg	estre
moult	ADVgen	moult
dolans	ADJqua	dolent
et	CONcoo	et
desconfis	VERppe	déconfire
,	PONfbl	,
carils	NOMcom	caril
furent	VERcjg	estre
en	PRE	en
point	NOMcom	point
de	PRE	de
non	ADVneg	non
faire	VERinf	faire
le	DETdef	le
passage	NOMcom	passage
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
messire	NOMcom	seignor
Goffroys	NOMpro	Geoffroy
de	PRE	de
Villarduin	NOMpro	Villehardouin
,	PONfbl	,
le	DETdef	le
marescal	NOMcom	maréchal
de	PRE	de
Champaigne	NOMpro	Champagne
,	PONfbl	,
qui	PROrel	que
tant	ADVgen	tant
fu	VERcjg	estre
vaillans	ADJqua	vaillant
et	CONcoo	et
preudomme	NOMcom	prudhomme
,	PONfbl	,
lequelil	PROrel	lequel
avoit	VERcjg	avoir
esté	VERppe	être
maistre	NOMcom	maître
conseillier	VERinf	conseillier
dou	PRE.DETdef	de.le
conte	NOMcom	conte
,	PONfbl	,
que	PROrel	que
Dieux	NOMpro	Dieu
absoille	VERcjg	absoudre
,	PONfbl	,
et	CONcoo	et
qui	PROrel	que
l'	PROper	il
avoit	VERcjg	avoir
mis	VERppe	metre
a	PRE	a
la	DETdef	le
voie	NOMcom	voie
de	PRE	de
entreprendre	VERinf	entreprendre
la	DETdef	le
croix	NOMcom	croix
et	CONcoo	et
le	DETdef	le
passage	NOMcom	passage
de	PRE	de
la	DETdef	le
saincte	ADJqua	saint
terre	NOMcom	terre
de	PRE	de
Jherusalem	NOMpro	Jérusalem
,	PONfbl	,
vit	VERcjg	vëoir
aventure	NOMcom	aventure
de	PRE	de
la	DETdef	le
mort	NOMcom	mort
dou	PRE.DETdef	de.le
conte	NOMcom	conte
,	PONfbl	,
si	ADVgen	si
entreprist	VERcjg	entreprendre
la	DETdef	le
chose	NOMcom	chose
a	PRE	a
soy	PROper	soi
,	PONfbl	,
et	CONcoo	et
dist	VERcjg	dire
carse	NOMcom	charse
il	PROper	il
deust	VERcjg	devoir
morir	VERinf	morir
,	PONfbl	,
que	CONsub	que
le	DETdef	le
passage	NOMcom	passage
ne	ADVneg	ne
demoureroit	VERcjg	demeurer
pas	ADVneg	pas
a	PRE	a
faire	VERinf	faire
.	PONfrt	.

Lors	ADVgen	lors
se	PROper	soi
parti	VERcjg	partir
de	PRE	de
Champaigne	NOMpro	Champagne
,	PONfbl	,
et	CONcoo	et
ala	VERcjg	aller
tout	ADVgen	tout
droit	ADVgen	droit
au	PRE.DETdef	a
conte	NOMcom	conte
de	PRE	de
Flandres	NOMpro	Flandres
,	PONfbl	,
et	CONcoo	et
parla	VERcjg	parler
avec	PRE	avec
lui	PROper	il
et	CONcoo	et
affermerent	VERcjg	affermer
le	DETdef	le
passage	NOMcom	passage
par	PRE	par
le	DETdef	le
conseil	NOMcom	conseil
dou	PRE.DETdef	de.le
conte	NOMcom	conte
Bauduin	NOMpro	Baudouin
;	PONfbl	;
et	CONcoo	et
puis	ADVgen	puis
ala	VERcjg	aller
au	PRE.DETdef	a
conte	NOMcom	conte
de	PRE	de
Tholouse	NOMpro	Toulouse
,	PONfbl	,
et	CONcoo	et
tant	ADVgen	tant
fist	VERcjg	faire
et	CONcoo	et
ordonna	VERcjg	ordonner
avec	PRE	avec
lez	DETdef	le
.ij	NOMcom	doi
.	PONfrt	.

contes	NOMcom	conte
que	CONsub	que
il	PROper	il
reconfermerent	VERcjg	reconfermer
le	DETdef	le
passage	NOMcom	passage
.	PONfrt	.

Et	CONcoo	et
cescun	PROind	chacun
de	PRE	de
cez	DETdem	cist
.ij	PROcar	deux
.	PONfrt	.

contes	NOMcom	conte
si	ADVgen	si
donna	VERcjg	donner
.j	PROcar	un
.	PONfrt	.

chevalier	NOMcom	chevalier
au	PRE.DETdef	a
devant	NOMcom	devant
ditmessire	NOMcom	disteiner
Goffroy	NOMpro	Geoffroy
,	PONfbl	,
et	CONcoo	et
il	PROper	il
prinst	VERcjg	prendre
.j	PROcar	un
.	PONfrt	.

autre	DETind	autre
chevalier	NOMcom	chevalier
de	PRE	de
Champaigne	NOMpro	Champagne
gentil	ADJqua	gentil
homme	NOMcom	homme
,	PONfbl	,
si	ADVgen	si
ques	CONsub	que
il	PROper	il
furent	VERcjg	estre
.iiij	PROcar	quatre
.	PONfrt	.

chevaliers	NOMcom	chevalier
;	PONfbl	;
dont	ADVgen	donc
,	PONfbl	,
par	PRE	par
commune	ADJqua	commun
voulenté	NOMcom	volonté
des	PRE.DETdef	de.le
contes	NOMcom	conte
et	CONcoo	et
des	PRE.DETdef	de.le
autres	ADJind	autre
barons	NOMcom	baron
qui	PROrel	que
avoient	VERcjg	avoir
la	DETdef	le
croix	NOMcom	croix
prinse	VERppe	prendre
,	PONfbl	,
si	ADVgen	si
alerent	VERcjg	aller
en	PRE	en
Lombardie	NOMpro	Lombardie
,	PONfbl	,
tout	ADVgen	tout
droit	ADVgen	droit
au	PRE.DETdef	a
marquis	NOMcom	marquis
de	PRE	de
Monferra	NOMpro	Montferrat
qui	PROrel	que
on	PROind	on
appelloit	VERcjg	appeler
messire	NOMcom	seignor
Boniface	NOMpro	Boniface
,	PONfbl	,
la	DETdef	le
cui	PROrel	que
suer	NOMcom	seror
estoit	VERcjg	estre
adonc	ADVgen	adonc
roÿne	NOMcom	reine
de	PRE	de
France	NOMpro	France
.	PONfrt	.

Et	CONcoo	et
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
il	PROper	il
estoit	VERcjg	estre
si	ADVgen	si
vaillans	ADJqua	vaillant
et	CONcoo	et
de	PRE	de
si	ADVgen	si
grant	ADJqua	grant
entreprise	NOMcom	entreprise
,	PONfbl	,
si	ADVgen	si
le	PROper	il
requirent	VERcjg	requérir
,	PONfbl	,
de	PRE	de
par	PRE	par
tous	DETind	tous
les	DETdef	le
barons	NOMcom	baron
dou	PRE.DETdef	de.le
passage	NOMcom	passage
,	PONfbl	,
que	CONsub	que
il	PROimp	il
lui	PROper	il
plaisist	VERcjg	plaire
d'	PRE	de
entreprendre	VERinf	entreprendre
la	DETdef	le
chapitanie	NOMcom	capitainie
et	CONcoo	et
le	DETdef	le
gouvernement	NOMcom	gouvernement
des	PRE.DETdef	de.le
gens	NOMcom	gens
de	PRE	de
l'	DETdef	le
ost	NOMcom	ost
dou	PRE.DETdef	de.le
passaige	NOMcom	passage
.	PONfrt	.

Lors	ADVgen	lors
se	PROper	soi
conseilla	VERcjg	conseiller
li	DETdef	le
marquis	NOMcom	marquis
a	PRE	a
sez	DETpos	son
barons	NOMcom	baron
,	PONfbl	,
et	CONcoo	et
puis	ADVgen	puis
si	ADVgen	si
respondi	VERcjg	répondre
a	PRE	a
messire	NOMcom	seignor
Goffroy	NOMpro	Geoffroy
et	CONcoo	et
aux	PRE.DETdef	à.le
autres	ADJind	autre
chevaliers	NOMcom	chevalier
et	CONcoo	et
lor	PROper	il
dit	VERcjg	dire
ainxi	ADVgen	ainsi
:	PONfbl	:
caril	NOMcom	caril
regracioit	VERcjg	regracier
moult	ADVgen	moult
les	DETdef	le
contes	NOMcom	conte
et	CONcoo	et
les	DETdef	le
autres	ADJind	autre
barons	NOMcom	baron
de	PRE	de
France	NOMpro	France
dou	PRE.DETdef	de.le
grant	ADJqua	grant
honnour	NOMcom	honneur
que	PROrel	que
il	PROper	il
lui	PROper	il
faisoient	VERcjg	faire
quand	CONsub	quand
il	PROper	il
le	PROper	il
daignoient	VERcjg	daigner
faire	VERinf	faire
chapitaine	NOMcom	capitaine
et	CONcoo	et
chief	NOMcom	chief
de	PRE	de
si	ADVgen	si
noble	ADJqua	noble
gent	NOMcom	gent
comme	CONsub	comme
il	PROper	il
estoient	VERcjg	être
;	PONfbl	;
et	CONcoo	et
de	PRE	de
celles	PROdem	celui
prioit	VERcjg	prier
que	CONsub	que
il	PROper	il
le	PROper	il
deportassent	VERcjg	deporter
fina	VERcjg	finer
tant	ADVgen	tant
que	CONsub	que
il	PROper	il
alast	VERcjg	aler
parler	VERinf	parler
au	PRE.DETdef	a
roy	NOMcom	roi
de	PRE	de
France	NOMpro	France
et	CONcoo	et
a	PRE	a
la	DETdef	le
roïne	NOMcom	reine
sa	DETpos	son
suer	NOMcom	seror
,	PONfbl	,
car	CONcoo	car
sans	PRE	sans
leur	DETpos	leur
sceu	NOMcom	sueu
et	CONcoo	et
voulenté	NOMcom	volonté
,	PONfbl	,
il	PROper	il
ne	ADVneg	ne
le	PROper	il
pourroit	VERcjg	pouvoir
faire	VERinf	faire
.	PONfrt	.

Lors	ADVgen	lors
ordina	VERcjg	ordiner
son	DETpos	son
oyrre	NOMcom	erre
,	PONfbl	,
et	CONcoo	et
ala	VERcjg	aller
tant	ADVgen	tant
que	CONsub	que
il	PROper	il
vint	VERcjg	venir
a	PRE	a
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Paris	NOMpro	Paris
oùil	ADVgen	oui
trova	VERcjg	trover
le	DETdef	le
roy	NOMcom	roi
de	PRE	de
France	NOMpro	France
et	CONcoo	et
la	DETdef	le
roïne	NOMcom	reine
sa	DETpos	son
suer	NOMcom	seror
,	PONfbl	,
et	CONcoo	et
lor	PROper	il
conta	VERcjg	conter
la	DETdef	le
novelle	NOMcom	nouvelle
comment	ADVsub	comment
et	CONcoo	et
porquoy	ADVsub	porquoi
le	DETdef	le
hault	ADJqua	haut
homme	NOMcom	homme
de	PRE	de
France	NOMpro	France
et	CONcoo	et
dezautres	ADJqua	dézaut
princes	NOMcom	prince
le	PROper	il
requeroient	VERcjg	requérir
que	CONsub	que
il	PROper	il
fust	VERcjg	estre
chapitaines	NOMcom	capitaine
et	CONcoo	et
gouverneur	NOMcom	gouverneur
de	PRE	de
toute	DETind	tout
la	DETdef	le
gent	NOMcom	gent
de	PRE	de
cellui	DETdem	cil
passage	NOMcom	passage
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
li	DETdef	le
frans	ADJqua	franc
roy	NOMcom	roi
et	CONcoo	et
la	DETdef	le
bonne	ADJqua	bon
roïne	NOMcom	reine
oÿrent	VERcjg	ouïr
celle	DETdem	cil
novelle	NOMcom	nouvelle
,	PONfbl	,
si	ADVgen	si
loerent	VERcjg	louer
moult	ADVgen	moult
et	CONcoo	et
conseillerent	VERcjg	conseiller
le	DETdef	le
marquis	NOMcom	marquis
que	CONsub	que
il	PROper	il
deust	VERcjg	devoir
entreprendre	VERinf	entreprendre
celle	DETdem	cil
gubernacion	NOMcom	gubernation
,	PONfbl	,
monstrant	VERppa	montrer
la	DETdef	le
voye	NOMcom	voie
raisonable	ADJqua	raisonnable
,	PONfbl	,
comment	ADVsub	comment
ceste	DETdem	cest
chose	NOMcom	chose
lui	PROper	il
estoit	VERcjg	estre
grant	ADJqua	grant
honneur	NOMcom	honneur
et	CONcoo	et
avancement	NOMcom	avancement
et	CONcoo	et
de	PRE	de
tous	DETind	tous
les	DETdef	le
siens	PROpos	sien
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
li	DETdef	le
marquis	NOMcom	marquis
fu	VERcjg	estre
conseilliés	VERppe	conseiller
dou	PRE.DETdef	de.le
bon	ADJqua	bon
roy	NOMcom	roi
de	PRE	de
France	NOMpro	France
et	CONcoo	et
de	PRE	de
la	DETdef	le
france	ADJqua	franc
roïne	NOMcom	reine
,	PONfbl	,
erraument	ADVgen	erramment
se	PROper	soi
mist	VERcjg	mettre
a	PRE	a
la	DETdef	le
voye	NOMcom	voie
,	PONfbl	,
et	CONcoo	et
revint	VERcjg	revenir
a	PRE	a
son	DETpos	son
pays	NOMcom	pays
de	PRE	de
Lombardie	NOMpro	Lombardie
,	PONfbl	,
a	PRE	a
Monferra	NOMpro	Montferrat
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
il	PROper	il
fu	VERcjg	estre
en	PRE	en
sa	DETpos	son
cité	NOMcom	cité
de	PRE	de
Lans	NOMpro	Lans
,	PONfbl	,
fisist	VERcjg	faire
escripre	VERinf	écrire
les	DETdef	le
lettres	NOMcom	lettre
,	PONfbl	,
et	CONcoo	et
les	PROper	il
envoya	VERcjg	envoyer
au	PRE.DETdef	a
conte	NOMcom	conte
de	PRE	de
Flandres	NOMpro	Flandres
et	CONcoo	et
aux	PRE.DETdef	à.le
autres	ADJind	autre
princes	NOMcom	prince
et	CONcoo	et
barons	NOMcom	baron
dou	PRE.DETdef	de.le
passaige	NOMcom	passage
,	PONfbl	,
comment	ADVsub	comment
il	PROper	il
estoit	VERcjg	estre
retournés	VERppe	retourner
de	PRE	de
France	NOMpro	France
et	CONcoo	et
volentiers	ADVgen	volentiers
feroit	VERcjg	faire
et	CONcoo	et
compliroit	VERcjg	complir
lor	DETpos	lor
requeste	NOMcom	requête
.	PONfrt	.

Et	CONcoo	et
puis	ADVgen	puis
ordinerent	VERcjg	ordiner
comment	ADVsub	comment
et	CONcoo	et
en	PRE	en
quel	DETrel	quel
lieu	NOMcom	lieu
il	PROper	il
devoient	VERcjg	devoir
assembler	VERinf	assembler
;	PONfbl	;
et	CONcoo	et
quant	CONsub	cant
il	PROper	il
furent	VERcjg	estre
ensemble	ADVgen	ensemble
,	PONfbl	,
si	ADVgen	si
deviserent	VERcjg	deviser
que	CONsub	que
leur	DETpos	leur
passaige	NOMcom	passage
se	PROper	soi
deust	VERcjg	devoir
faire	VERinf	faire
par	PRE	par
Venise	NOMpro	Venise
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
il	PROper	il
pourroient	VERcjg	pouvoir
la	ADVgen	là
trover	VERinf	trover
meilleur	ADJqua	meilleur
passage	NOMcom	passage
et	CONcoo	et
aysié	VERppe	aiser
et	CONcoo	et
plus	ADVgen	plus
de	PRE	de
vaissiaux	NOMcom	vaisseau
que	CONsub	que
en	PRE	en
autre	DETind	autre
part	NOMcom	part
.	PONfrt	.

Lors	ADVgen	lors
ordinerent	VERcjg	ordiner
le	DETdef	le
noble	ADJqua	noble
homme	NOMcom	homme
messire	NOMcom	seignor
Goffroy	NOMpro	Geoffroy
de	PRE	de
Villarduin	NOMpro	Villehardouin
,	PONfbl	,
lui	PROper	il
quart	PROord	cart
de	PRE	de
chevaliers	NOMcom	chevalier
,	PONfbl	,
et	CONcoo	et
l'	PROper	il
envoierent	VERcjg	envoyer
tout	ADVgen	tout
droit	ADVgen	droit
a	PRE	a
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Venise	NOMpro	Venise
;	PONfbl	;
auxquels	PRE.PROrel	à.lequel
firent	VERcjg	faire
bonnes	ADJqua	bon
lettres	NOMcom	lettre
et	CONcoo	et
donnerent	VERcjg	donner
tout	DETind	tout
lor	DETpos	lor
pooir	NOMcom	pouvoir
de	PRE	de
ordiner	VERinf	ordiner
et	CONcoo	et
faire	VERinf	faire
lor	DETpos	lor
passage	NOMcom	passage
;	PONfbl	;
et	CONcoo	et
leur	PROper	leur
prometoient	VERcjg	promettre
de	PRE	de
tenir	VERinf	tenir
et	CONcoo	et
maintenir	VERinf	maintenir
tout	DETind	tout
ce	PROdem	ce
que	PROrel	que
il	PROper	il
prometeroient	VERcjg	promettre
et	CONcoo	et
ordineroient	VERcjg	ordiner
pour	PRE	pour
leur	DETpos	leur
passage	NOMcom	passage
.	PONfrt	.

Après	PRE	après
cest	DETdem	cest
ordinement	NOMcom	ordonnement
,	PONfbl	,
messire	NOMcom	seignor
Goffroys	NOMpro	Geoffroy
et	CONcoo	et
ses	DETpos	son
compaignons	NOMcom	compagnon
se	PROper	soi
mirent	VERcjg	mettre
a	PRE	a
la	DETdef	le
voye	NOMcom	voie
et	CONcoo	et
firent	VERcjg	faire
tant	ADVgen	tant
que	CONsub	que
par	PRE	par
lor	DETpos	lor
journées	NOMcom	journée
si	ADVgen	si
vinrent	VERcjg	venir
a	PRE	a
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Venise	NOMpro	Venise
.	PONfrt	.

Et	CONcoo	et
