LIVRE	NOMcom	livre
preparoit	VERcjg	préparer
à	PRE	à
l'en	PROind	loin
garder	VERinf	garder
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Espaigne	NOMpro	Espagne
avoit	VERcjg	avoir
envoyé	VERppe	envoyer
et	CONcoo	et
envoyoit	VERcjg	envoyer
quelques	DETind	quel
querevelles	NOMcom	querevelle
en	PRE	en
Cecille	NOMpro	Cicli
,	PONfbl	,
mais	CONcoo	mais
poy	ADVgen	poi
de	PRE	de
gens	NOMcom	gens
dessus	ADVgen	dessus
.	PONfrt	.

Toutesfoiz	ADVgen	toutefoiz
,	PONfbl	,
avant	PRE	avant
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
partist	VERcjg	partir
,	PONfbl	,
ilz	PROper	il
avoient	VERcjg	avoir
jà	ADVgen	jà
garny	VERppe	garnir
Regis	NOMcom	regis
en	PRE	en
Calabre	NOMpro	Calabre
,	PONfbl	,
qui	PROrel	que
est	VERcjg	estre
près	PRE	près
Cecille	NOMpro	Cicli
,	PONfbl	,
et	CONcoo	et
plusieurs	DETind	plusieurs
foiz	NOMcom	foiz
j'	PROper	je
avoys	VERcjg	avoir
escript	VERppe	écrire
au	PRE.DETdef	a
roy	NOMcom	roi
que	PROrel	que
là	ADVgen	là
devoient	VERcjg	devoir
descendre	VERinf	descendre
,	PONfbl	,
car	CONcoo	car
l'	DETdef	le
ambassadeur	NOMcom	ambasdeur
de	PRE	de
Napples	NOMpro	Nauplie
le	PROper	il
m'	PROper	je
avoit	VERcjg	avoir
dict	VERppe	dire
,	PONfbl	,
cuydant	VERppa	cuider
que	CONsub	que
jà	ADVgen	jà
y	PROadv	y
fussent	VERcjg	estre
.	PONfrt	.

Et	CONcoo	et
si	CONsub	si
le	DETdef	le
roy	NOMcom	roi
y	PROadv	y
eust	VERcjg	avoir
envoyé	VERppe	envoyer
d'	PRE	de
heure	NOMcom	heure
,	PONfbl	,
il	PROper	il
eust	VERcjg	avoir
pris	VERppe	prendre
le	DETdef	le
chasteau	NOMcom	château
,	PONfbl	,
car	CONcoo	car
le	DETdef	le
peuple	NOMcom	peuple
de	PRE	de
la	DETdef	le
ville	NOMcom	ville
tenoit	VERcjg	tenir
pour	PRE	pour
luy	PROper	lui
.	PONfrt	.

Aussi	ADVgen	aussi
vindrent	VERcjg	venir
gens	NOMcom	gens
de	PRE	de
Cecille	NOMpro	Cicli
à	PRE	à
la	DETdef	le
Mantie	NOMpro	Mantie
et	CONcoo	et
à	PRE	à
la	DETdef	le
Turpie	NOMpro	Turpie
,	PONfbl	,
par	PRE	par
faulte	NOMcom	faute
d'	PRE	de
y	PROadv	y
envoyer	VERinf	envoyer
,	PONfbl	,
et	CONcoo	et
à	PRE	à
Trente	PROcar	trente
,	PONfbl	,
en	PRE	en
Pouille	NOMpro	Pouille
,	PONfbl	,
qui	PROrel	que
avoient	VERcjg	avoir
levé	VERppe	lever
les	DETdef	le
banières	NOMcom	banière
du	PRE.DETdef	de.le
roy	NOMcom	roi
,	PONfbl	,
veü	VERppe	vëoir
la	DETdef	le
ligue	NOMcom	ligue
et	CONcoo	et
qu'	CONsub	que
ilz	PROper	il
estoient	VERcjg	être
settuez	VERppe	seturer
près	ADVgen	près
de	PRE	de
Brandis	NOMpro	Brandis
et	CONcoo	et
Gualipoly	NOMpro	Galipoli
et	CONcoo	et
qu'	CONsub	que
ilz	PROper	il
ne	ADVneg	ne
pouvoient	VERcjg	pouvoir
finer	VERinf	finer
de	PRE	de
nulles	DETind	nul
gens	NOMcom	gens
:	PONfbl	:
levèrent	VERcjg	lever
les	DETdef	le
banières	NOMcom	banière
d'	PRE	de
Arragon	NOMpro	Aragon
;	PONfbl	;
et	CONcoo	et
don	PROrel	dont
Federic	NOMpro	Féderic
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
à	PRE	à
Brandis	NOMpro	Brandis
,	PONfbl	,
la	PROper	il
fournit	VERcjg	fournir
.	PONfrt	.

Et	CONcoo	et
par	PRE	par
tout	DETind	tout
le	DETdef	le
royaulme	NOMcom	royaume
commencèrent	VERcjg	commencer
à	PRE	à
muer	VERinf	muer
pensée	NOMcom	pensée
et	CONcoo	et
se	PROper	soi
prist	VERcjg	prendre
à	PRE	à
changer	VERinf	changer
la	DETdef	le
fortune	NOMcom	fortune
,	PONfbl	,
qui	PROrel	que
,	PONfbl	,
deux	DETcar	deux
moys	NOMcom	mois
devant	ADVgen	devant
,	PONfbl	,
avoit	VERcjg	avoir
esté	VERppe	être
au	PRE.DETdef	a
contraire	NOMcom	contraire
,	PONfbl	,
tant	ADVgen	tant
pour	PRE	pour
voir	VERinf	voir
ceste	DETdem	cest
ligue	NOMcom	ligue
que	CONsub	que
le	DETdef	le
partement	NOMcom	partement
du	PRE.DETdef	de.le
roy	NOMcom	roi
et	CONcoo	et
la	DETdef	le
pouvre	ADJqua	pouvre
provision	NOMcom	provision
que	PROrel	que
on	PROind	on
laissoit	VERcjg	laisser
,	PONfbl	,
plus	ADVgen	plus
en	PRE	en
chief	NOMcom	chief
que	CONsub	que
en	PRE	en
deffault	NOMcom	défaut
de	PRE	de
nombre	NOMcom	nombre
.	PONfrt	.

Pour	PRE	pour
chief	NOMcom	chief
y	PROadv	y
demoura	VERcjg	demeurer
monsr	NOMcom	moncre
de	PRE	de
Montpencier	NOMpro	Montpencier
,	PONfbl	,
de	PRE	de
la	DETdef	le
maison	NOMcom	maison
de	PRE	de
Bourbon	NOMpro	Bourbon
,	PONfbl	,
bon	ADJqua	bon
chevalier	NOMcom	chevalier
et	CONcoo	et
hardy	VERppe	hardi
,	PONfbl	,
mais	CONcoo	mais
poy	ADVgen	poi
saige	ADJqua	sage
;	PONfbl	;
il	PROimp	il
ne	ADVneg	ne
se	PROper	soi
levoit	VERcjg	lever
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
fust	VERcjg	estre
mydi	NOMcom	midi
.	PONfrt	.

En	PRE	en
Calabre	NOMpro	Calabre
laissa	VERcjg	laisser
monsr	NOMcom	moncre
d'	PRE	de
Aubigny	NOMpro	Aubigny
,	PONfbl	,
de	PRE	de
nation	NOMcom	nation
d'	PRE	de
Escoce	NOMpro	Écosse
,	PONfbl	,
bon	ADJqua	bon
chevalier	NOMcom	chevalier
et	CONcoo	et
saige	ADJqua	sage
et	CONcoo	et
honnourable	ADJqua	honorable
,	PONfbl	,
qui	PROrel	que
fut	VERcjg	être
grant	ADJqua	grant
connestable	NOMcom	connétable
du	PRE.DETdef	de.le
royaulme	NOMcom	royaume
;	PONfbl	;
et	CONcoo	et
luy	PROper	lui
donna	VERcjg	donner
,	PONfbl	,
comme	CONsub	comme
ay	VERcjg	avoir
dict	VERppe	dire
,	PONfbl	,
la	DETdef	le
conté	NOMcom	comté
de	PRE	de
Daran	NOMpro	Daran
et	CONcoo	et
marquisat	VERcjg	marcuiser
de	PRE	de
Asquillasse	NOMpro	Asquillasse
.	PONfrt	.

Il	PROper	il
laissa	VERcjg	laisser
au	PRE.DETdef	a
commencement	NOMcom	commencement
le	DETdef	le
seneschal	NOMcom	seneschal
de	PRE	de
Beaucaire	NOMpro	Beaucaire
,	PONfbl	,
appellé	VERppe	appeler
Estienne	NOMpro	Etienne
de	PRE	de
Vers	NOMcom	vers
,	PONfbl	,
cappitaine	NOMcom	chapitaine
de	PRE	de
Gayète	NOMpro	Gahite
,	PONfbl	,
faict	VERcjg	faire
duc	NOMcom	duc
de	PRE	de
Nolle	NOMpro	Nolle
et	CONcoo	et
aultres	DETind	autre
seigneuries	NOMcom	seigneurie
,	PONfbl	,
grant	ADJqua	grant
chambellan	NOMcom	chambellant
:	PONfbl	:
et	CONcoo	et
passoient	VERcjg	passer
tous	DETind	tous
les	DETdef	le
deniers	NOMcom	denier
du	PRE.DETdef	de.le
royaulme	NOMcom	royaume
par	PRE	par
sa	DETpos	son
main	NOMcom	main
;	PONfbl	;
et	CONcoo	et
avoit	VERcjg	avoir
cestuilà	NOMcom	cestuil
plus	ADVgen	plus
de	PRE	de
fetz	NOMcom	fait
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
pouvoit	VERcjg	pouvoir
ne	CONcoo	ne
n'	ADVneg	ne
eust	VERcjg	avoir
sceü	VERppe	savoir
porter	VERinf	porter
.	PONfrt	.

Bien	ADVgen	bien
affectionné	VERppe	affectionner
estoit	VERcjg	estre
à	PRE	à
la	DETdef	le
garde	NOMcom	garde
dudit	PRE.DETcom	de.ledit
royaulme	NOMcom	royaume
.	PONfrt	.

Il	PROper	il
laissa	VERcjg	laisser
monsr	NOMcom	moncre
Donjullien	NOMpro	Donjulien
,	PONfbl	,
Lorrayn	NOMpro	Lorrain
,	PONfbl	,
et	CONcoo	et
le	PROper	il
fist	VERcjg	faire
duc	NOMcom	duc
de	PRE	de
MontSainctAngel	NOMpro	Montsaint
,	PONfbl	,
qui	PROrel	que
a	VERcjg	avoir
faict	VERppe	faire
merveilles	NOMcom	merveille
de	PRE	de
bien	NOMcom	bien
se	PROper	soi
y	PROadv	y
gouverner	VERinf	gouverner
.	PONfrt	.

A	PRE	a
Manfredonnye	NOMpro	Manfredon
laissa	VERcjg	laisser
messire	NOMcom	seignor
Gabriel	NOMpro	Gabriel
de	PRE	de
Montfaulcon	NOMpro	Montfaucon
,	PONfbl	,
homme	NOMcom	homme
que	PROrel	que
le	DETdef	le
roy	NOMcom	roi
extimoit	VERcjg	extimer
fort	ADVgen	fort
;	PONfbl	;
et	CONcoo	et
à	PRE	à
tous	PROind	tous
donna	VERcjg	donner
grosses	ADJqua	gros
terres	NOMcom	terre
.	PONfrt	.

Cestuilà	NOMpro	Cestuila
s'	PROper	soi
y	PROadv	y
conduisit	VERcjg	conduire
très	ADVgen	très
mal	NOMcom	mal
et	CONcoo	et
la	PROper	il
bailla	VERcjg	bailler
au	PRE.DETdef	a
bout	NOMcom	bout
de	PRE	de
quatre	DETcar	quatre
jours	NOMcom	jour
,	PONfbl	,
par	PRE	par
faulte	NOMcom	faute
de	PRE	de
vivres	NOMcom	vivre
,	PONfbl	,
et	CONcoo	et
il	PROper	il
l'	PROper	il
avoit	VERcjg	avoir
trouvée	VERppe	trouver
bien	ADVgen	bien
garnye	VERppe	garnir
,	PONfbl	,
et	CONcoo	et
estoit	VERcjg	estre
en	PRE	en
lieu	NOMcom	lieu
habondant	VERppa	habonder
de	PRE	de
bledz	NOMcom	blé
.	PONfrt	.

Plusieurs	PROind	plusieurs
vendirent	VERcjg	vendre
tout	DETind	tout
ce	PROdem	ce
qu'	PROrel	que
ilz	PROper	il
trouvèrent	VERcjg	trouver
aux	PRE.DETdef	à.le
chasteaulx	NOMcom	château
,	PONfbl	,
et	CONcoo	et
,	PONfbl	,
dit	VERcjg	dire
”	PONpdr	”
“	PONpga	“
l'	DETdef	le
on	PROind	on
,	PONfbl	,
cestuilà	VERcjg	cestuiller
pour	PRE	pour
ung	PROind	un
.	PONfrt	.

A	PRE	a
Tranne	NOMpro	Tranne
,	PONfbl	,
laissa	VERcjg	laisser
Guillaume	NOMpro	Guillaume
de	PRE	de
Villeneufve	NOMpro	Villeneuf
,	PONfbl	,
que	CONsub	que
ses	DETpos	son
varletz	NOMcom	valet
vendirent	VERcjg	vendre
à	PRE	à
don	NOMcom	don
Federic	NOMpro	Féderic
,	PONfbl	,
qui	PROrel	que
long	ADJqua	long
temps	NOMcom	temps
le	PROper	il
tint	VERcjg	tenir
en	PRE	en
gallée	NOMcom	galée
.	PONfrt	.

A	PRE	a
Tarente	NOMpro	Tarente
laissa	VERcjg	laisser
George	NOMpro	Georges
de	PRE	de
Suylly	NOMpro	Suilly
,	PONfbl	,
qui	PROrel	que
se	PROper	soi
y	PROadv	y
gouverna	VERcjg	gouverner
très	ADVgen	très
bien	ADVgen	bien
et	CONcoo	et
y	PROadv	y
mourut	VERcjg	mourir
de	PRE	de
peste	NOMcom	peste
;	PONfbl	;
et	CONcoo	et
a	VERcjg	avoir
tenu	VERppe	tenir
ceste	DETdem	cest
cité	NOMcom	cité
là	ADVgen	là
pour	PRE	pour
le	DETdef	le
roy	NOMcom	roi
jusques	PRE	jusque
la	DETdef	le
famyne	NOMcom	famine
l'	PROper	il
aict	VERcjg	avoir
faict	VERppe	faire
tourner	VERinf	tourner
.	PONfrt	.

En	PRE	en
l'	DETdef	le
Aquille	NOMpro	Aquille
demoura	VERcjg	demeurer
le	DETdef	le
bailly	NOMcom	bailli
de	PRE	de
Victry	NOMpro	Victy
,	PONfbl	,
qui	PROrel	que
bien	ADVgen	bien
se	PROper	soi
y	PROadv	y
conduisit	VERcjg	conduire
;	PONfbl	;
et	CONcoo	et
messire	NOMcom	seignor
Gracien	NOMpro	Gracien
de	PRE	de
Guerres	NOMpro	Jouarre
,	PONfbl	,
qui	PROrel	que
fort	ADVgen	fort
bien	ADVgen	bien
s'	PROper	soi
est	VERcjg	estre
conduict	VERppe	conduire
,	PONfbl	,
en	PRE	en
l'	DETdef	le
Abrusse	NOMpro	Abrusse
.	PONfrt	.

Tout	PROind	tout
demoura	VERcjg	demeurer
mal	ADVgen	mal
fourny	VERppe	fournir
d'	PRE	de
argent	NOMcom	argent
;	PONfbl	;
et	CONcoo	et
les	PROper	il
assignoit	VERcjg	assigner
”	PONpdr	”
“	PONpga	“
l'	DETdef	le
on	PROind	on
sur	PRE	sur
le	DETdef	le
royaulme	NOMcom	royaume
,	PONfbl	,
où	PROrel	où
tous	DETind	tous
les	DETdef	le
deniers	NOMcom	denier
faillirent	VERcjg	faillir
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
laissa	VERcjg	laisser
bien	ADVgen	bien
appoinctéz	VERppe	appointer
les	DETdef	le
princes	NOMcom	prince
de	PRE	de
Salerne	NOMpro	Salerne
et	CONcoo	et
de	PRE	de
Besignangno	NOMpro	Besignang
(	PONpga	(
qui	PROrel	que
l'	PROper	il
ont	VERcjg	avoir
bien	ADVgen	bien
servy	VERppe	servir
tant	ADVgen	tant
qu'	CONsub	que
ilz	PROper	il
ont	VERcjg	avoir
peü	VERppe	paistre
)	PONpdr	)
et	CONcoo	et
aussi	ADVgen	aussi
les	DETdef	le
Coulonnoys	NOMpro	Colonnois
de	PRE	de
tout	PROind	tout
ce	PROdem	ce
qu'	PROrel	que
ilz	PROper	il
sceürent	VERcjg	scëurer
demander	VERinf	demander
;	PONfbl	;
et	CONcoo	et
leur	PROper	leur
laissa	VERcjg	laisser
plus	ADVgen	plus
de	PRE	de
trente	DETcar	trente
places	NOMcom	place
pour	PRE	pour
eulx	PROper	eux
et	CONcoo	et
les	DETdef	le
leurs	PROpos	leur
.	PONfrt	.

S'	CONsub	se
ilz	PROper	il
les	PROper	il
eussent	VERcjg	avoir
voullu	VERppe	vouloir
tenir	VERinf	tenir
pour	PRE	pour
luy	PROper	lui
,	PONfbl	,
comme	CONsub	comme
ilz	PROper	il
devoient	VERcjg	devoir
et	CONcoo	et
qu'	PROrel	que
ilz	PROper	il
avoient	VERcjg	avoir
juré	VERppe	jurer
,	PONfbl	,
elles	PROper	elle
luy	PROper	lui
eussent	VERcjg	avoir
faict	VERppe	faire
grant	ADJqua	grant
service	NOMcom	service
et	CONcoo	et
leur	DETpos	leur
honneur	NOMcom	honneur
et	CONcoo	et
prouffict	NOMcom	profit
,	PONfbl	,
car	CONcoo	car
je	PROper	je
croy	VERcjg	croire
qu'	CONsub	que
ilz	PROper	il
ne	ADVneg	ne
furent	VERcjg	estre
cent	DETcar	cent
ans	NOMcom	an
a	PRE	a
si	ADVgen	si
grans	ADJqua	grand
;	PONfbl	;
mais	CONcoo	mais
,	PONfbl	,
avant	PRE	avant
son	DETpos	son
partement	NOMcom	partement
,	PONfbl	,
ilz	PROper	il
commencèrent	VERcjg	commencer
à	PRE	à
praticquer	VERinf	praticquer
.	PONfrt	.

Et	CONcoo	et
aussi	ADVgen	aussi
ilz	PROper	il
estoient	VERcjg	être
ses	DETpos	son
serviteurs	NOMcom	serviteur
à	PRE	à
cause	NOMcom	cause
de	PRE	de
Millan	NOMpro	Millan
,	PONfbl	,
car	CONcoo	car
,	PONfbl	,
naturellement	ADVgen	naturellement
,	PONfbl	,
ilz	PROper	il
estoient	VERcjg	être
du	PRE.DETdef	de.le
parti	NOMcom	parti
gibellin	ADJqua	gibellin
;	PONfbl	;
mais	CONcoo	mais
cela	PROdem	cel
ne	ADVneg	ne
leur	PROper	leur
devoit	VERcjg	devoir
point	ADVneg	point
faire	VERinf	faire
faulcer	VERinf	faucer
leur	DETpos	leur
foy	NOMcom	foi
,	PONfbl	,
estant	VERppa	être
si	ADVgen	si
grandement	ADVgen	grandement
traictéz	VERppe	traiter
.	PONfrt	.

Encores	ADVgen	encore
fit	VERcjg	fïer
le	DETdef	le
roy	NOMcom	roi
plus	ADVgen	plus
pour	PRE	pour
eulx	PROper	eux
,	PONfbl	,
car	CONcoo	car
il	PROper	il
emmena	VERcjg	emmener
soubz	PRE	sous
garde	NOMcom	garde
et	CONcoo	et
demy	ADJqua	demi
prisonnier	NOMcom	prisonnier
le	DETdef	le
seigneur	NOMcom	seigneur
Virgille	NOMpro	Virgile
Ursin	NOMpro	Ursin
et	CONcoo	et
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Petillanne	NOMpro	Petillane
,	PONfbl	,
aussi	ADVgen	aussi
des	PRE.DETdef	de.le
Ursins	NOMpro	Ursin
(	PONpga	(
et	CONcoo	et
contre	PRE	contre
raison	NOMcom	raison
)	PONpdr	)
,	PONfbl	,
leurs	DETpos	leur
ennemys	NOMcom	ennemi
;	PONfbl	;
car	CONcoo	car
,	PONfbl	,
combien	ADVgen	combien
qu'	CONsub	que
ilz	PROper	il
eussent	VERcjg	avoir
esté	VERppe	être
pris	VERppe	prendre
,	PONfbl	,
si	ADVgen	si
sçavoit	VERcjg	savoir
bien	ADVgen	bien
le	DETdef	le
roy	NOMcom	roi
et	CONcoo	et
aussi	ADVgen	aussi
l'	PROper	il
entendoit	VERcjg	entendre
qu'	CONsub	que
il	PROper	il
y	PROadv	y
avoit	VERcjg	avoir
saufconduyt	VERppe	saufondre
;	PONfbl	;
et	CONcoo	et
le	PROper	il
monstroit	VERcjg	montrer
bien	ADVgen	bien
,	PONfbl	,
car	CONcoo	car
il	PROper	il
ne	ADVneg	ne
les	PROper	il
vouloit	VERcjg	vouloir
mener	VERinf	mener
que	CONsub	que
jusques	PRE	jusque
en	PRE	en
Ast	ADVgen	es
,	PONfbl	,
et	CONcoo	et
puis	ADVgen	puis
les	PROper	il
renvoyer	VERinf	renvoyer
;	PONfbl	;
et	CONcoo	et
le	PROper	il
faisoit	VERcjg	faire
à	PRE	à
la	DETdef	le
requeste	NOMcom	requête
des	PRE.DETdef	de.le
Coulonnoys	NOMpro	Colonnois
;	PONfbl	;
et	CONcoo	et
,	PONfbl	,
avant	PRE	avant
qu'	CONsub	que
il	PROper	il
y	PROadv	y
feüst	VERcjg	faire
,	PONfbl	,
lesdits	DETcom	ledit
Coulonnoys	NOMpro	Colonnois
furent	VERcjg	estre
tournéz	VERppe	tourner
contre	PRE	contre
luy	PROper	lui
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
premiers	PROord	premier
,	PONfbl	,
et	CONcoo	et
sans	PRE	sans
alleguer	VERinf	alléguer
nulle	DETind	nul
cause	NOMcom	cause
.	PONfrt	.

CHAPITRE	NOMcom	chapire
II	DETcar	deux
Retraite	NOMcom	retraite
de	PRE	de
Charles	NOMpro	Charles
VIII	PROcar	huit
.	PONfrt	.

Comment	ADVsub	comment
le	DETdef	le
roy	NOMcom	roi
se	PROper	soi
partit	VERcjg	partir
de	PRE	de
Naples	NOMpro	Nauplie
et	CONcoo	et
repassa	VERcjg	repasser
par	PRE	par
Romme	NOMpro	Rome
,	PONfbl	,
d'	PRE	de
où	PROrel	où
le	DETdef	le
pape	NOMcom	pape
s'	PROper	soi
enfuyt	VERcjg	enfuir
à	PRE	à
Orviette	NOMpro	Orviete
;	PONfbl	;
des	PRE.DETdef	de.le
paroles	NOMcom	parole
que	PROrel	que
le	DETdef	le
roy	NOMcom	roi
tint	VERcjg	tenir
à	PRE	à
monsieur	NOMcom	monsieur
d'	PRE	de
Argenton	NOMpro	Argenton
à	PRE	à
son	DETpos	son
retour	NOMcom	retour
de	PRE	de
Venise	NOMpro	Venise
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Ordonné	VERppe	ordonner
que	PROrel	que
eut	VERcjg	avoir
le	DETdef	le
roy	NOMcom	roi
comme	CONsub	comme
il	PROper	il
entendoit	VERcjg	entendre
de	PRE	de
son	DETpos	son
affaire	NOMcom	affaire
,	PONfbl	,
se	PROper	soi
mist	VERcjg	mettre
en	PRE	en
chemin	NOMcom	chemin
avecques	PRE	avec
ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
de	PRE	de
gens	NOMcom	gens
,	PONfbl	,
que	CONsub	que
je	PROper	je
estimoys	VERcjg	étimer
neuf	DETcar	neuf
cens	DETcar	cent
hommes	NOMcom	homme
d'	PRE	de
armes	NOMcom	arme
au	PRE.DETdef	a
moins	NOMcom	moin
,	PONfbl	,
compris	VERcjg	comprendre
sa	DETpos	son
maison	NOMcom	maison
,	PONfbl	,
deux	DETcar	deux
mil	DETcar	mille
cinq	DETcar	cinq
cens	DETcar	cent
Suysses	NOMpro	Suisse
,	PONfbl	,
et	CONcoo	et
croy	VERcjg	croire
bien	ADVgen	bien
sept	DETcar	sept
mil	DETcar	mille
hommes	NOMcom	homme
paiéz	VERppe	payer
en	PRE	en
tout	PROind	tout
.	PONfrt	.

Et	CONcoo	et
y	PROadv	y
pouvoit	VERcjg	pouvoir
avoir	VERinf	avoir
mil	DETcar	mille
et	CONcoo	et
cinq	DETcar	cinq
cens	DETcar	cent
hommes	NOMcom	homme
de	PRE	de
deffence	NOMcom	défense
,	PONfbl	,
suyvant	VERppa	suivre
le	DETdef	le
train	NOMcom	traim
de	PRE	de
la	DETdef	le
court	NOMcom	cour
comme	CONsub	comme
serviteurs	NOMcom	serviteur
.	PONfrt	.

Le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Petillanne	NOMpro	Petillane
,	PONfbl	,
qui	PROrel	que
les	PROper	il
avoit	VERcjg	avoir
myeulx	ADVgen	mieux
comptéz	VERppe	compter
que	CONsub	que
moy	PROper	moi
,	PONfbl	,
disoit	VERcjg	dire
que	CONsub	que
en	PRE	en
tout	PROind	tout
en	PROadv	en
avoit	VERcjg	avoir
neuf	PROcar	neuf
mil	PROcar	mille
;	PONfbl	;
et	CONcoo	et
le	PROper	il
me	PROper	je
dist	VERcjg	dire
depuis	PRE	depuis
nostre	DETpos	notre
bataille	NOMcom	bataille
,	PONfbl	,
dont	PROrel	dont
