LIVRE	NOMcom	livre
roy	NOMcom	roi
Edouard	NOMpro	Edouard
fust	VERcjg	estre
prince	NOMcom	prince
très	ADVgen	très
vaillant	ADJqua	vaillant
et	CONcoo	et
qui	PROrel	que
avoit	VERcjg	avoir
gaigné	VERppe	gagner
en	PRE	en
Angleterre	NOMpro	Angleterre
huyct	DETcar	huit
ou	CONcoo	o
neuf	DETcar	neuf
batailles	NOMcom	bataille
,	PONfbl	,
èsquelles	PRE.PROrel	en.lequel
tousjours	ADVgen	toujours
il	PROper	il
avoit	VERcjg	avoir
esté	VERppe	être
à	PRE	à
pied	NOMcom	pied
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
chose	NOMcom	chose
de	PRE	de
grand	ADJqua	grand
louenge	NOMcom	louange
pour	PRE	pour
luy	PROper	lui
.	PONfrt	.

Mais	CONcoo	mais
c'	PROdem	ce
estoyent	VERcjg	être
differentz	ADJqua	diférant
courtz	NOMcom	court
,	PONfbl	,
où	PROrel	où
il	PROimp	il
ne	ADVneg	ne
failloit	VERcjg	falir
point	ADVneg	point
que	CONsub	que
le	DETdef	le
sens	NOMcom	sens
dudict	PRE.DETcom	de.ledit
roy	NOMcom	roi
Edouard	NOMpro	Edouard
travaillast	VERcjg	travailler
.	PONfrt	.

Car	CONcoo	car
,	PONfbl	,
dès	PRE	dès
la	DETdef	le
bataille	NOMcom	bataille
passée	VERppe	passer
,	PONfbl	,
il	PROper	il
estoit	VERcjg	estre
maistre	NOMcom	maître
jusques	PRE	jusque
à	PRE	à
ung	DETndf	un
autre	ADJind	autre
temps	NOMcom	temps
,	PONfbl	,
et	CONcoo	et
si	CONsub	si
quelque	DETind	quel
discord	NOMcom	discord
se	PROper	soi
meut	VERcjg	mouvoir
en	PRE	en
Angleterre	NOMpro	Angleterre
,	PONfbl	,
en	PRE	en
dix	DETcar	dix
jours	NOMcom	jour
,	PONfbl	,
ou	CONcoo	o
moins	ADVgen	moins
,	PONfbl	,
l'	DETdef	le
ung	PROind	un
ou	CONcoo	o
l'	DETdef	le
autre	PROind	autre
est	VERcjg	estre
au	PRE.DETdef	a
dessus	NOMcom	dessus
.	PONfrt	.

Mais	CONcoo	mais
noz	DETpos	notre
affaires	NOMcom	affaire
de	PRE	de
deça	ADVgen	deça
ne	ADVneg	ne
sont	VERcjg	estre
pas	ADVneg	pas
ainsi	ADVgen	ainsi
:	PONfbl	:
car	CONcoo	car
il	PROimp	il
failloit	VERcjg	falir
que	CONsub	que
,	PONfbl	,
avecques	PRE	avec
l'	DETdef	le
exploict	NOMcom	exploit
de	PRE	de
guerre	NOMcom	guerre
,	PONfbl	,
que	CONsub	que
nostre	DETpos	notre
roy	NOMcom	roi
entendist	VERcjg	entendre
en	PRE	en
plusieurs	DETind	plusieurs
lieux	NOMcom	lieu
de	PRE	de
son	DETpos	son
royaulme	NOMcom	royaume
et	CONcoo	et
aux	PRE.DETdef	à.le
voysins	NOMcom	voisin
.	PONfrt	.

Par	PRE	par
especial	NOMcom	especïal
,	PONfbl	,
entendoit	VERcjg	entendre
,	PONfbl	,
entre	PRE	entre
tous	DETind	tous
ses	DETpos	son
autres	ADJind	autre
affaires	NOMcom	affaire
,	PONfbl	,
à	PRE	à
contenter	VERinf	contenter
ledit	DETcom	ledit
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
ou	CONcoo	o
à	PRE	à
l'	PROper	il
entretenir	VERinf	entretenir
par	PRE	par
ambassades	NOMcom	ambasse
et	CONcoo	et
presens	NOMcom	présent
et	CONcoo	et
belles	ADJqua	beau
parolles	NOMcom	parole
,	PONfbl	,
affin	ADVgen	afin
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
s'	PROper	soi
empeschast	VERcjg	empeschier
point	ADVneg	point
de	PRE	de
noz	DETpos	notre
affaires	NOMcom	affaire
.	PONfrt	.

Car	CONcoo	car
ledict	DETcom	ledit
seigneur	NOMcom	seigneur
sçavoit	VERcjg	savoir
bien	ADVgen	bien
que	CONsub	que
,	PONfbl	,
à	PRE	à
toute	DETind	tout
heure	NOMcom	heure
,	PONfbl	,
les	DETdef	le
Anglois	NOMcom	anglois
,	PONfbl	,
tant	ADVgen	tant
nobles	ADJqua	noble
que	CONsub	que
commune	ADJqua	commun
et	CONcoo	et
gens	ADJqua	giens
d'	PRE	de
eglise	NOMcom	église
,	PONfbl	,
sont	VERcjg	estre
enclins	ADJqua	enclin
à	PRE	à
la	DETdef	le
guerre	NOMcom	guerre
contre	PRE	contre
ce	DETdem	ce
royaulme	NOMcom	royaume
,	PONfbl	,
tant	ADVgen	tant
soubz	PRE	sous
couleur	NOMcom	couleur
de	PRE	de
leurs	DETpos	leur
querelles	NOMcom	quérelle
qu'	CONsub	que
ilz	PROper	il
y	PROadv	y
pretendent	VERcjg	prétendre
que	CONsub	que
pour	PRE	pour
l'	DETdef	le
esperance	NOMcom	espérance
de	PRE	de
y	PROadv	y
gaigner	VERinf	gagner
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
Dieu	NOMpro	Dieu
a	VERcjg	avoir
permys	VERppe	permettre
à	PRE	à
leurs	DETpos	leur
predecesseurs	NOMcom	prédeceur
gaigner	VERinf	gagner
en	PRE	en
ce	DETdem	ce
royaulme	NOMcom	royaume
plusieurs	DETind	plusieurs
grandz	ADJqua	grand
batailles	NOMcom	bataille
et	CONcoo	et
y	PROadv	y
avoir	VERinf	avoir
longue	ADJqua	lonc
possession	NOMcom	possession
,	PONfbl	,
tant	ADVgen	tant
en	PRE	en
Normandie	NOMpro	Normandie
que	CONsub	que
en	PRE	en
Guyenne	NOMpro	Guyenne
,	PONfbl	,
qu'	PROrel	que
ilz	PROper	il
avoyent	VERcjg	avoir
possedé	VERppe	posser
troys	DETcar	trois
cens	DETcar	cent
cinquante	DETcar	cinquante
ans	NOMcom	an
,	PONfbl	,
à	PRE	à
l'	DETdef	le
heure	NOMcom	heure
que	PROrel	que
le	DETdef	le
roy	NOMcom	roi
Charles	NOMpro	Charles
septiesme	ADJord	septisme
la	PROper	il
conquist	VERcjg	conquerre
le	DETdef	le
premier	ADJqua	premier
coup	NOMcom	coup
,	PONfbl	,
ouquel	PRE.DETrel	en.lequel
temps	NOMcom	temps
ilz	PROper	il
emportoyent	VERcjg	emporter
de	PRE	de
grandz	ADJqua	grand
despouilles	NOMcom	dépouille
et	CONcoo	et
richesses	NOMcom	richesse
en	PRE	en
Angleterre	NOMpro	Angleterre
,	PONfbl	,
tant	ADVgen	tant
des	PRE.DETdef	de.le
povres	NOMcom	pauvre
et	CONcoo	et
seigneurs	NOMcom	seigneur
de	PRE	de
France	NOMpro	France
qu'	PROrel	que
ilz	PROper	il
avoyent	VERcjg	avoir
eu	VERppe	avoir
leurs	DETpos	leur
prisonniers	NOMcom	prisonnier
et	CONcoo	et
en	PRE	en
grand	ADJqua	grand
nombre	NOMcom	nombre
,	PONfbl	,
comme	CONsub	comme
de	PRE	de
villes	NOMcom	ville
et	CONcoo	et
places	NOMcom	place
qu'	PROrel	que
ilz	PROper	il
avoyent	VERcjg	avoir
prinses	VERppe	prendre
audict	PRE.DETcom	à.ledit
royaume	NOMcom	royaume
,	PONfbl	,
et	CONcoo	et
espèrent	VERcjg	esparer
encores	ADVgen	encore
tousjours	ADVgen	toujours
le	PROper	il
faire	VERinf	faire
ainsi	ADVgen	ainsi
.	PONfrt	.

Mais	CONcoo	mais
à	PRE	à
grant	ADJqua	grant
peine	NOMcom	peine
leur	PROper	leur
fust	VERcjg	estre
advenue	VERppe	avenir
telle	DETind	tel
adventure	NOMcom	aventure
du	PRE.DETdef	de.le
temps	NOMcom	temps
dudict	PRE.DETcom	de.ledit
roy	NOMcom	roi
nostre	DETpos	notre
maistre	NOMcom	maître
,	PONfbl	,
car	CONcoo	car
jamais	ADVgen	jamais
il	PROper	il
n'	ADVneg	ne
eust	VERcjg	avoir
hazardé	VERppe	hasarder
son	DETpos	son
royaulme	NOMcom	royaume
jusques	PRE	jusque
là	ADVgen	là
que	CONsub	que
de	PRE	de
mectre	VERinf	mettre
à	PRE	à
pied	NOMcom	pied
toute	DETind	tout
la	DETdef	le
noblesse	NOMcom	noblesse
dudict	PRE.DETcom	de.ledit
royaulme	NOMcom	royaume
pour	PRE	pour
les	PROper	il
combattre	VERinf	combattre
comme	CONsub	comme
l'	DETdef	le
on	PROind	on
feït	VERcjg	faire
à	PRE	à
Gincourt	NOMpro	Gincourd
,	PONfbl	,
et	CONcoo	et
y	PROadv	y
eust	VERcjg	avoir
bien	ADVgen	bien
procedé	VERppe	procéder
plus	ADVgen	plus
saigement	ADVgen	sagement
s'	CONsub	se
il	PROper	il
en	PROadv	en
fust	VERcjg	estre
venu	VERppe	venir
jusques	PRE	jusque
là	ADVgen	là
,	PONfbl	,
comme	CONsub	comme
avez	VERcjg	avoir
peü	VERppe	paistre
veoir	VERinf	vëoir
par	PRE	par
la	DETdef	le
manière	NOMcom	manière
qu'	CONsub	que
il	PROper	il
s'	PROper	soi
en	PROadv	en
despescha	VERcjg	despeschier
à	PRE	à
la	DETdef	le
venue	NOMcom	venue
dudit	PRE.DETcom	de.ledit
roy	NOMcom	roi
Edouard	NOMpro	Edouard
d'	PRE	de
Angleterre	NOMpro	Angleterre
.	PONfrt	.

Or	ADVgen	or
sentoit	VERcjg	sentir
bien	ADVgen	bien
le	DETdef	le
roy	NOMcom	roi
nostre	DETpos	notre
maistre	NOMcom	maître
ledit	DETcom	ledit
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
et	CONcoo	et
ses	DETpos	son
prochains	NOMcom	prochain
estre	VERinf	estre
assez	ADVgen	assez
enclins	ADJqua	enclin
à	PRE	à
entretenir	VERinf	entretenir
la	DETdef	le
paix	NOMcom	paix
et	CONcoo	et
à	PRE	à
prendre	VERinf	prendre
de	PRE	de
ses	DETpos	son
biens	NOMcom	bien
.	PONfrt	.

Par	PRE	par
quoy	PROrel	quoi
payoit	VERcjg	payer
bien	ADVgen	bien
la	DETdef	le
pension	NOMcom	pension
de	PRE	de
cinquante	DETcar	cinquante
mille	DETcar	mille
escuz	NOMcom	escu
qu'	PROrel	que
il	PROper	il
rendoit	VERcjg	rendre
audict	PRE.DETcom	à.ledit
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
à	PRE	à
Londres	NOMpro	Londene
(	PONpga	(
eulx	PROper	eux
l'	PROper	il
appelloyent	VERcjg	appeler
tribut	NOMcom	tribu
)	PONpdr	)
;	PONfbl	;
à	PRE	à
ses	DETpos	son
prochains	ADJqua	prochain
serviteurs	NOMcom	serviteur
en	PROadv	en
payoit	VERcjg	payer
quelque	DETind	quel
seize	NOMcom	saize
mil	PROcar	mille
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
:	PONfbl	:
au	PRE.DETdef	a
chancellier	NOMcom	chancelier
;	PONfbl	;
au	PRE.DETdef	a
maistre	NOMcom	maître
des	PRE.DETdef	de.le
roolles	NOMcom	röole
,	PONfbl	,
qui	PROrel	que
pour	PRE	pour
ceste	DETdem	cest
heure	NOMcom	heure
est	VERcjg	estre
chancellier	NOMcom	chancelier
;	PONfbl	;
au	PRE.DETdef	a
grant	ADJqua	grant
chambellan	NOMcom	chambellant
le	DETdef	le
seigneur	NOMcom	seigneur
de	PRE	de
Hastingues	NOMpro	Hastingues
,	PONfbl	,
homme	NOMcom	homme
de	PRE	de
grand	ADJqua	grand
sens	NOMcom	sens
et	CONcoo	et
vertu	NOMcom	vertu
et	CONcoo	et
de	PRE	de
grand	ADJqua	grand
auctorité	NOMcom	autorité
;	PONfbl	;
à	PRE	à
messire	NOMcom	seignor
Thomas	NOMpro	Tomas
de	PRE	de
Montgommery	NOMpro	Montgomeri
;	PONfbl	;
au	PRE.DETdef	a
seigneur	NOMcom	seigneur
de	PRE	de
Havart	NOMpro	Havart
,	PONfbl	,
qui	PROrel	que
puis	ADVgen	puis
a	VERcjg	avoir
esté	VERppe	être
avec	PRE	avec
ce	DETdem	ce
mauvais	ADJqua	mauvais
roy	NOMcom	roi
Richard	NOMpro	Richard
,	PONfbl	,
duc	NOMcom	duc
de	PRE	de
Norfle	NOMpro	Norfles
;	PONfbl	;
au	PRE.DETdef	a
grant	ADJqua	grant
escuyer	NOMcom	écuyer
maistre	ADJqua	maître
Cheyne	NOMpro	Cheine
;	PONfbl	;
à	PRE	à
maistre	NOMcom	maître
Chalangier	NOMpro	Chalangier
;	PONfbl	;
au	PRE.DETdef	a
marquis	ADJqua	marquis
filz	NOMcom	fil
de	PRE	de
la	DETdef	le
royne	NOMcom	reine
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
d'	PRE	de
ung	DETndf	un
precedant	ADJqua	précedent
mariage	NOMcom	marïage
,	PONfbl	,
et	CONcoo	et
très	ADVgen	très
grans	ADJqua	grand
dons	NOMcom	don
à	PRE	à
tous	PROind	tous
qui	PROrel	que
venoyent	VERcjg	venir
devers	PRE	devers
luy	PROper	lui
.	PONfrt	.

Encores	ADVgen	encore
qu'	CONsub	que
ilz	PROper	il
vinsent	VERcjg	venir
avecques	PRE	avec
commissions	NOMcom	commission
rigoreuses	ADJqua	rigoreux
,	PONfbl	,
si	ADVgen	si
les	PROper	il
despeschoit	VERcjg	despeschier
”	PONpdr	”
“	PONpga	“
il	PROper	il
avec	PRE	avec
si	ADVgen	si
bonnes	ADJqua	bon
parolles	NOMcom	parole
et	CONcoo	et
avec	PRE	avec
si	ADVgen	si
beaulx	ADJqua	beau
presens	NOMcom	présent
qu'	CONsub	que
ilz	PROper	il
se	PROper	soi
tenoyent	VERcjg	tenir
contentz	ADJqua	content
de	PRE	de
luy	PROper	lui
.	PONfrt	.

Et	CONcoo	et
encores	ADVgen	encore
quelque	DETind	quel
congnoissance	NOMcom	connaissance
qu'	PROrel	que
ilz	PROper	il
eussent	VERcjg	avoir
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
,	PONfbl	,
nostre	DETpos	notre
maistre	NOMcom	maître
,	PONfbl	,
le	PROper	il
feïst	VERcjg	faire
pour	PRE	pour
gaigner	VERinf	gagner
temps	NOMcom	temps
et	CONcoo	et
faire	VERinf	faire
son	DETpos	son
faict	NOMcom	fait
en	PRE	en
ceste	DETdem	cest
guerre	NOMcom	guerre
,	PONfbl	,
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
commencée	VERppe	commencer
,	PONfbl	,
si	ADVgen	si
le	PROper	il
dissimuloyent	VERcjg	dissimuler
”	PONpdr	”
“	PONpga	“
ilz	PROper	il
pour	PRE	pour
les	DETdef	le
grans	ADJqua	grand
prouffitz	NOMcom	profit
qu'	PROrel	que
ils	PROper	il
en	PROadv	en
avoyent	VERcjg	avoir
.	PONfrt	.

A	PRE	a
tous	DETind	tous
ceulxcy	PROdem	celic
avoit	VERcjg	avoir
fait	VERppe	faire
des	PRE.DETdef	de.le
dons	NOMcom	don
oultre	PRE	outre
leurs	DETpos	leur
pensions	NOMcom	pension
.	PONfrt	.

Et	CONcoo	et
suys	ADVgen	suis
seür	ADJqua	sëur
que	CONsub	que
à	PRE	à
ce	DETdem	ce
monsr	NOMcom	moncre
de	PRE	de
Havart	NOMpro	Havart
,	PONfbl	,
oultre	PRE	outre
sa	DETpos	son
pension	NOMcom	pension
,	PONfbl	,
luy	PROper	lui
donna	VERcjg	donner
en	PRE	en
moins	ADVgen	moins
de	PRE	de
deux	DETcar	deux
ans	NOMcom	an
,	PONfbl	,
que	CONsub	que
en	PRE	en
argent	NOMcom	argent
que	CONcoo	que
en	PRE	en
vaisselle	NOMcom	vaisselle
,	PONfbl	,
bien	ADVgen	bien
vallant	VERppa	valoir
vingct	DETcar	vingt
quatre	DETcar	quatre
mil	DETcar	mille
escuz	NOMcom	escu
,	PONfbl	,
et	CONcoo	et
au	PRE.DETdef	a
chambellan	NOMcom	chambellant
le	DETdef	le
seigneur	NOMcom	seigneur
de	PRE	de
Hastingues	NOMpro	Hastingues
donna	VERcjg	donner
pour	PRE	pour
ung	DETndf	un
coup	NOMcom	coup
mille	DETcar	mille
marcs	NOMcom	marc
d'	PRE	de
argent	NOMcom	argent
en	PRE	en
vaisselle	NOMcom	vaisselle
.	PONfrt	.

Et	CONcoo	et
de	PRE	de
tous	DETind	tous
ces	DETdem	ce
personnages	NOMcom	personnage
icy	ADVgen	ici
se	PROper	soi
trouveront	VERcjg	trouver
les	DETdef	le
quictances	NOMcom	quictance
en	PRE	en
la	DETdef	le
Chambre	NOMcom	chambre
des	PRE.DETdef	de.le
comptes	NOMcom	conte
à	PRE	à
Paris	NOMpro	Paris
,	PONfbl	,
sauf	PRE	sauf
dudit	PRE.DETcom	de.ledit
seigneur	NOMcom	seigneur
de	PRE	de
Hastingues	NOMpro	Hastingues
,	PONfbl	,
grant	ADJqua	grant
chambellan	NOMcom	chambellant
d'	PRE	de
Angleterre	NOMpro	Angleterre
(	PONpga	(
et	CONcoo	et
n'	ADVneg	ne
en	PROadv	en
y	PROadv	y
a	VERcjg	avoir
que	ADVgen	que
ung	PROind	un
:	PONfbl	:
parquoy	ADVsub	parquoi
c'	PROdem	ce
est	VERcjg	estre
ung	DETndf	un
grand	ADJqua	grand
office	NOMcom	office
)	PONpdr	)
.	PONfrt	.

Ledit	DETcom	ledit
grand	ADJqua	grand
chambellan	NOMcom	chambellant
se	PROper	soi
