Sensuyt	VERcjg	sensuivre
oeil	NOMcom	œil
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
;	PONfbl	;
et	CONcoo	et
du	PRE.DETdef	de.le
proces	NOMcom	proce
qui	PROrel	que
en	PROadv	en
fut	VERcjg	être
.	PONfrt	.

Par	PRE	par
Monseigneur	NOMcom	monseigneur
de	PRE	de
la	DETdef	le
Roche	NOMcom	roche
.	PONfrt	.

La	DETdef	le
tierce	ADJord	tiers
nouvelle	NOMcom	nouvelle
,	PONfbl	,
de	PRE	de
la	DETdef	le
tromperie	NOMcom	tromperie
que	PROrel	que
fist	VERcjg	faire
ung	DETndf	un
chevalier	NOMcom	chevalier
a	PRE	a
la	DETdef	le
femme	NOMcom	femme
de	PRE	de
son	DETpos	son
musnier	NOMcom	moisnier
,	PONfbl	,
a	PRE	a
laquelle	PROrel	lequel
bailloit	VERcjg	baillier
a	PRE	a
croire	VERinf	croire
que	CONsub	que
son	DETpos	son
con	CONsub	come
luy	PROper	lui
cherroit	VERcjg	chëoir
,	PONfbl	,
si	ADVgen	si
luy	PROper	lui
recoingna	VERcjg	recoignier
pluseurs	DETind	plusieurs
foiz	NOMcom	foiz
.	PONfrt	.

Et	CONcoo	et
le	DETdef	le
musnier	NOMcom	moisnier
,	PONfbl	,
de	PRE	de
ce	PROdem	ce
adverty	VERcjg	avertir
,	PONfbl	,
pescha	VERcjg	peschier
ung	DETndf	un
dyamant	NOMcom	diamant
que	PROrel	que
la	DETdef	le
femme	NOMcom	femme
au	PRE.DETdef	a
chevalier	NOMcom	chevalier
avoit	VERcjg	avoir
perdu	VERppe	perdre
;	PONfbl	;
et	CONcoo	et
dedans	PRE	dedans
son	DETpos	son
corps	NOMcom	corps
le	PROper	il
trouva	VERcjg	trouver
,	PONfbl	,
comme	CONsub	comme
bien	ADVgen	bien
sceut	VERcjg	savoir
le	DETdef	le
chevalier	NOMcom	chevalier
depuis	ADVgen	depuis
;	PONfbl	;
si	ADVgen	si
l'	PROper	il
appella	VERcjg	appeler
pescheur	NOMcom	pécheur
,	PONfbl	,
et	CONcoo	et
le	DETdef	le
musnier	NOMcom	moisnier
cuigneur	NOMcom	coigneur
le	PROper	il
nomma	VERcjg	nommer
.	PONfrt	.

Par	PRE	par
Monseigneur	NOMcom	monseigneur
.	PONfrt	.

La	DETdef	le
IIIJe	ADJord	quatre
nouvelle	NOMcom	nouvelle
,	PONfbl	,
d'	PRE	de
un	DETndf	un
archier	NOMcom	archier
escossois	ADJqua	escossois
qui	PROrel	que
fut	VERcjg	être
amoureux	ADJqua	amoureux
d'	PRE	de
une	DETndf	un
belle	ADJqua	beau
gente	ADJqua	gent
damoiselle	NOMcom	damoiselle
,	PONfbl	,
femme	NOMcom	femme
d'	PRE	de
un	DETndf	un
eschopier	NOMcom	eschopier
,	PONfbl	,
laquelle	PROrel	lequel
,	PONfbl	,
par	PRE	par
le	DETdef	le
commandement	NOMcom	commandement
de	PRE	de
son	DETpos	son
mary	NOMcom	mari
,	PONfbl	,
assigna	VERcjg	assigner
jour	NOMcom	jour
audit	PRE.DETcom	à.ledit
Escossois	NOMpro	Escossois
;	PONfbl	;
et	CONcoo	et
de	PRE	de
fait	NOMcom	fait
y	PROadv	y
comparut	VERcjg	comparer
et	CONcoo	et
besoigna	VERcjg	bésoigner
tant	ADVgen	tant
qu'	CONsub	que
il	PROper	il
voult	VERcjg	vouloir
,	PONfbl	,
le	PROper	il
dit	VERcjg	dire
eschopier	VERinf	eschopier
estant	VERppa	être
caiché	VERppe	cacher
en	PRE	en
la	DETdef	le
ruelle	NOMcom	rueille
de	PRE	de
son	DETpos	son
lit	NOMcom	lit
,	PONfbl	,
qui	PROrel	que
tout	PROind	tout
povoit	VERcjg	pouvoir
veoir	VERinf	vëoir
et	CONcoo	et
oyr	VERinf	ouïr
.	PONfrt	.

Par	PRE	par
Philipe	NOMpro	Philippe
de	PRE	de
Loan	NOMpro	Laon
.	PONfrt	.

La	DETdef	le
Ve	NOMcom	ve
nouvelle	NOMcom	nouvelle
,	PONfbl	,
par	PRE	par
Philipe	NOMpro	Philippe
de	PRE	de
Loan	NOMpro	Laon
,	PONfbl	,
de	PRE	de
deux	DETcar	deux
jugements	NOMcom	jugement
de	PRE	de
monseigneur	NOMcom	monseigneur
Talebot	NOMpro	Talebot
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
asavoir	VERinf	assavoir
,	PONfbl	,
d'	PRE	de
un	DETndf	un
François	NOMpro	Français
prins	VERppe	prendre
par	PRE	par
ung	DETndf	un
Anglois	NOMcom	anglois
soubz	PRE	sous
son	DETpos	son
sauf	ADJqua	sauf
conduit	NOMcom	conduit
,	PONfbl	,
qui	PROrel	que
d'	PRE	de
aguilectes	NOMcom	aguillete
a	PRE	a
armer	VERinf	armer
se	PROper	soi
defendit	VERcjg	défendre
contre	PRE	contre
le	DETdef	le
Françoys	NOMpro	Français
,	PONfbl	,
qui	PROrel	que
d'	PRE	de
une	DETndf	un
espée	NOMcom	épée
le	PROper	il
feroit	VERcjg	faire
,	PONfbl	,
present	ADJqua	présent
Talebot	NOMpro	Talebot
;	PONfbl	;
et	CONcoo	et
d'	PRE	de
un	PROind	un
qui	PROrel	que
l'	DETdef	le
eglise	NOMcom	église
avoit	VERcjg	avoir
robée	VERppe	rober
,	PONfbl	,
auquel	PRE.PROrel	à.lequel
il	PROper	il
fist	VERcjg	faire
jurer	VERinf	jurer
de	PRE	de
non	NOMcom	nom
jamais	ADVgen	jamais
plus	ADVgen	plus
entrer	VERinf	entrer
en	PRE	en
l'	DETdef	le
eglise	NOMcom	église
.	PONfrt	.

La	DETdef	le
VJe	ADJord	sixième
nouvelle	NOMcom	nouvelle
,	PONfbl	,
par	PRE	par
monsieur	NOMcom	monsieur
de	PRE	de
Launoy	NOMpro	Launoi
,	PONfbl	,
d'	PRE	de
un	DETndf	un
yvroigne	NOMcom	ivroigne
qui	PROrel	que
au	PRE.DETdef	a
prieuré	NOMcom	prière
des	PRE.DETdef	de.le
Augustins	NOMpro	Augustin
de	PRE	de
La	DETdef	le
Haye	NOMpro	Haye
en	PRE	en
Hollendre	NOMpro	Hollandre
se	PROper	soi
voult	VERcjg	vouloir
confesser	VERinf	confesser
,	PONfbl	,
et	CONcoo	et
après	PRE	après
sa	DETpos	son
confession	NOMcom	confession
,	PONfbl	,
disant	VERppa	dire
que	CONsub	que
en	PRE	en
bon	ADJqua	bon
estat	NOMcom	état
estoit	VERcjg	estre
,	PONfbl	,
vouloit	VERcjg	vouloir
mourir	VERinf	mourir
.	PONfrt	.

Et	CONcoo	et
cuida	VERcjg	cuidier
avoir	VERinf	avoir
la	DETdef	le
teste	NOMcom	teste
trenchée	VERppe	trancher
et	CONcoo	et
estre	VERinf	estre
mort	VERppe	mourir
,	PONfbl	,
et	CONcoo	et
par	PRE	par
ses	DETpos	son
compaignons	NOMcom	compagnon
fut	VERcjg	être
emporté	VERppe	emporter
,	PONfbl	,
qui	PROrel	que
luy	PROper	lui
disoient	VERcjg	dire
qu'	CONsub	que
ilz	PROper	il
l'	PROper	il
emportoient	VERcjg	emporter
en	PRE	en
terre	NOMcom	terre
.	PONfrt	.

La	DETdef	le
VIJe	ADJord	sixième
nouvelle	NOMcom	nouvelle
,	PONfbl	,
par	PRE	par
Monseigneur	NOMcom	monseigneur
,	PONfbl	,
de	PRE	de
l'	DETdef	le
orfevre	NOMcom	orfevre
de	PRE	de
Paris	NOMpro	Paris
qui	PROrel	que
fist	VERcjg	faire
le	DETdef	le
charreton	NOMcom	charreton
couscher	VERinf	coucher
avec	PRE	avec
luy	PROper	lui
et	CONcoo	et
sa	DETpos	son
femme	NOMcom	femme
;	PONfbl	;
et	CONcoo	et
comment	ADVsub	comment
le	DETdef	le
charreton	NOMcom	charreton
par	PRE	par
derriere	ADVgen	derrier
se	PROper	soi
jouoit	VERcjg	jouer
avec	PRE	avec
elle	PROper	elle
,	PONfbl	,
dont	PROrel	dont
l'	DETdef	le
orfevre	NOMcom	orfevre
se	PROper	soi
parceut	VERcjg	percevoir
et	CONcoo	et
trouva	VERcjg	trouver
ce	PROdem	ce
qui	PROrel	que
estoit	VERcjg	estre
;	PONfbl	;
et	CONcoo	et
des	PRE.DETdef	de.le
parolles	NOMcom	parole
qu'	PROrel	que
il	PROper	il
dist	VERcjg	dire
au	PRE.DETdef	a
charreton	NOMcom	charreton
.	PONfrt	.

La	DETdef	le
VIIJe	PROord	huitième
,	PONfbl	,
par	PRE	par
monseigneur	NOMcom	monseigneur
de	PRE	de
la	DETdef	le
Roche	NOMcom	roche
,	PONfbl	,
d'	PRE	de
un	DETndf	un
compaignon	NOMcom	compagnon
picard	ADJqua	picart
demourant	VERppa	demeurer
a	PRE	a
Bruxelles	NOMpro	Bruxelles
,	PONfbl	,
qui	PROrel	que
engrossa	VERcjg	engrosser
la	DETdef	le
fille	NOMcom	fille
de	PRE	de
son	DETpos	son
maistre	NOMcom	maître
;	PONfbl	;
et	CONcoo	et
a	PRE	a
ceste	DETdem	cest
cause	NOMcom	cause
print	VERcjg	prendre
congié	NOMcom	congié
de	PRE	de
haulte	ADJqua	haut
heure	NOMcom	heure
et	CONcoo	et
vint	VERcjg	venir
en	PRE	en
Picardie	NOMpro	Picardie
se	PROper	soi
marier	VERinf	marïer
.	PONfrt	.

Et	CONcoo	et
tost	ADVgen	tost
après	PRE	après
son	DETpos	son
partement	NOMcom	partement
,	PONfbl	,
la	DETdef	le
mere	NOMcom	mere
de	PRE	de
la	DETdef	le
fille	NOMcom	fille
se	PROper	soi
parceut	VERcjg	percevoir
de	PRE	de
l'	DETdef	le
encloueure	NOMcom	encloure
de	PRE	de
sa	DETpos	son
fille	NOMcom	fille
,	PONfbl	,
laquelle	PROrel	lequel
,	PONfbl	,
a	PRE	a
quelque	DETind	quel
meschief	NOMcom	meschief
que	PROrel	que
ce	PROdem	ce
fust	VERcjg	estre
,	PONfbl	,
confessa	VERcjg	confesser
le	DETdef	le
cas	NOMcom	cas
tel	ADJind	tel
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
.	PONfrt	.

La	DETdef	le
mere	NOMcom	mere
la	PROper	il
renvoya	VERcjg	renvoyer
devers	PRE	devers
le	DETdef	le
dit	VERppe	dire
compaignon	NOMcom	compagnon
;	PONfbl	;
et	CONcoo	et
depuis	PRE	depuis
leur	DETpos	leur
espousée	VERppe	esposer
,	PONfbl	,
par	PRE	par
ung	DETndf	un
accident	NOMcom	accident
qui	PROrel	que
au	PRE.DETdef	a
compaignon	NOMcom	compagnon
advint	VERcjg	advenir
le	DETdef	le
jour	NOMcom	jour
de	PRE	de
ses	DETpos	son
nopces	NOMcom	nope
.	PONfrt	.

La	DETdef	le
IXe	ADJord	neuvième
nouvelle	ADJqua	nouveau
,	PONfbl	,
par	PRE	par
Monseigneur	NOMpro	Monseigneur
le	DETdef	le
duc	NOMcom	duc
,	PONfbl	,
d'	PRE	de
un	DETndf	un
chevalier	NOMcom	chevalier
de	PRE	de
Bourgoigne	NOMpro	Burgonde
,	PONfbl	,
amoureux	ADJqua	amoureux
d'	PRE	de
une	PROind	un
des	PRE.DETdef	de.le
chambrieres	NOMcom	chambrière
de	PRE	de
sa	DETpos	son
femme	NOMcom	femme
.	PONfrt	.

Cuidant	VERppa	cuider
coucher	VERinf	coucher
avecques	PRE	avec
celle	PROdem	celui
,	PONfbl	,
cogneut	VERcjg	connaître
que	CONsub	que
c'	PROdem	ce
estoit	VERcjg	estre
mesmes	ADJind	même
sa	DETpos	son
femme	NOMcom	femme
,	PONfbl	,
qui	PROrel	que
ou	PRE.DETdef	en.le
lieu	NOMcom	lieu
de	PRE	de
sa	DETpos	son
chambriere	NOMcom	chambrière
s'	PROper	soi
estoit	VERcjg	estre
boutée	VERppe	bouter
.	PONfrt	.

Et	CONcoo	et
comment	ADVsub	comment
ung	DETndf	un
aultre	ADJind	autre
chevalier	NOMcom	chevalier
,	PONfbl	,
son	DETpos	son
voisin	NOMcom	voisin
,	PONfbl	,
par	PRE	par
son	DETpos	son
ordonnance	NOMcom	ordonnance
,	PONfbl	,
avecques	PRE	avec
sa	DETpos	son
femme	NOMcom	femme
aussi	ADVgen	aussi
avoit	VERcjg	avoir
couschié	VERppe	couchier
,	PONfbl	,
dont	PROrel	dont
il	PROper	il
fut	VERcjg	être
bien	ADVgen	bien
mal	ADVgen	mal
content	ADJqua	content
,	PONfbl	,
ja	ADVgen	ja
soit	VERcjg	estre
ce	PROdem	ce
que	CONsub	que
sa	DETpos	son
femme	NOMcom	femme
n'	ADVneg	ne
en	PROadv	en
sceut	VERcjg	savoir
oncques	ADVgen	onques
riens	PROind	rien
,	PONfbl	,
et	CONcoo	et
ne	ADVneg	ne
cuidoit	VERcjg	cuidier
avoir	VERinf	avoir
eu	VERppe	avoir
que	CONsub	que
son	DETpos	son
mary	NOMcom	mari
.	PONfrt	.

La	DETdef	le
Xe	ADJord	onzième
nouvelle	NOMcom	nouvelle
,	PONfbl	,
par	PRE	par
monseigneur	NOMcom	monseigneur
de	PRE	de
la	DETdef	le
Roche	NOMcom	roche
,	PONfbl	,
d'	PRE	de
un	DETndf	un
chevalier	NOMcom	chevalier
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
qui	PROrel	que
,	PONfbl	,
puis	PRE	puis
qu'	CONsub	que
il	PROper	il
fut	VERcjg	être
marié	VERppe	marïer
,	PONfbl	,
voult	VERcjg	vouloir
que	CONsub	que
son	DETpos	son
mignon	NOMcom	mignon
,	PONfbl	,
comme	CONsub	comme
paravant	ADVgen	paravant
son	DETpos	son
mariage	NOMcom	marïage
,	PONfbl	,
de	PRE	de
belles	ADJqua	beau
filles	NOMcom	fille
luy	PROper	lui
fist	VERcjg	faire
finance	NOMcom	finance
;	PONfbl	;
laquelle	DETrel	lequel
chose	NOMcom	chose
il	PROper	il
ne	ADVneg	ne
voult	VERcjg	vouloir
faire	VERinf	faire
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
excusoit	VERcjg	excuser
;	PONfbl	;
mais	CONcoo	mais
son	DETpos	son
maistre	NOMcom	maître
a	PRE	a
son	DETpos	son
premier	ADJqua	premier
train	NOMcom	traim
le	PROper	il
ramena	VERcjg	ramener
par	PRE	par
le	PROper	il
faire	VERinf	faire
servir	VERinf	servir
de	PRE	de
pastés	NOMcom	pasté
d'	PRE	de
anguilles	NOMcom	anguille
.	PONfrt	.

La	DETdef	le
XIe	ADJord	onzième
nouvelle	NOMcom	nouvelle
,	PONfbl	,
par	PRE	par
Monseigneur	NOMcom	monseigneur
,	PONfbl	,
d'	PRE	de
un	DETndf	un
paillard	NOMcom	paillard
jaloux	ADJqua	jalos
qui	PROrel	que
,	PONfbl	,
après	ADVgen	après
beaucoup	ADVgen	beaucoup
d'	PRE	de
offrandes	NOMcom	offrande
faictes	VERppe	faire
a	PRE	a
divers	ADJqua	divers
sains	NOMcom	saint
pour	PRE	pour
le	DETdef	le
remede	NOMcom	rémée
de	PRE	de
sa	DETpos	son
maudicte	VERppe	maudire
maladie	NOMcom	maladie
,	PONfbl	,
fist	VERcjg	faire
offrir	VERinf	offrir
une	DETndf	un
chandelle	NOMcom	chandelle
au	PRE.DETdef	a
deable	NOMcom	diable
qu'	PROrel	que
on	PROind	on
mect	VERcjg	mettre
communement	ADVgen	communément
desoubz	PRE	dessous
saint	ADJqua	saint
Michel	NOMpro	Michel
;	PONfbl	;
et	CONcoo	et
du	PRE.DETdef	de.le
songe	NOMcom	songe
qu'	PROrel	que
il	PROper	il
songea	VERcjg	songier
,	PONfbl	,
et	CONcoo	et
de	PRE	de
ce	PROdem	ce
qui	PROrel	que
luy	PROper	lui
advint	VERcjg	advenir
au	PRE.DETdef	a
reveiller	VERinf	reveiller
.	PONfrt	.

[	PONpga	[
La	DETdef	le
dousiesme	ADJord	douseme
nouvelle	NOMcom	nouvelle
parle	VERcjg	parler
d'	PRE	de
ung	DETndf	un
Hollandois	NOMpro	Hollandois
qui	PROrel	que
nuyt	NOMcom	nuit
et	CONcoo	et
jour	NOMcom	jour
,	PONfbl	,
a	PRE	a
toute	DETind	tout
heure	NOMcom	heure
,	PONfbl	,
ne	ADVneg	ne
cessoit	VERcjg	cesser
d'	PRE	de
assaillir	VERinf	assaillir
sa	DETpos	son
femme	NOMcom	femme
au	PRE.DETdef	a
jeu	NOMcom	jeu
d'	PRE	de
amours	NOMcom	amour
;	PONfbl	;
et	CONcoo	et
comment	ADVsub	comment
d'	PRE	de
aventure	NOMcom	aventure
il	PROper	il
la	PROper	il
rua	VERcjg	ruer
par	PRE	par
terre	NOMcom	terre
,	PONfbl	,
en	PRE	en
passant	VERppa	passer
par	PRE	par
ung	DETndf	un
bois	NOMcom	bois
,	PONfbl	,
soubz	PRE	sous
un	DETndf	un
grant	ADJqua	grant
arbre	NOMcom	arbre
sur	PRE	sur
lequel	PROrel	lequel
estoit	VERcjg	estre
ung	DETndf	un
laboureur	NOMcom	laboureur
qui	PROrel	que
avoit	VERcjg	avoir
perdu	VERppe	perdre
son	DETpos	son
veau	NOMcom	veau
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
en	PRE	en
faisant	VERppa	faire
inventoire	NOMcom	inventoire
des	PRE.DETdef	de.le
beaux	ADJqua	beau
membres	NOMcom	membre
de	PRE	de
sa	DETpos	son
femme	NOMcom	femme
,	PONfbl	,
dist	VERcjg	dire
qu'	CONsub	que
il	PROper	il
veoit	VERcjg	voir
tant	ADVgen	tant
de	PRE	de
belles	ADJqua	beau
choses	NOMcom	chose
et	CONcoo	et
quasi	VERcjg	cassir
tout	DETind	tout
le	DETdef	le
monde	NOMcom	monde
;	PONfbl	;
a	PRE	a
qui	PROrel	que
le	DETdef	le
laboureur	NOMcom	laboureur
demanda	VERcjg	demander
s'	CONsub	se
il	PROper	il
veoit	VERcjg	voir
point	ADVneg	point
son	DETpos	son
veau	NOMcom	veau
qu'	PROrel	que
il	PROper	il
cherchoit	VERcjg	chercher
,	PONfbl	,
duquel	PRE.PROrel	de.lequel
il	PROper	il
disoit	VERcjg	dire
qu'	CONsub	que
il	PROimp	il
lui	PROper	il
sembloit	VERcjg	sembler
en	PRE	en
veoir	VERinf	vëoir
la	DETdef	le
queue	NOMcom	queue
.	PONfrt	.

La	DETdef	le
tresiesme	ADJord	tresisme
nouvelle	NOMcom	nouvelle
,	PONfbl	,
comment	ADVsub	comment
le	DETdef	le
clerc	NOMcom	clerc
d'	PRE	de
ung	DETndf	un
procureur	NOMcom	procureur
d'	PRE	de
Angleterre	NOMpro	Angleterre
deceut	VERcjg	decevoir
son	DETpos	son
maistre	NOMcom	maître
pour	PRE	pour
luy	PROper	lui
faire	VERinf	faire
accroire	VERinf	acroire
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
avoit	VERcjg	avoir
nulz	DETind	nul
coillons	NOMcom	couillon
,	PONfbl	,
et	CONcoo	et
a	PRE	a
ceste	DETdem	cest
cause	NOMcom	cause
il	PROper	il
eut	VERcjg	avoir
le	DETdef	le
gouvernement	NOMcom	gouvernement
de	PRE	de
sa	DETpos	son
maistresse	NOMcom	maître
aux	PRE.DETdef	à.le
champs	NOMcom	champ
et	CONcoo	et
a	PRE	a
la	DETdef	le
ville	NOMcom	ville
,	PONfbl	,
et	CONcoo	et
se	PROper	soi
donnerent	VERcjg	donner
bon	ADJqua	bon
temps	NOMcom	temps
.	PONfrt	.

La	DETdef	le
quatorsiesme	ADJord	quatorseme
nouvelle	NOMcom	nouvelle
,	PONfbl	,
de	PRE	de
l'	DETdef	le
ermite	NOMcom	ermite
qui	PROrel	que
deceut	VERcjg	decevoir
la	DETdef	le
fille	NOMcom	fille
d'	PRE	de
une	DETndf	un
povre	ADJqua	povre
femme	NOMcom	femme
,	PONfbl	,
et	CONcoo	et
lui	PROper	il
faisoit	VERcjg	faire
accroire	VERinf	acroire
que	CONsub	que
sa	DETpos	son
fille	NOMcom	fille
auroit	VERcjg	avoir
ung	DETndf	un
filz	NOMcom	fil
de	PRE	de
lui	PROper	il
qui	PROrel	que
seroit	VERcjg	estre
pape	NOMcom	pape
,	PONfbl	,
et	CONcoo	et
adonc	ADVgen	adonc
,	PONfbl	,
quant	CONsub	cant
vint	VERcjg	venir
a	PRE	a
l'	DETdef	le
enfanter	VERinf	enfanter
,	PONfbl	,
ce	PROdem	ce
fut	VERcjg	être
une	DETndf	un
fille	NOMcom	fille
,	PONfbl	,
et	CONcoo	et
ainsi	ADVgen	ainsi
fut	VERcjg	être
l'	DETdef	le
embusche	NOMcom	embusche
du	PRE.DETdef	de.le
faulx	ADJqua	faux
hermite	NOMcom	ermite
descouverte	VERppe	découvrir
,	PONfbl	,
qui	PROrel	que
a	PRE	a
ceste	DETdem	cest
cause	NOMcom	cause
s'	PROper	soi
enfouit	VERcjg	enfouir
du	PRE.DETdef	de.le
païs	NOMcom	päis
.	PONfrt	.

La	DETdef	le
quinsiesme	ADJord	quinzime
nouvelle	NOMcom	nouvelle
,	PONfbl	,
d'	PRE	de
une	DETndf	un
nonnain	NOMcom	nonnain
que	PROrel	que
ung	DETndf	un
moyne	NOMcom	moine
cuidoit	VERcjg	cuidier
tromper	VERinf	tromper
,	PONfbl	,
lequel	PROrel	lequel
en	PRE	en
sa	DETpos	son
compaignie	NOMcom	compagnie
amena	VERcjg	amener
son	DETpos	son
compaignon	NOMcom	compagnon
,	PONfbl	,
qui	PROrel	que
devoit	VERcjg	devoir
bailler	VERinf	bailler
a	PRE	a
taster	VERinf	taster
a	PRE	a
elle	PROper	elle
son	DETpos	son
instrument	NOMcom	instroment
,	PONfbl	,
comme	CONsub	comme
le	DETdef	le
marchié	NOMcom	marché
le	PROper	il
portoit	VERcjg	porter
,	PONfbl	,
et	CONcoo	et
comme	CONsub	comme
le	DETdef	le
moyen	NOMcom	moyen
mist	VERcjg	mettre
son	DETpos	son
compaignon	NOMcom	compagnon
en	PRE	en
son	DETpos	son
lieu	NOMcom	lieu
,	PONfbl	,
et	CONcoo	et
de	PRE	de
la	DETdef	le
response	NOMcom	response
que	PROrel	que
elle	PROper	elle
fist	VERcjg	faire
.	PONfrt	.

La	DETdef	le
XVJe	ADJord	seizième
nouvelle	NOMcom	nouvelle
,	PONfbl	,
d'	PRE	de
ung	DETndf	un
chevalier	NOMcom	chevalier
de	PRE	de
Picardie	NOMpro	Picardie
,	PONfbl	,
lequel	PROrel	lequel
en	PRE	en
Prusse	NOMpro	Prusse
s'	PROper	soi
en	PROadv	en
ala	VERcjg	aller
;	PONfbl	;
et	CONcoo	et
tandiz	ADVgen	tendit
ma	DETpos	mon
dame	NOMcom	dame
sa	DETpos	son
femme	NOMcom	femme
d'	PRE	de
ung	DETndf	un
autre	PROind	autre
s'	PROper	soi
accointa	VERcjg	accointier
;	PONfbl	;
et	CONcoo	et
,	PONfbl	,
a	PRE	a
l'	DETdef	le
eure	NOMcom	heure
que	PROrel	que
son	DETpos	son
mary	NOMcom	mari
retourna	VERcjg	retourner
,	PONfbl	,
elle	PROper	elle
estoit	VERcjg	estre
couchée	VERppe	coucher
avec	PRE	avec
son	DETpos	son
amy	NOMcom	ami
,	PONfbl	,
lequel	PROrel	lequel
,	PONfbl	,
par	PRE	par
une	DETndf	un
gracieuse	ADJqua	gracïos
subtilité	NOMcom	subtilé
,	PONfbl	,
elle	PROper	elle
le	PROper	il
bouta	VERcjg	bouter
hors	ADVgen	hors
de	PRE	de
