Ici	ADVgen	ici
.	PONfrt	.

XVI	PROcar	seize
.	PONfrt	.

Des	PRE.DETdef	de
murs	NOMcom	mur
del	PRE.DETdef	de
borc	NOMcom	bourg
de	PRE	de
Romme	NOMpro	Rome
ki	PROrel	qui
furent	VERcjg	estre
abatut	VERppe	abattre
de	PRE	de
turbeilhon	NOMcom	tourbillon
.	PONfrt	.

XVII	PROcar	dix-sept
.	PONfrt	.

Del	PRE.DETdef	de
clerc	NOMcom	clerc
deliureit	VERppe	délivrer
ki	PROrel	qui
auoit	VERcjg	avoir
lo	DETdef	le
diable	NOMcom	diable
.	PONfrt	.

XVIII	PROcar	dix-huit
.	PONfrt	.

De	PRE	de
la	DETdef	le
prophetie	NOMcom	prophétie
del	PRE.DETdef	de
destruisement	NOMcom	destruisement
de	PRE	de
Sabie	NOMpro	Sabie
.	PONfrt	.

XVIIII	PROcar	dix-neuf
.	PONfrt	.

De	PRE	de
la	DETdef	le
flaische	NOMcom	flasque
ki	PROrel	qui
fut	VERcjg	être
embleie	VERppe	embler
.	PONfrt	.

XX	DETcar	vingt
.	PONfrt	.

Des	PRE.DETdef	de
napeles	NOMcom	napele
prises	VERppe	prendre
del	PRE.DETdef	de
serf	NOMcom	serf
deu	NOMpro	Dieu
.	PONfrt	.

XXI	PROcar	vingt-et-un
.	PONfrt	.

De	PRE	de
l'	DETdef	le
orgailhouse	ADJqua	orgueilleux
pense	NOMcom	pense
del	PRE.DETdef	de
enfant	NOMcom	enfant
,	PONfbl	,
ki	PROrel	qui
fut	VERcjg	être
conute	VERppe	connaître
par	PRE	par
lo	DETdef	le
saint	ADJqua	saint
espir	NOMcom	espir
.	PONfrt	.

XXII	PROcar	vingt-deux
.	PONfrt	.

De	PRE	de
dous	DETcar	deux
cenz	DETcar	cent
muis	NOMcom	muid
de	PRE	de
farine	NOMcom	farine
,	PONfbl	,
ki	PROrel	qui
furent	VERcjg	estre
troueit	VERppe	trouver
deuant	PRE	devant
la	DETdef	le
cele	NOMcom	celle
el	PRE.DETdef	en
tens	NOMcom	temps
de	PRE	de
la	DETdef	le
famine	NOMcom	famine
.	PONfrt	.

XXIII	PROcar	vingt-trois
.	PONfrt	.

De	PRE	de
la	DETdef	le
faiture	NOMcom	faiture
del	PRE.DETdef	de
monstier	NOMcom	moutier
Terracinense	NOMpro	Terracine
,	PONfbl	,
ki	PROrel	qui
fut	VERcjg	être
ordineie	VERppe	ordiner
par	PRE	par
uision	NOMcom	vision
.	PONfrt	.

XXIIII	PROcar	vingt-quatre
.	PONfrt	.

Des	PRE.DETdef	de
anceles	NOMcom	ancelle
deu	NOMpro	Dieu
ki	PROrel	qui
apres	PRE	après
la	DETdef	le
mort	NOMcom	mort
parmei	PRE	parmi
sa	DETpos	son
oblation	NOMcom	oblation
furent	VERcjg	estre
rendues	VERppe	rendre
a	PRE	a
communion	NOMcom	communion
.	PONfrt	.

XXV	PROcar	vingt-cinq
.	PONfrt	.

Del	PRE.DETdef	de
moine	NOMcom	moine
enfanzon	NOMcom	enfançon
cui	PROrel	que
enseuelit	VERppe	ensevelir
fors	ADVgen	fors
gettat	VERcjg	jeter
la	DETdef	le
terre	NOMcom	terre
.	PONfrt	.

XXVI	PROcar	vingt-six
.	PONfrt	.

Del	PRE.DETdef	de
moine	NOMcom	moine
ki	PROrel	qui
hainous	ADJqua	häinos
cel	DETdem	cil
meisme	ADJind	même
monstier	NOMcom	moutier
s'	PROper	soi
en	PROadv	en
alanz	VERppa	aller
trouat	VERcjg	trouver
un	DETndf	un
dragon	NOMcom	dragon
encontre	PRE	encontre
soi	PROper	soi
en	PRE	en
la	DETdef	le
uoie	NOMcom	voie
.	PONfrt	.

XXVII	PROcar	vingt-sept
.	PONfrt	.

Del	PRE.DETdef	de
enfant	NOMcom	enfant
ki	PROrel	qui
fut	VERcjg	être
guariz	VERppe	guérir
d'	PRE	de
elefantie	NOMcom	éléphancie
.	PONfrt	.

XXVIII	PROcar	vingt-huit
.	PONfrt	.

Des	PRE.DETdef	de
saus	NOMcom	sou
ki	PROrel	qui
furent	VERcjg	estre
rendut	VERppe	rendre
al	PRE.DETdef	à.le
detteor	NOMcom	detteur
par	PRE	par
miracle	NOMcom	miracle
.	PONfrt	.

XXVIIII	PROcar	vingt-neuf
.	PONfrt	.

De	PRE	de
la	DETdef	le
phiole	NOMcom	fiole
de	PRE	de
uoire	NOMcom	verre
ki	PROrel	qui
fut	VERcjg	être
getteie	VERppe	jeter
entre	PRE	entre
les	DETdef	le
pieres	NOMcom	pierre
et	CONcoo	et
nient	ADVgen	néant
brisie	VERppe	briser
.	PONfrt	.

XXX	DETcar	trente
.	PONfrt	.

Del	PRE.DETdef	de
tonel	NOMcom	tonneau
uuid	VERcjg	vider
et	CONcoo	et
raemplit	VERppe	raemplir
d'	PRE	de
oile	NOMcom	huile
.	PONfrt	.

XXXI	PROcar	trente-et-un
.	PONfrt	.

Del	PRE.DETdef	de
moine	NOMcom	moine
ki	PROrel	qui
fut	VERcjg	être
deliureiz	VERppe	délivrer
del	PRE.DETdef	de
diable	NOMcom	diable
.	PONfrt	.

XXXII	PROcar	trente-deux
.	PONfrt	.

Del	PRE.DETdef	de
uilain	NOMcom	vilain
loiet	VERppe	lier
,	PONfbl	,
ki	PROrel	qui
fut	VERcjg	être
desloiez	VERppe	délier
de	PRE	de
la	DETdef	le
soule	ADJqua	seul
sa	DETpos	son
ueue	NOMcom	vue
.	PONfrt	.

XXXIII	PROcar	trente-trois
.	PONfrt	.

Del	PRE.DETdef	de
mort	NOMcom	mort
ki	PROrel	qui
fut	VERcjg	être
resusciteiz	VERppe	ressusciter
.	PONfrt	.

XXXIIII	PROcar	trente-quatre
.	PONfrt	.

Del	PRE.DETdef	de
miracle	NOMcom	miracle
sainte	ADJqua	saint
Scolastike	NOMpro	Scholastique
sa	DETpos	son
seror	NOMcom	seror
.	PONfrt	.

XXXV	PROcar	trente-cinq
.	PONfrt	.

De	PRE	de
l'	DETdef	le
anrme	NOMcom	âme
sa	DETpos	son
seror	NOMcom	seror
ueue	VERppe	voir
coment	ADVsub	comment
ele	PROper	il
astoit	VERcjg	être
del	PRE.DETdef	de
cors	NOMcom	corps
eissue	VERppe	issir
.	PONfrt	.

XXXVI	PROcar	trente-six
.	PONfrt	.

Del	PRE.DETdef	de
mund	NOMcom	monde
ki	PROrel	qui
fut	VERcjg	être
colgiez	VERppe	colliger
deuant	PRE	devant
ses	DETpos	son
oez	NOMcom	œil
,	PONfbl	,
et	CONcoo	et
de	PRE	de
l'	DETdef	le
anrme	NOMcom	âme
Germain	NOMpro	Germain
lo	DETdef	le
ueske	NOMcom	évêque
de	PRE	de
la	DETdef	le
citeit	NOMcom	cité
Capuane	NOMpro	Capoue
.	PONfrt	.

XXXVII	PROcar	trente-sept
.	PONfrt	.

Ke	CONsub	que
il	PROper	il
escrist	VERcjg	écrire
la	DETdef	le
riule	NOMcom	règle
des	PRE.DETdef	de.le
moines	NOMcom	moine
.	PONfrt	.

XXXVIII	PROcar	trente-huit
.	PONfrt	.

De	PRE	de
la	DETdef	le
prophetie	NOMcom	prophétie
de	PRE	de
sa	DETpos	son
eissue	NOMcom	issue
ki	PROrel	qui
fut	VERcjg	être
annuncie	VERppe	annoncer
az	PRE.DETdef	à.le
freres	NOMcom	frère
.	PONfrt	.

XXXVIIII	PROcar	trente-neuf
.	PONfrt	.

De	PRE	de
la	DETdef	le
forsenerie	NOMcom	forcenerie
de	PRE	de
la	DETdef	le
femme	NOMcom	femme
ki	PROrel	qui
fut	VERcjg	être
saneie	VERppe	saner
par	PRE	par
sa	DETpos	son
fosse	NOMcom	fosse
.	PONfrt	.

Ici	ADVgen	ici
finent	VERcjg	finer
li	DETdef	le
capitel	NOMcom	chapitre
del	PRE.DETdef	de
secund	ADJord	second
liure	NOMcom	livre
.	PONfrt	.

Il	PROimp	il
fut	VERcjg	être
uns	DETndf	un
hom	NOMcom	homme
d'	PRE	de
onorable	ADJqua	honorable
uie	NOMcom	vie
,	PONfbl	,
de	PRE	de
grasce	NOMcom	grâce
Benoiz	NOMpro	Benoît
et	CONcoo	et
par	PRE	par
nom	NOMcom	nom
,	PONfbl	,
ki	PROrel	qui
portat	VERcjg	porter
cuer	NOMcom	cuer
de	PRE	de
uielhar	NOMcom	vieillard
des	PRE	des
lo	DETdef	le
tens	NOMcom	temps
de	PRE	de
sa	DETpos	son
enfance	NOMcom	enfance
.	PONfrt	.

Quar	CONcoo	car
il	PROper	il
trespassanz	VERppa	trépasser
son	DETpos	son
eage	NOMcom	âge
par	PRE	par
constumes	NOMcom	coutume
,	PONfbl	,
ne	ADVneg	ne
donat	VERcjg	donner
son	DETpos	son
corage	NOMcom	corage
a	PRE	a
nul	DETind	nul
delit	NOMcom	delit
;	PONfbl	;
mais	CONcoo	mais
quant	CONsub	cant
il	PROper	il
encor	ADVgen	encore
astoit	VERcjg	être
en	PRE	en
ceste	DETdem	cest
terre	NOMcom	terre
,	PONfbl	,
si	ADVgen	si
despitat	VERcjg	dépiter
ia	ADVgen	jà
alsi	ADVgen	aussi
com	CONsub	come
sec	ADJqua	sec
lo	DETdef	le
mont	NOMcom	monde
auoc	PRE	avec
sa	DETpos	son
flor	NOMcom	flor
,	PONfbl	,
dont	PROrel	dont
il	PROper	il
poist	VERcjg	peser
el	PRE.DETdef	en
tens	NOMcom	temps
useir	VERinf	user
franchement	ADVgen	franchement
.	PONfrt	.

Ki	PROrel	qui
fut	VERcjg	être
neiz	VERppe	naître
de	PRE	de
franche	ADJqua	franc
lingie	NOMcom	lignée
de	PRE	de
la	DETdef	le
contreie	NOMcom	contrée
Nursie	NOMpro	Nursie
,	PONfbl	,
et	CONcoo	et
a	PRE	a
Romme	NOMpro	Rome
fut	VERcjg	être
doneiz	VERppe	donner
a	PRE	a
liberaz	ADJqua	libéral
estuides	NOMcom	étude
de	PRE	de
lettres	NOMcom	lettre
de	PRE	de
son	DETpos	son
pere	NOMcom	père
et	CONcoo	et
de	PRE	de
sa	DETpos	son
mere	NOMcom	mere
.	PONfrt	.

Mais	CONcoo	mais
cant	CONsub	quand
il	PROper	il
en	PRE	en
iceaz	PROdem	cil
ueoit	VERcjg	voir
les	DETdef	le
pluisors	PROind	plusieurs
aleir	VERinf	aller
parmei	PRE	parmi
les	DETdef	le
fosses	NOMcom	fosse
des	PRE.DETdef	de.le
uisces	NOMcom	vice
,	PONfbl	,
si	ADVgen	si
retrast	VERcjg	retraire
cel	DETdem	cil
piet	NOMcom	pied
cui	PROrel	que
il	PROper	il
auoit	VERcjg	avoir
mis	VERppe	metre
alsi	ADVgen	aussi
com	CONsub	come
en	PRE	en
l'	DETdef	le
entreie	NOMcom	entrée
del	PRE.DETdef	de
mont	NOMcom	monde
,	PONfbl	,
par	PRE	par
ke	CONsub	que
il	PROper	il
meismes	ADJind	même
en	PRE	en
apres	ADVgen	après
,	PONfbl	,
se	CONsub	se
alcune	DETind	aucun
chose	NOMcom	chose
auenist	VERcjg	advenir
de	PRE	de
sa	DETpos	son
science	NOMcom	science
,	PONfbl	,
n'	ADVneg	ne
alaist	VERcjg	aller
trestoz	PROind	trèstous
en	PRE	en
un	DETndf	un
grant	ADJqua	grant
trebuchement	NOMcom	trébuchement
.	PONfrt	.

Gieres	ADVgen	gieres
despitiez	VERcjg	despire
les	DETdef	le
estuides	NOMcom	étude
des	PRE.DETdef	de.le
lettres	NOMcom	lettre
,	PONfbl	,
laissie	VERppe	laisser
la	DETdef	le
maison	NOMcom	maison
et	CONcoo	et
les	DETdef	le
choses	NOMcom	chose
de	PRE	de
son	DETpos	son
peire	NOMcom	père
,	PONfbl	,
al	PRE.DETdef	à.le
soul	ADJqua	seul
deu	NOMpro	Dieu
desiranz	VERppa	désirer
plaisir	VERinf	plaisir
,	PONfbl	,
quist	VERcjg	quérir
l'	DETdef	le
abit	NOMcom	habit
de	PRE	de
sainte	ADJqua	saint
conuersation	NOMcom	conversation
.	PONfrt	.

Dunkes	ADVgen	donc
s'	PROper	soi
en	PROadv	en
alat	VERcjg	aller
sachanment	ADVgen	sachamment
nient	ADVgen	néant
sachanz	VERppa	savoir
,	PONfbl	,
et	CONcoo	et
sagement	ADVgen	sagement
nient	ADVgen	néant
apris	VERppe	aprendre
.	PONfrt	.

Ge	PROper	je
n'	ADVneg	ne
ai	VERcjg	avoir
pas	ADVneg	pas
apris	VERppe	aprendre
toz	DETind	tot
les	DETdef	le
faiz	NOMcom	fait
de	PRE	de
cestui	PROdem	cest
,	PONfbl	,
mais	CONcoo	mais
poi	ADVgen	peu
de	PRE	de
choses	NOMcom	chose
cui	PROrel	que
ge	PROper	je
raconterai	VERcjg	raconter
conois	VERcjg	connaître
racontanz	VERppa	raconter
quatre	DETcar	quatre
disciples	NOMcom	disciple
de	PRE	de
celui	PROdem	cel
,	PONfbl	,
loist	VERcjg	loisir
a	PRE	a
sauoir	VERinf	savoir
Constantin	NOMpro	Constantin
lo	DETdef	le
mult	ADVgen	moult
tres	ADVgen	très
redotable	ADJqua	redoutable
homme	NOMcom	homme
,	PONfbl	,
ki	PROrel	qui
uint	VERcjg	venir
apres	PRE	après
lui	PROper	il
el	PRE.DETdef	en
gouernement	NOMcom	gouvernement
del	PRE.DETdef	de
monstier	NOMcom	moutier
,	PONfbl	,
Valentinien	NOMpro	Valentinien
alsiment	ADVgen	aussiment
ki	PROrel	qui
par	PRE	par
pluisors	DETind	plusieurs
ans	NOMcom	an
fut	VERcjg	être
dessoure	PRE	dessure
lo	DETdef	le
monstier	NOMcom	moutier
Lateranense	NOMpro	Latran
,	PONfbl	,
et	CONcoo	et
Simplice	NOMpro	Simplicien
ki	PROrel	qui
gouernat	VERcjg	gouverner
sa	DETpos	son
congregation	NOMcom	congrégation
tiers	ADJord	tiers
apres	PRE	après
lui	PROper	il
,	PONfbl	,
Honoreit	NOMpro	Honoré
alsiment	ADVgen	aussiment
ki	PROrel	qui
encor	ADVgen	encore
est	VERcjg	estre
dessoure	PRE	dessure
la	DETdef	le
cele	NOMcom	celle
de	PRE	de
celui	PROdem	cel
,	PONfbl	,
en	PRE	en
cui	PROrel	que
il	PROper	il
conuersat	VERcjg	converser
promiers	ADJord	premier
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Gieres	ADVgen	gieres
quant	CONsub	cant
iciz	PROdem	cist
,	PONfbl	,
ia	ADVgen	jà
laissiez	VERppe	laisser
les	DETdef	le
estuides	NOMcom	étude
des	PRE.DETdef	de.le
lettres	NOMcom	lettre
,	PONfbl	,
pensat	VERcjg	penser
requerre	VERinf	requerre
les	DETdef	le
desdeserz	NOMcom	desdésert
,	PONfbl	,
sa	DETpos	son
norrice	NOMcom	nourrice
ki	PROrel	qui
l'	PROper	il
ameuet	VERcjg	aimer
plus	ADVgen	plus
estroitement	ADVgen	étroitement
soule	ADJqua	seul
lo	PROper	le
sewit	VERcjg	suivre
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
il	PROper	il
astoient	VERcjg	être
uenut	VERppe	venir
al	PRE.DETdef	à.le
liu	NOMcom	lieu
ki	PROrel	qui
Effide	NOMpro	Effide
est	VERcjg	estre
diz	VERppe	dire
,	PONfbl	,
et	CONcoo	et
pluisors	DETind	plusieurs
honestes	ADJqua	honnête
hommes	NOMcom	homme
par	PRE	par
cariteit	NOMcom	charité
soi	PROper	soi
detenanz	VERppa	détenir
illokes	ADVgen	illuec
,	PONfbl	,
demoreuent	VERcjg	demeurer
en	PRE	en
la	DETdef	le
glise	NOMcom	église
del	PRE.DETdef	de
bieneurous	ADJqua	bienheureux
Perron	NOMpro	Pierre
,	PONfbl	,
Sa	DETpos	son
norrice	NOMcom	nourrice
ci	ADVgen	ci
deuant	ADVgen	devant
dite	VERppe	dire
proiat	VERcjg	prier
les	DETdef	le
uoisines	ADJqua	voisin
femmes	NOMcom	femme
ke	CONsub	que
l'	DETdef	le
om	PROind	on
li	PROper	il
prestast	VERcjg	prêter
un	DETndf	un
tamis	NOMcom	tamis
a	PRE	a
purgier	VERinf	purger
frument	NOMcom	froment
.	PONfrt	.

Li	DETrel	lequel
queiz	OUT	no_lem
tamis	NOMcom	tamis
laissiez	VERppe	laisser
sor	PRE	sor
la	DETdef	le
table	NOMcom	table
maluoisousement	ADVgen	malvoisosement
par	PRE	par
auenant	VERppa	advenir
auenture	NOMcom	aventure
brisat	VERcjg	briser
,	PONfbl	,
si	ADVgen	si
ke	CONsub	que
il	PROper	il
astoit	VERcjg	être
troueiz	VERppe	trouver
partiz	VERppe	partir
en	PRE	en
dous	DETcar	deux
parties	NOMcom	partie
.	PONfrt	.

Lo	PROrel	lequel
queil	OUT	no_lem
manes	ADVgen	manois
quant	CONsub	cant
trouat	VERcjg	trouver
repairanz	VERppa	repairer
la	DETdef	le
norrice	NOMcom	nourrice
de	PRE	de
celui	PROdem	cel
,	PONfbl	,
si	ADVgen	si
comenzat	VERcjg	commencer
mult	ADVgen	moult
durement	ADVgen	durement
a	PRE	a
ploreir	VERinf	pleurer
,	PONfbl	,
car	CONcoo	car
lo	DETdef	le
uaissel	NOMcom	vaisseau
cui	PROrel	que
ele	PROper	il
presteit	VERppe	prêter
auoit	VERcjg	avoir
pris	VERppe	prendre
ueoit	VERcjg	voir
ele	PROper	il
brisiet	VERppe	briser
.	PONfrt	.

Mais	CONcoo	mais
Benoiz	NOMpro	Benoît
li	DETdef	le
religious	ADJqua	religieux
enfes	NOMcom	enfant
et	CONcoo	et
pius	ADJqua	pieux
,	PONfbl	,
quant	CONsub	cant
il	PROper	il
ueoit	VERcjg	voir
sa	DETpos	son
norrice	NOMcom	nourrice
ploreir	VERinf	pleurer
,	PONfbl	,
il	PROper	il
eut	VERcjg	avoir
compassion	NOMcom	compassion
de	PRE	de
sa	DETpos	son
dolor	NOMcom	dolor
,	PONfbl	,
si	ADVgen	si
prist	VERcjg	prendre
auoc	PRE	avec
soi	PROper	soi
ambedous	ADJcar	ambedeux
les	DETdef	le
parties	NOMcom	partie
del	PRE.DETdef	de
brisiet	VERppe	briser
tamis	NOMcom	tamis
,	PONfbl	,
et	CONcoo	et
a	PRE	a
larmes	NOMcom	larme
soi	PROper	soi
donat	VERcjg	donner
en	PRE	en
orison	NOMcom	oraison
.	PONfrt	.

Li	PROrel	lequel
queiz	OUT	no_lem
soi	PROper	soi
sus	ADVgen	sus
leuanz	VERppa	lever
de	PRE	de
l'	DETdef	le
orison	NOMcom	oraison
trouat	VERcjg	trouver
lo	DETdef	le
uaissel	NOMcom	vaisseau
deleiz	PRE	delez
soi	PROper	soi
ensi	ADVgen	ainsi
sain	ADJqua	sain
,	PONfbl	,
ke	CONsub	que
nules	DETind	nul
traces	NOMcom	trace
de	PRE	de
la	DETdef	le
brisure	NOMcom	brisure
ne	ADVneg	ne
porent	VERcjg	pöoir
pas	ADVneg	pas
en	PRE	en
lui	PROper	il
estre	VERinf	estre
troueies	VERppe	trouver
.	PONfrt	.

Et	CONcoo	et
manes	ADVgen	manois
confortat	VERcjg	conforter
sa	DETpos	son
norrice	NOMcom	nourrice
dulcement	ADVgen	doucement
,	PONfbl	,
se	ADVgen	si
li	PROper	il
rendit	VERcjg	rendre
sain	ADJqua	sain
lo	DETdef	le
tamis	NOMcom	tamis
,	PONfbl	,
cui	PROrel	que
il	PROper	il
brisiet	VERppe	briser
auoit	VERcjg	avoir
pris	VERppe	prendre
.	PONfrt	.

La	DETrel	lequel
queile	OUT	no_lem
chose	NOMcom	chose
fut	VERcjg	être
conue	VERppe	connaître
de	PRE	de
trestoz	PROind	trèstous
en	PRE	en
icel	DETdem	cil
liu	NOMcom	lieu
,	PONfbl	,
et	CONcoo	et
haute	ADJqua	haut
en	PRE	en
si	ADVgen	si
grande	ADJqua	grand
merueilhe	NOMcom	merveille
,	PONfbl	,
ke	CONsub	que
li	DETdef	le
maneor	NOMcom	maneur
de	PRE	de
cel	DETdem	cil
liu	NOMcom	lieu
pendirent	VERcjg	pendre
cel	DETdem	cil
meisme	ADJind	même
tamis	NOMcom	tamis
en	PRE	en
l'	DETdef	le
entreie	NOMcom	entrée
de	PRE	de
la	DETdef	le
glise	NOMcom	église
,	PONfbl	,
par	PRE	par
ke	CONsub	que
cil	PROdem	cel
ki	PROrel	qui
astoient	VERcjg	être
present	ADJqua	présent
et	CONcoo	et
cil	PROdem	cel
ki	PROrel	qui
deuoient	VERcjg	devoir
uenir	VERinf	venir
trestot	PROind	trestot
conistroient	VERcjg	connaître
,	PONfbl	,
de	PRE	de
com	ADVsub	comme
grande	ADJqua	grand
perfection	NOMcom	perfection
Benoiz	NOMpro	Benoît
li	DETdef	le
enfes	NOMcom	enfant
ot	VERcjg	avoir
comencie	VERppe	commencer
la	DETdef	le
grasce	NOMcom	grâce
de	PRE	de
conuersation	NOMcom	conversation
.	PONfrt	.

Li	DETrel	lequel
queiz	OUT	no_lem
tamis	NOMcom	tamis
fut	VERcjg	être
illoc	ADVgen	illuec
par	PRE	par
pluisors	DETind	plusieurs
ans	NOMcom	an
deuant	PRE	devant
les	DETdef	le
oez	NOMcom	œil
de	PRE	de
toz	PROind	tot
,	PONfbl	,
et	CONcoo	et
ioskes	PRE	jusque
a	PRE	a
ces	DETdem	ce
tens	NOMcom	temps
des	PRE.DETdef	de.le
Lumbars	NOMpro	Lombard
pendit	VERcjg	pendre
sor	PRE	sor
les	DETdef	le
huisses	NOMcom	huisse
de	PRE	de
la	DETdef	le
glise	NOMcom	église
.	PONfrt	.

Mais	CONcoo	mais
Benoiz	NOMpro	Benoît
plus	ADVgen	plus
desiranz	VERppa	désirer
soffrir	VERinf	souffrir
les	DETdef	le
maz	NOMcom	mal
del	PRE.DETdef	de
mont	NOMcom	monde
ke	CONsub	que
les	DETdef	le
los	NOMcom	los
,	PONfbl	,
por	PRE	por
deu	NOMpro	Dieu
estre	VERinf	estre
lasseiz	VERppe	lasser
de	PRE	de
traualz	NOMcom	travail
ke	CONsub	que
par	PRE	par
les	DETdef	le
bienuoloirs	NOMcom	bienvouloir
de	PRE	de
ceste	DETdem	cest
uie	NOMcom	vie
estre	VERinf	estre
sorleueiz	VERppe	surlever
,	PONfbl	,
il	PROper	il
fuianz	VERppa	fuir
sa	DETpos	son
norrice	NOMcom	nourrice
repunsement	ADVgen	reponsement
,	PONfbl	,
requist	VERcjg	requérir
un	DETndf	un
secreit	NOMcom	secret
d'	PRE	de
un	DETndf	un
desert	ADJqua	désert
liu	NOMcom	lieu
a	PRE	a
cui	PROrel	que
est	VERcjg	estre
nons	NOMcom	nom
Sublacus	NOMpro	Subiaco
,	PONfbl	,
li	DETrel	lequel
queiz	OUT	no_lem
lius	NOMcom	lieu
estanz	VERppa	être
pres	PRE	près
uint	DETcar	vingt
leues	NOMcom	lieue
del	PRE.DETdef	de
borc	NOMcom	bourg
de	PRE	de
Romme	NOMpro	Rome
gettet	VERcjg	jeter
fors	PRE	fors
froides	ADJqua	froid
aigues	NOMcom	aigue
et	CONcoo	et
parueables	ADJqua	parvëable
