Depuis	PRE	depuis
non	NOMcom	nom
Raouls	NOMpro	Raoul
li	DETdef	le
Justicierres	NOMpro	Justicier
.	PONfrt	.

Et	CONcoo	et
pour	PRE	pour
ce	PROdem	ce
avoyt	VERcjg	avoir
a	PRE	a
non	NOMcom	nom
Justicieres	NOMpro	Justicier
pour	PRE	pour
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
tenoit	VERcjg	tenir
trez	VERppe	traire
bien	ADVgen	bien
justice	NOMcom	justice
,	PONfbl	,
ne	CONcoo	ne
ne	ADVneg	ne
pendoit	VERcjg	pendre
pas	ADVneg	pas
les	DETdef	le
maufeiteurs	NOMcom	malfaiteur
a	PRE	a
son	DETpos	son
brayeul	NOMcom	braieu
,	PONfbl	,
si	ADVgen	si
comme	CONsub	comme
font	VERcjg	faire
ore	ADVgen	or
endroyt	ADVgen	endroit
li	DETdef	le
mauvais	ADJqua	mauvais
prince	NOMcom	prince
,	PONfbl	,
qui	PROrel	que
desirrent	VERcjg	desirrer
les	DETdef	le
mellees	NOMcom	mêlée
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
maus	NOMcom	mal
a	PRE	a
faire	VERinf	faire
pour	PRE	pour
leur	DETpos	leur
borses	NOMcom	borse
emplir	VERinf	emplir
.	PONfrt	.

Mauvaisement	ADVgen	mauvaisement
lor	PROper	il
souvient	VERcjg	souvenir
de	PRE	de
l'	DETdef	le
escriture	NOMcom	écriture
,	PONfbl	,
qui	PROrel	que
dit	VERcjg	dire
par	PRE	par
la	DETdef	le
boche	NOMcom	boche
David	NOMpro	David
le	DETdef	le
prophete:“Faytes	ADJqua	prophétif
jugement	NOMcom	jugement
et	CONcoo	et
justice	NOMcom	justice
en	PRE	en
touz	DETind	tous
tens.”Cil	NOMcom	tenseil
roys	NOMcom	roi
Raouls	NOMpro	Raoul
si	ADVgen	si
ot	VERcjg	avoir
de	PRE	de
safame	NOMcom	safeme
deus	DETcar	deux
fiuz	NOMcom	fils
,	PONfbl	,
dont	PROrel	dont
li	DETdef	le
aygnez	NOMcom	agnet
ot	VERcjg	avoir
a	PRE	a
non	NOMcom	nom
Robers	NOMpro	Robert
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
maisnez	NOMcom	maisnie
ot	VERcjg	avoir
non	NOMcom	nom
Loeys	NOMpro	Loeïs
.	PONfrt	.

Cil	DETdem	cel
Robers	NOMpro	Robert
estoit	VERcjg	estre
de	PRE	de
petit	ADJqua	petit
esciantre	NOMcom	escïentre
,	PONfbl	,
ne	CONcoo	ne
riens	PROind	rien
ne	ADVneg	ne
savoit	VERcjg	savoir
,	PONfbl	,
et	CONcoo	et
Loueys	NOMpro	Loues
estoyt	VERcjg	estovoir
plus	ADVgen	plus
sages	ADJqua	sage
,	PONfbl	,
et	CONcoo	et
plus	ADVgen	plus
entendant	VERppa	entendre
.	PONfrt	.

Si	ADVgen	si
avint	VERcjg	advenir
que	CONsub	que
li	DETdef	le
roys	NOMcom	roi
lor	DETpos	lor
peres	NOMcom	père
morut	VERcjg	mourir
,	PONfbl	,
et	CONcoo	et
li	PROper	il
couvint	VERcjg	convenir
paier	VERinf	payer
la	DETdef	le
dette	NOMcom	dette
que	PROrel	que
nous	PROper	nous
paierons	VERcjg	payer
tuit	PROind	tot
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
assemblerent	VERcjg	assembler
li	DETdef	le
per	NOMcom	pair
et	CONcoo	et
li	DETdef	le
baron	NOMcom	baron
tuit	PROind	tot
de	PRE	de
France	NOMpro	France
pour	PRE	pour
faire	VERinf	faire
roy	NOMcom	roi
de	PRE	de
l'	DETdef	le
aygné	NOMcom	agné
frere	NOMcom	frère
.	PONfrt	.

Mais	CONcoo	mais
il	PROimp	il
y	PROadv	y
ot	VERcjg	avoir
un	PROind	un
des	PRE.DETdef	de.le
pers	NOMcom	pair
,	PONfbl	,
qui	PROrel	que
mout	ADVgen	mout
estoit	VERcjg	estre
sages	ADJqua	sage
,	PONfbl	,
qui	PROrel	que
dist:“Biau	ADJqua	distol
seigneur	NOMcom	seigneur
,	PONfbl	,
se	CONsub	se
vous	PROper	vous
m'	PROper	je
en	PROadv	en
creez	VERcjg	croire
,	PONfbl	,
nous	PROper	nous
ferons	VERcjg	faire
roy	NOMcom	roi
de	PRE	de
Loueys	NOMpro	Loues
,	PONfbl	,
qui	PROrel	que
est	VERcjg	estre
sages	ADJqua	sage
et	CONcoo	et
escaitreus	ADJqua	échaitreux
,	PONfbl	,
et	CONcoo	et
vous	PROper	vous
veez	VERcjg	vëoir
bien	ADVgen	bien
que	CONsub	que
Robers	NOMpro	Robert
ne	ADVneg	ne
set	VERcjg	savoir
nient	ADVgen	néant
,	PONfbl	,
et	CONcoo	et
se	CONsub	se
vous	PROper	vous
en	PROadv	en
faytes	VERcjg	faire
roy	NOMcom	roi
,	PONfbl	,
li	DETdef	le
regnes	NOMcom	règne
en	PROadv	en
porra	VERcjg	pöoir
empirer	VERinf	empirer
,	PONfbl	,
et	CONcoo	et
entre	PRE	entre
nous	PROper	nous
naistre	VERinf	naître
granz	ADJqua	grant
descorz	NOMcom	décort
,	PONfbl	,
quar	CONcoo	car
il	PROper	il
est	VERcjg	estre
granz	ADJqua	grant
mestiers	NOMcom	mestier
a	PRE	a
nous	PROper	nous
et	CONcoo	et
au	PRE.DETdef	a
pueple	NOMcom	peuple
qu'	CONsub	que
il	PROper	il
ait	VERcjg	avoir
roi	NOMcom	roi
en	PRE	en
France	NOMpro	France
qui	PROrel	que
gouverne	VERcjg	gouverner
le	DETdef	le
royaume,et	NOMcom	royaumeté
vous	PROper	vous
savez	VERcjg	savoir
bien	ADVgen	bien
commant	ADVsub	comment
il	PROper	il
est	VERcjg	estre
de	PRE	de
mon	DETpos	mon
seignor	NOMcom	seignor
Robert	NOMpro	Robert
.	PONfrt	.

Et	CONcoo	et
Dieu	NOMpro	Dieu
le	PROper	il
set	VERcjg	savoir
que	CONsub	que
je	PROper	je
nou	ADVneg.PROper	ne.le
dis	VERcjg	dire
se	CONsub	se
pour	PRE	pour
bien	NOMcom	bien
non	ADVneg	non
,	PONfbl	,
et	CONcoo	et
autant	ADVgen	autant
m'	PROper	je
est	VERcjg	estre
li	DETdef	le
ainsnez	NOMcom	aîné
comme	CONsub	comme
li	DETdef	le
puisnés	NOMcom	poisné
,	PONfbl	,
si	ADVgen	si
en	PROadv	en
faitez	VERcjg	faire
ce	PROdem	ce
que	PROrel	que
Dieuz	NOMpro	Dieu
vouz	PROper	vous
enseignera	VERcjg	enseignier
de	PRE	de
bien	ADVgen	bien
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Par	PRE	par
foy	NOMcom	foi
,	PONfbl	,
dient	VERcjg	dire
li	DETdef	le
baron	NOMcom	baron
et	CONcoo	et
li	DETdef	le
per	NOMcom	pair
,	PONfbl	,
il	PROimp	il
nouz	PROper	nous
semble	VERcjg	sembler
que	CONsub	que
vous	PROper	vous
dittes	VERcjg	dire
bien	ADVgen	bien
,	PONfbl	,
et	CONcoo	et
vous	PROper	vous
en	PROadv	en
avez	VERcjg	avoir
monstree	VERppe	montrer
bonne	ADJqua	bon
raison.”Ainsi	NOMcom	raisonsin
s'	PROper	soi
acorderenttuit	VERcjg	acordérater
au	PRE.DETdef	a
mainné	NOMcom	main
,	PONfbl	,
et	CONcoo	et
fu	VERcjg	estre
sacrez	VERppe	sacrer
a	PRE	a
Rains	NOMpro	Reims
a	PRE	a
roy	NOMcom	roi
,	PONfbl	,
et	CONcoo	et
enoinz	VERppe	enoindre
de	PRE	de
la	DETdef	le
Sainte	ADJqua	saint
Ampole	NOMcom	ampoule
que	PROrel	que
Dieux	NOMpro	Dieu
envoia	VERcjg	envoyer
des	PRE.DETdef	de.le
cieux	NOMcom	ciel
a	PRE	a
saint	ADJqua	saint
Remi	NOMpro	Rémi
.	PONfrt	.

Et	CONcoo	et
de	PRE	de
mon	DETpos	mon
seignor	NOMcom	seignor
Robert	NOMpro	Robert
ferez	VERcjg	faire
conte	NOMcom	conte
de	PRE	de
Dreues	NOMpro	Dreue
,	PONfbl	,
qui	PROrel	que
bien	ADVgen	bien
s'	PROper	soi
en	PROadv	en
tint	VERcjg	tenir
a	PRE	a
paiet	VERppe	payer
,	PONfbl	,
quar	CONcoo	car
il	PROper	il
ne	ADVneg	ne
savoit	VERcjg	savoir
que	PROrel	que
ce	PROdem	ce
montoyt	VERcjg	monter
.	PONfrt	.

Et	CONcoo	et
de	PRE	de
ce	DETdem	ce
Robert	NOMpro	Robert
issirent	VERcjg	issir
li	DETdef	le
Robertois	NOMpro	Robertois
,	PONfbl	,
et	CONcoo	et
dient	VERcjg	dire
encore	ADVgen	encore
que	CONsub	que
hon	PROind	on
lor	PROper	il
fait	VERcjg	faire
tort	NOMcom	tort
dou	PRE.DETdef	de.le
royaume	NOMcom	royaume
pour	PRE	pour
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
aingnez	VERppe	aîner
.	PONfrt	.

Or	ADVgen	or
revenons	VERcjg	revenir
a	PRE	a
nostre	DETpos	notre
matiere	NOMcom	matiere
,	PONfbl	,
li	DETdef	le
baron	NOMcom	baron
s'	PROper	soi
acorderent	VERcjg	accorder
que	CONsub	que
li	DETdef	le
roiz	NOMcom	roi
fust	VERcjg	estre
mariez	VERppe	marïer
,	PONfbl	,
et	CONcoo	et
li	PROper	il
donnerent	VERcjg	donner
la	DETdef	le
duchoise	NOMcom	ducoise
Elienor	NOMpro	Eliinor
qui	PROrel	que
mout	ADVgen	mout
fu	VERcjg	estre
male	ADJqua	mal
fame	NOMcom	feme
,	PONfbl	,
et	CONcoo	et
estoit	VERcjg	estre
duchoise	NOMcom	ducoise
de	PRE	de
Normendie	NOMpro	Normandie
,	PONfbl	,
et	CONcoo	et
tenoit	VERcjg	tenir
le	DETdef	le
Maine	NOMpro	Maine
,	PONfbl	,
et	CONcoo	et
Angeu	NOMpro	Angeu
,	PONfbl	,
et	CONcoo	et
Poiteu	NOMpro	Poiteu
,	PONfbl	,
et	CONcoo	et
Limoge	NOMpro	Limoge
,	PONfbl	,
et	CONcoo	et
Torainne	NOMpro	Toranne
,	PONfbl	,
et	CONcoo	et
bien	ADVgen	bien
trois	DETcar	trois
tanz	NOMcom	tant
de	PRE	de
terre	NOMcom	terre
que	CONsub	que
li	DETdef	le
roys	NOMcom	roi
ne	ADVneg	ne
tenoit	VERcjg	tenir
.	PONfrt	.

Or	ADVgen	or
avint	VERcjg	advenir
qu'	CONsub	que
il	PROper	il
li	PROper	il
print	VERcjg	prendre
talant	NOMcom	talent
d'	PRE	de
aler	VERinf	aler
outre	PRE	outre
mer	NOMcom	mer
,	PONfbl	,
et	CONcoo	et
volentiers	ADVgen	volentiers
meist	VERcjg	mettre
conseil	NOMcom	conseil
a	PRE	a
delivrer	VERinf	delivrer
la	DETdef	le
Sainte	ADJqua	saint
Terre	NOMcom	terre
des	PRE.DETdef	de.le
mains	NOMcom	main
aus	PRE.DETdef	à.le
Sarrezins	NOMpro	Sarresin
.	PONfrt	.

Et	CONcoo	et
se	PROper	soi
croisa	VERcjg	croiser
,	PONfbl	,
et	CONcoo	et
esmut	VERcjg	émouvoir
grant	ADJqua	grant
gent	NOMcom	gent
avec	PRE	avec
lui	PROper	il
,	PONfbl	,
et	CONcoo	et
atornerent	VERcjg	atorner
lor	DETpos	lor
muete	NOMcom	müete
,	PONfbl	,
et	CONcoo	et
monterent	VERcjg	monter
sor	PRE	sor
mer	NOMcom	mer
a	PRE	a
une	DETndf	un
saint	ADJqua	saint
Jehan	NOMpro	Jean
,	PONfbl	,
et	CONcoo	et
nagerent	VERcjg	nager
par	PRE	par
mer	NOMcom	mer
,	PONfbl	,
et	CONcoo	et
furent	VERcjg	estre
un	DETndf	un
mois	NOMcom	mois
en	PRE	en
la	DETdef	le
menaide	NOMcom	manaide
des	PRE.DETdef	de.le
venz	NOMcom	vent
,	PONfbl	,
et	CONcoo	et
arriverent	VERcjg	arriver
a	PRE	a
Sur	NOMpro	Sur
,	PONfbl	,
carplus	NOMcom	charplus
de	PRE	de
terre	NOMcom	terre
n'	ADVneg	ne
avoient	VERcjg	avoir
Crestien	NOMpro	Crestiien
en	PRE	en
la	DETdef	le
contree	NOMcom	contree
de	PRE	de
Surie	NOMpro	Syrie
.	PONfrt	.

Et	CONcoo	et
fu	VERcjg	estre
la	ADVgen	là
tout	DETind	tout
l'	DETdef	le
iver	NOMcom	iver
aprés	ADVgen	après
,	PONfbl	,
et	CONcoo	et
sejornoit	VERcjg	sejorner
a	PRE	a
Sur	NOMpro	Sur
,	PONfbl	,
et	CONcoo	et
plus	ADVgen	plus
n'	ADVneg	ne
i	PROadv	i
fesoit	VERcjg	faire
que	CONsub	que
le	DETdef	le
sien	PROpos	sien
despendre.Quant	VERppa	dépendre
Solehadins	NOMpro	Solehadin
aparçut	VERcjg	apercevoir
sa	DETpos	son
molesce	NOMcom	molece
et	CONcoo	et
sa	DETpos	son
nicetet	NOMcom	niceté
,	PONfbl	,
si	ADVgen	si
li	PROper	il
manda	VERcjg	mander
plusors	DETind	plusor
foiz	NOMcom	foiz
bataille	NOMcom	bataille
,	PONfbl	,
mais	CONcoo	mais
li	DETdef	le
rois	NOMcom	roi
ne	ADVneg	ne
s'	PROper	soi
en	PROadv	en
vout	VERcjg	voloir
onques	ADVgen	onque
mesler	VERinf	mesler
,	PONfbl	,
et	CONcoo	et
quant	CONsub	cant
la	DETdef	le
roine	NOMcom	reine
Elienor	NOMpro	Eliinor
vit	VERcjg	vëoir
la	DETdef	le
deffaute	NOMcom	défaute
que	PROrel	que
li	DETdef	le
rois	NOMcom	roi
avoit	VERcjg	avoir
menee	VERppe	mener
avec	PRE	avec
li	PROper	il
,	PONfbl	,
et	CONcoo	et
ele	PROper	il
oï	VERcjg	öir
parler	VERinf	parler
de	PRE	de
la	DETdef	le
bonté	NOMcom	bonté
,	PONfbl	,
et	CONcoo	et
de	PRE	de
la	DETdef	le
proece	NOMcom	prouesse
,	PONfbl	,
et	CONcoo	et
dou	PRE.DETdef	de.le
sens	NOMcom	sens
,	PONfbl	,
et	CONcoo	et
de	PRE	de
la	DETdef	le
largece	NOMcom	argece
Solehadin	NOMpro	Solehadin
,	PONfbl	,
si	ADVgen	si
l'en	PROper	il
ama	VERcjg	amer
durement	ADVgen	durement
en	PRE	en
son	DETpos	son
cuer	NOMcom	cuer
,	PONfbl	,
et	CONcoo	et
li	PROper	il
manda	VERcjg	mander
saluz	NOMcom	salu
par	PRE	par
un	DETndf	un
sien	ADJpos	sien
druguement	NOMcom	drugement
.	PONfrt	.

Et	CONcoo	et
bien	ADVgen	bien
seut	VERcjg	savoir
il	PROper	il
,	PONfbl	,
se	CONsub	se
il	PROper	il
pooit	VERcjg	pöoir
tant	ADVgen	tant
faire	VERinf	faire
qu'	CONsub	que
il	PROper	il
l'en	PROind	loin
peut	VERcjg	pouvoir
mener	VERinf	mener
,	PONfbl	,
elle	PROper	elle
le	PROper	il
penroit	VERcjg	prendre
a	PRE	a
seignor	NOMcom	seignor
,	PONfbl	,
et	CONcoo	et
relanquiroit	VERcjg	relenquir
sa	DETpos	son
loi	NOMcom	loi
.	PONfrt	.

Quant	CONsub	quand
Solehadins	NOMpro	Solehadin
l'	PROper	il
entendi	VERcjg	entendre
par	PRE	par
la	DETdef	le
letre	NOMcom	letre
que	PROrel	que
li	DETdef	le
druguemens	NOMcom	drugeman
li	PROper	il
ot	VERcjg	avoir
baillie	VERppe	baillir
,	PONfbl	,
si	ADVgen	si
en	PROadv	en
fu	VERcjg	estre
mout	ADVgen	mout
liez	ADJqua	lié
quar	CONcoo	car
il	PROper	il
savoit	VERcjg	savoir
bien	ADVgen	bien
que	CONsub	que
ce	PROdem	ce
estoit	VERcjg	estre
la	DETdef	le
plus	ADVgen	plus
gentis	ADJqua	gentif
dame	NOMcom	dame
de	PRE	de
crestienté	NOMcom	chrétienté
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
plus	ADVgen	plus
riche	ADJqua	riche
.	PONfrt	.

Si	ADVgen	si
fist	VERcjg	faire
armer	VERinf	armer
unegalie	NOMcom	hunégalie
et	CONcoo	et
movoir	VERinf	movoir
d'	PRE	de
Escaloingne	NOMpro	Escalogne
ou	PROrel	où
il	PROper	il
estoit	VERcjg	estre
et	CONcoo	et
aler	VERinf	aler
a	VERcjg	avoir
Sur	NOMpro	Sur
atout	PRE	atout
le	DETdef	le
druguement	NOMcom	drugement
et	CONcoo	et
arriver	VERinf	arriver
a	VERcjg	avoir
Sur	PRE	sur
un	DETndf	un
poi	PROind	peu
devant	PRE	devant
la	DETdef	le
mienuit	NOMcom	mïenuit
.	PONfrt	.

Li	DETdef	le
druguemens	NOMcom	drugeman
monta	VERcjg	monter
amont	ADVgen	amont
par	PRE	par
une	DETndf	un
fause	ADJqua	faus
posterne	NOMcom	posterle
en	PRE	en
la	DETdef	le
chambre	NOMcom	chambre
la	DETdef	le
royne	NOMcom	reine
qui	PROrel	que
l'	PROper	il
atendoit	VERcjg	attendre
.	PONfrt	.

Quant	CONsub	quand
elle	PROper	elle
le	PROper	il
vit	VERcjg	vëoir
,	PONfbl	,
si	ADVgen	si
li	PROper	il
dist	VERcjg	dire
:“Ques	ADJqua	cai
noveles	NOMcom	novele
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
dist	VERcjg	dire
il	PROper	il
,	PONfbl	,
veez	VERcjg	vëoir
ci	ADVgen	ci
la	DETdef	le
galie	NOMcom	galée
toute	ADVgen	tout
preste	ADJqua	prêt
qui	PROrel	que
vous	PROper	vous
atent	VERcjg	attendre
,	PONfbl	,
or	ADVgen	or
dou	PRE.DETdef	de.le
haster	VERinf	haster
que	PROrel	que
nous	PROper	nous
ne	ADVneg	ne
soyons	VERcjg	seoir
parceu	VERppe	percevoir
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Par	PRE	par
foi	NOMcom	foi
,	PONfbl	,
dist	VERcjg	dire
la	DETdef	le
roine	NOMcom	reine
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
bien	ADVgen	bien
fait.”Atant	VERppa	faiter
prist	VERcjg	prendre
deus	DETcar	deux
damoiseles	NOMcom	damoiselle
,	PONfbl	,
et	CONcoo	et
deus	DETcar	deux
coffres	NOMcom	coffre
bienz	ADVgen	bien
garniz	VERppe	garnir
d'	PRE	de
or	NOMcom	or
et	CONcoo	et
d'	PRE	de
argent	NOMcom	argent
,	PONfbl	,
et	CONcoo	et
les	PROper	il
en	PROadv	en
voloit	VERcjg	voloir
faire	VERinf	faire
porter	VERinf	porter
en	PRE	en
la	DETdef	le
galie	NOMcom	galée
quant	CONsub	cant
une	PROind	un
de	PRE	de
ses	DETpos	son
demoiseles	NOMcom	demoiselle
s'	PROper	soi
en	PROadv	en
parçut	VERcjg	percevoir
,	PONfbl	,
et	CONcoo	et
se	PROper	soi
parti	VERcjg	partir
de	PRE	de
la	DETdef	le
chambre	NOMcom	chambre
au	PRE.DETdef	a
plus	ADVgen	plus
coiement	ADVgen	coiement
qu'	PROrel	que
ele	PROper	il
pot	VERcjg	pöoir
,	PONfbl	,
et	CONcoo	et
vint	VERcjg	venir
au	PRE.DETdef	a
lit	NOMcom	lit
le	DETdef	le
roi	NOMcom	roi
qui	PROrel	que
dormoit	VERcjg	dormir
,	PONfbl	,
et	CONcoo	et
l'	DETdef	le
esveille	NOMcom	esveille
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
dist:“Sire	NOMcom	distire
,	PONfbl	,
malement	ADVgen	malement
est	VERcjg	estre
,	PONfbl	,
ma	DETpos	mon
dame	NOMcom	dame
s'	PROper	soi
en	PROadv	en
weut	VERcjg	vouloir
aler	VERinf	aler
en	PRE	en
Escaloingne	NOMpro	Escalogne
a	PRE	a
Solehadin	NOMpro	Solehadin
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
galie	NOMcom	galée
est	VERcjg	estre
au	PRE.DETdef	a
port	NOMcom	port
qui	PROrel	que
l'	PROper	il
atent	VERcjg	attendre
.	PONfrt	.

Pour	PRE	pour
Dieu	NOMpro	Dieu
,	PONfbl	,
sire	NOMcom	seignor
hastez	VERcjg	haster
vous	PROper	vous
!	PONfrt	!

”	PONpdr	”
Quant	CONsub	quand
li	DETdef	le
rois	NOMcom	roi
l'	PROper	il
oï	VERcjg	öir
,	PONfbl	,
si	ADVgen	si
saut	VERcjg	salir
,	PONfbl	,
et	CONcoo	et
se	PROper	soi
vest	VERcjg	vestir
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
atorne	VERcjg	atorner
,	PONfbl	,
et	CONcoo	et
fait	VERcjg	faire
sa	DETpos	son
mesnie	NOMcom	maisniee
armer	VERinf	armer
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
va	VERcjg	aler
au	PRE.DETdef	a
port	NOMcom	port
.	PONfrt	.

Et	CONcoo	et
trova	VERcjg	trover
la	DETdef	le
roine	NOMcom	reine
qui	PROrel	que
estoit	VERcjg	estre
ja	ADVgen	ja
d'	PRE	de
un	DETndf	un
piet	NOMcom	pied
en	PRE	en
la	DETdef	le
galie	NOMcom	galée
,	PONfbl	,
et	CONcoo	et
la	PROper	il
prent	VERcjg	prendre
par	PRE	par
la	DETdef	le
main	NOMcom	main
,	PONfbl	,
et	CONcoo	et
la	PROper	il
ramaine	VERcjg	ramener
arriere	ADVgen	ariere
en	PRE	en
sa	DETpos	son
chambre	NOMcom	chambre
.	PONfrt	.

Et	CONcoo	et
la	DETdef	le
mesnie	NOMcom	maisniee
au	PRE.DETdef	a
roi	NOMcom	roi
retindrent	VERcjg	retenir
la	DETdef	le
galie	NOMcom	galée
,	PONfbl	,
et	CONcoo	et
ceus	PROdem	cil
qui	PROrel	que
estoient	VERcjg	être
dedenz	ADVgen	dedans
,	PONfbl	,
car	CONcoo	car
il	PROper	il
furent	VERcjg	estre
si	ADVgen	si
soupris	VERppe	sousprendre
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
orent	VERcjg	avoir
pooir	NOMcom	pouvoir
de	PRE	de
desfendre	VERinf	défendre
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
demanda	VERcjg	demander
la	DETdef	le
roine	NOMcom	reine
pourquoy	ADVsub	pourquoi
elle	PROper	elle
volloit	VERcjg	voloir
ce	PROdem	ce
faire	VERinf	faire
.	PONfrt	.

:“En	ADVgen	cin
non	ADVgen	non
Dieu	NOMpro	Dieu
,	PONfbl	,
dist	VERcjg	dire
la	DETdef	le
roine	NOMcom	reine
,	PONfbl	,
pour	PRE	pour
vostre	DETpos	vostre
mauvestié	NOMcom	mauvaiseté
,	PONfbl	,
car	CONcoo	car
vous	PROper	vous
ne	ADVneg	ne
vallez	VERcjg	valoir
pas	ADVneg	pas
une	DETndf	un
pome	NOMcom	pome
porrie	VERppe	porrir
,	PONfbl	,
et	CONcoo	et
j'	PROper	je
ais	VERcjg	avoir
tant	ADVgen	tant
de	PRE	de
bien	ADVgen	bien
oï	VERppe	öir
dire	VERinf	dire
de	PRE	de
Solehadin	NOMpro	Solehadin
que	CONsub	que
je	PROper	je
l'	PROper	il
ain	VERcjg	amer
mieuz	ADVgen	mieux
que	CONsub	que
vous	PROper	vous
,	PONfbl	,
et	CONcoo	et
sachiez	VERcjg	savoir
bien	ADVgen	bien
de	PRE	de
voir	ADJqua	voir
que	CONsub	que
de	PRE	de
moi	PROper	je
tenir	VERinf	tenir
ne	ADVneg	ne
jorrez	VERcjg	jouer
vous	PROper	vous
ja.”Atant	ADVgen	jagant
la	PROper	il
laisa	VERcjg	laisser
li	DETdef	le
roys	NOMcom	roi
,	PONfbl	,
et	CONcoo	et
la	PROper	il
fist	VERcjg	faire
tres	ADVgen	très
bien	ADVgen	bien
garder	VERinf	garder
,	PONfbl	,
et	CONcoo	et
ot	VERcjg	avoir
conseil	NOMcom	conseil
qu'	CONsub	que
il	PROper	il
s'	PROper	soi
en	PROadv	en
revenroit	VERcjg	revenir
en	PRE	en
France	NOMpro	France
,	PONfbl	,
car	CONcoo	car
si	DETpos	son
denier	NOMcom	denier
li	PROper	il
aloient	VERcjg	aler
faillant	VERppa	falir
,	PONfbl	,
et	CONcoo	et
il	PROper	il
n'	ADVneg	ne
aqueroit	VERcjg	aquerre
la	ADVgen	là
se	CONsub	se
honte	NOMcom	honte
non	ADVneg	non
.	PONfrt	.

Si	ADVgen	si
remonta	VERcjg	remonter
sor	PRE	sor
mer	NOMcom	mer
atout	PRE	atout
la	DETdef	le
roine	NOMcom	reine
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
revint	VERcjg	revenir
en	PRE	en
France	NOMpro	France
,	PONfbl	,
et	CONcoo	et
print	VERcjg	prendre
conseil	NOMcom	conseil
