Racompter	VERinf	raconter
roy	NOMcom	roi
,	PONfbl	,
son	DETpos	son
pere	NOMcom	père
,	PONfbl	,
estoit	VERcjg	estre
mout	ADVgen	mout
predoms	ADJqua	prédom
,	PONfbl	,
simple	ADJqua	simple
et	CONcoo	et
debonnaire	ADJqua	débonnaire
.	PONfrt	.

Et	CONcoo	et
en	PRE	en
icelui	DETdem	cil
temps	NOMcom	temps
advint	VERcjg	advenir
que	CONsub	que
en	PRE	en
Orient	NOMpro	Orient
le	DETdef	le
soudan	NOMcom	soudan
de	PRE	de
Babilone	NOMpro	Babylone
estoit	VERcjg	estre
mout	ADVgen	mout
de	PRE	de
grant	ADJqua	grant
puissance	NOMcom	poissance
d'	PRE	de
avoir	VERinf	avoir
et	CONcoo	et
d'	PRE	de
armes	NOMcom	arme
.	PONfrt	.

Si	ADVgen	si
avoit	VERcjg	avoir
quatre	DETcar	quatre
filz	NOMcom	fil
,	PONfbl	,
dont	PROrel	dont
il	PROimp	il
establi	VERcjg	établir
que	CONsub	que
l'	DETdef	le
ainsné	NOMcom	aîné
avroit	VERcjg	avoir
son	DETpos	son
empire	NOMcom	empire
et	CONcoo	et
dit	VERcjg	dire
aux	PRE.DETdef	à.le
autres	ADJind	autre
trois	ADJcar	trois
:“Beaulx	NOMcom	coial
chiers	ADJqua	chier
enffans	NOMcom	enfant
,	PONfbl	,
ne	ADVneg	ne
vous	PROper	vous
attendez	VERcjg	attendre
à	PRE	à
nul	PROind	nul
de	PRE	de
mes	DETpos	mon
heritages	NOMcom	héritage
.	PONfrt	.

Je	PROper	je
vuel	VERcjg	voloir
et	CONcoo	et
ordonne	VERcjg	ordonner
que	CONsub	que
chascun	PROind	chascun
de	PRE	de
vous	PROper	vous
aiez	VERcjg	avoir
trente	DETcar	trente
mille	DETcar	mille
conbattans	NOMcom	combatan
,	PONfbl	,
lesquelx	PROrel	lequel
je	PROper	je
vous	PROper	vous
paieray	VERcjg	payer
et	CONcoo	et
soubdoyeray	VERcjg	souboire
de	PRE	de
cy	ADVgen	ci
à	PRE	à
trois	DETcar	trois
ans	NOMcom	an
,	PONfbl	,
et	CONcoo	et
avrez	VERcjg	avoir
navire	ADJqua	navir
et	CONcoo	et
tout	DETind	tout
ce	PROdem	ce
qui	PROrel	que
vous	PROper	vous
fauldra	VERcjg	falir
,	PONfbl	,
et	CONcoo	et
chascun	PROind	chascun
de	PRE	de
vous	PROper	vous
yra	VERcjg	aler
à	PRE	à
son	DETpos	son
aventure	NOMcom	aventure
conquerre	VERinf	conquerre
païs	NOMcom	päis
et	CONcoo	et
royaumes	NOMcom	royaume
sur	PRE	sur
les	DETdef	le
crestiens	NOMcom	chrétien
;	PONfbl	;
et	CONcoo	et
celui	PROdem	cel
de	PRE	de
vous	PROper	vous
qui	PROrel	que
mieulx	ADVgen	mieux
fera	VERcjg	faire
et	CONcoo	et
plus	ADVgen	plus
conquerra	VERcjg	conquerre
et	CONcoo	et
plus	ADVgen	plus
essauciera	VERcjg	essaucier
la	DETdef	le
loy	NOMcom	loi
deMahommet	ADJqua	demahomet
sera	VERcjg	estre
le	DETdef	le
mieulx	ADVgen	mieux
venu	VERppe	venir
et	CONcoo	et
le	DETdef	le
plus	ADVgen	plus
chier	ADJqua	chier
tenu	VERppe	tenir
de	PRE	de
moy	PROper	moi
et	CONcoo	et
lui	PROper	il
le	DETdef	le
plus	NOMcom	plus
de	PRE	de
mes	DETpos	mon
biens	NOMcom	bien
et	CONcoo	et
de	PRE	de
mes	DETpos	mon
richesses	NOMcom	richesse
.	PONfrt	.

Sy	ADVgen	si
orray	VERcjg	ouïr
et	CONcoo	et
verray	VERcjg	vëoir
qui	PROrel	que
mieulx	ADVgen	mieux
l'	PROper	il
esprouvera	VERcjg	esprouver
et	CONcoo	et
qui	PROrel	que
mieulx	ADVgen	mieux
conquerra.”Ainsi	VERcjg	conquerre
ordonna	VERcjg	ordonner
le	DETdef	le
soudan	NOMcom	soudan
ses	DETpos	son
filz	NOMcom	fil
les	DETdef	le
trois	PROcar	trois
dessus	ADVgen	dessus
nommés	VERppe	nommer
et	CONcoo	et
leur	PROper	leur
bailla	VERcjg	bailler
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
,	PONfbl	,
arbalestriers	NOMcom	arbalétrier
et	CONcoo	et
navires	NOMcom	navire
et	CONcoo	et
tout	DETind	tout
ce	PROdem	ce
qui	PROrel	que
leur	PROper	leur
failloit	VERcjg	falir
pour	PRE	pour
guerroier	VERinf	guerroyer
sur	PRE	sur
crestienté	NOMcom	chrétienté
.	PONfrt	.

Si	ADVgen	si
advint	VERcjg	advenir
,	PONfbl	,
comme	CONsub	comme
Fortune	NOMcom	fortune
le	PROper	il
veult	VERcjg	vouloir
,	PONfbl	,
que	CONsub	que
l'	DETdef	le
un	PROind	un
des	PRE.DETdef	de.le
trois	ADJcar	trois
filz	NOMcom	fil
au	PRE.DETdef	a
soudan	NOMcom	soudan
vint	VERcjg	venir
si	ADVgen	si
comme	CONsub	comme
le	DETdef	le
vent	NOMcom	vent
amena	VERcjg	amener
son	DETpos	son
navire	NOMcom	navire
par	PRE	par
granttourment	NOMcom	grantourment
qu'	CONsub	que
il	PROper	il
passa	VERcjg	passer
par	PRE	par
jouste	PRE	jouxte
Espaigne	NOMpro	Espagne
et	CONcoo	et
en	PRE	en
Galice	NOMpro	Galice
vint	VERcjg	venir
arriver	VERinf	arriver
jouste	PRE	jouxte
La	DETdef	le
Coulongne	NOMpro	Coulonges
.	PONfrt	.

Si	ADVgen	si
print	VERcjg	prendre
terre	NOMcom	terre
en	PRE	en
ung	DETndf	un
ballenier	NOMcom	balonier
et	CONcoo	et
print	VERcjg	prendre
des	PRE.DETdef	de.le
gens	NOMcom	gens
d'	PRE	de
entour	PRE	entour
le	DETdef	le
rivaige	NOMcom	rivage
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
quant	CONsub	cant
il	PROper	il
les	PROper	il
tint	VERcjg	tenir
,	PONfbl	,
il	PROper	il
leur	PROper	leur
demanda	VERcjg	demander
qui	PROrel	que
estoit	VERcjg	estre
sires	NOMcom	seignor
d'	PRE	de
icelui	DETdem	cil
païs	NOMcom	päis
,	PONfbl	,
et	CONcoo	et
ilz	PROper	il
lui	PROper	il
respondirent	VERcjg	répondre
que	CONsub	que
c'	PROdem	ce
estoit	VERcjg	estre
le	DETdef	le
royaume	NOMcom	royaume
de	PRE	de
Galice	NOMpro	Galice
et	CONcoo	et
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
Thiber	NOMpro	Thibert
en	PROadv	en
estoit	VERcjg	estre
roy	NOMcom	roi
.	PONfrt	.

Lors	ADVgen	lors
icelui	DETdem	cil
filz	NOMcom	fil
du	PRE.DETdef	de.le
soudain	NOMcom	soudain
demanda	VERcjg	demander
quelle	DETrel	quel
loy	NOMcom	loi
ilz	PROper	il
tenoient	VERcjg	tenir
et	CONcoo	et
ilz	PROper	il
lui	PROper	il
respondirent	VERcjg	répondre
la	DETdef	le
loy	NOMcom	loi
de	PRE	de
Jhesucrist	NOMpro	Jésus-Christ
.	PONfrt	.

Lors	ADVgen	lors
fit	VERcjg	fïer
retraire	VERinf	retraire
son	DETpos	son
navire	NOMcom	navire
ausi	ADVgen	aussi
comme	CONsub	comme
se	CONsub	se
il	PROper	il
se	PROper	soi
voulsist	VERcjg	vouloir
retraire	VERinf	retraire
du	PRE.DETdef	de.le
païs	NOMcom	päis
et	CONcoo	et
print	VERcjg	prendre
douse	DETcar	deux
nefz	NOMcom	nef
et	CONcoo	et
les	PROper	il
envoya	VERcjg	envoyer
au	PRE.DETdef	a
port	NOMcom	port
de	PRE	de
la	DETdef	le
ville	NOMcom	ville
de	PRE	de
La	DETdef	le
Coulongne	NOMpro	Coulonges
,	PONfbl	,
et	CONcoo	et
leur	PROper	leur
encharga	VERcjg	enchargier
qu'	CONsub	que
ilz	PROper	il
se	PROper	soi
feissent	VERcjg	faire
marchans	NOMcom	marchand
d'	PRE	de
avoirs	VERinf	avoir
de	PRE	de
pois	NOMcom	pois
,	PONfbl	,
d'	PRE	de
espices	NOMcom	espece
et	CONcoo	et
de	PRE	de
draps	NOMcom	drap
d'	PRE	de
or	NOMcom	or
et	CONcoo	et
de	PRE	de
saye	NOMcom	saie
,	PONfbl	,
et	CONcoo	et
qu'	CONsub	que
ilz	PROper	il
laissassent	VERcjg	laisser
le	DETdef	le
soir	NOMcom	soir
couchier	VERinf	couchier
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
.XL	PROcar	quarante
.	PONfrt	.

hommes	NOMcom	homme
armés	VERppe	armer
dehaubergons	NOMcom	déhaubergon
soubz	PRE	sous
leurs	DETpos	leur
robes	NOMcom	robe
,	PONfbl	,
et	CONcoo	et
entour	PRE	entour
le	DETdef	le
point	NOMcom	point
du	PRE.DETdef	de.le
jour	NOMcom	jour
ilz	PROper	il
alassent	VERcjg	aller
sur	PRE	sur
le	DETdef	le
mur	NOMcom	mur
du	PRE.DETdef	de.le
portail	NOMcom	portail
de	PRE	de
la	DETdef	le
ville	NOMcom	ville
devers	PRE	devers
la	DETdef	le
mer	NOMcom	mer
et	CONcoo	et
qu'	CONsub	que
ilz	PROper	il
gaignassent	VERcjg	gagner
le	DETdef	le
portail	NOMcom	portail
et	CONcoo	et
le	DETdef	le
mur	NOMcom	mur
et	CONcoo	et
aidassent	VERcjg	aider
à	PRE	à
escheller	VERinf	écheller
et	CONcoo	et
monter	VERinf	monter
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
.	PONfrt	.

Et	CONcoo	et
ainsi	ADVgen	ainsi
comme	CONsub	comme
il	PROper	il
devisa	VERcjg	deviser
fu	VERcjg	estre
fait	VERppe	faire
.	PONfrt	.

Si	ADVgen	si
vindrent	VERcjg	venir
les	DETdef	le
douze	ADJcar	douze
nefz	NOMcom	nef
ou	PRE.DETdef	en.le
vaisseaulx	NOMcom	vaisseau
et	CONcoo	et
se	PROper	soi
firent	VERcjg	faire
marchans	NOMcom	marchand
et	CONcoo	et
vendirent	VERcjg	vendre
espices	NOMcom	espece
et	CONcoo	et
draps	NOMcom	drap
d'	PRE	de
Armarie	NOMpro	Armarie
et	CONcoo	et
en	PROadv	en
faisoient	VERcjg	faire
assez	ADVgen	assez
grant	ADJqua	grant
marchié	NOMcom	marché
.	PONfrt	.

Et	CONcoo	et
puis	ADVgen	puis
les	DETdef	le
marchans	NOMcom	marchand
coucherent	VERcjg	coucher
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
,	PONfbl	,
le	DETdef	le
plus	ADVgen	plus
prez	ADJqua	prest
de	PRE	de
la	DETdef	le
porte	NOMcom	porte
qu'	PROrel	que
ilz	PROper	il
peurent	VERcjg	pouvoir
,	PONfbl	,
et	CONcoo	et
firent	VERcjg	faire
appareillier	VERinf	appareiller
à	PRE	à
mengier	VERinf	manger
et	CONcoo	et
firent	VERcjg	faire
soupper	VERinf	souper
leur	DETpos	leur
oste	NOMcom	oste
avec	PRE	avec
eulx	PROper	eux
,	PONfbl	,
qui	PROrel	que
nul	DETind	nul
mal	ADJqua	mal
engin	NOMcom	engin
n'	ADVneg	ne
y	PROadv	y
pensoit	VERcjg	penser
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
quant	CONsub	cant
ilz	PROper	il
ourent	VERcjg	avoir
bien	ADVgen	bien
esbatu	VERppe	esbatre
,	PONfbl	,
ilz	PROper	il
s'	PROper	soi
alerent	VERcjg	aller
couchier	VERinf	couchier
,	PONfbl	,
et	CONcoo	et
eurent	VERcjg	avoir
prins	VERppe	prendre
leur	DETpos	leur
point	NOMcom	point
d'	PRE	de
estre	VERinf	estre
au	PRE.DETdef	a
point	NOMcom	point
du	PRE.DETdef	de.le
jour	NOMcom	jour
sur	PRE	sur
la	DETdef	le
porte	NOMcom	porte
et	CONcoo	et
sur	PRE	sur
les	DETdef	le
gardes	NOMcom	garde
.	PONfrt	.

Et	CONcoo	et
allerent	VERcjg	aller
dés	PRE	dès
le	DETdef	le
jour	NOMcom	jour
esbatre	VERinf	esbatre
sur	PRE	sur
la	DETdef	le
porte	NOMcom	porte
et	CONcoo	et
entour	ADVgen	entour
et	CONcoo	et
deviserent	VERcjg	deviser
leur	DETpos	leur
fait	NOMcom	fait
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
quant	CONsub	cant
vint	VERcjg	venir
l'	DETdef	le
eure	NOMcom	heure
,	PONfbl	,
ilz	PROper	il
monterent	VERcjg	monter
sur	PRE	sur
le	DETdef	le
mur	NOMcom	mur
.	PONfrt	.

Et	CONcoo	et
à	PRE	à
icelle	DETdem	cil
heure	NOMcom	heure
le	DETdef	le
filz	NOMcom	fil
du	PRE.DETdef	de.le
soudain	NOMcom	soudain
,	PONfbl	,
qui	PROrel	que
avoit	VERcjg	avoir
nom	NOMcom	nom
Brodas	NOMpro	Brodas
,	PONfbl	,
vint	VERcjg	venir
au	PRE.DETdef	a
piédu	ADJqua	pieu
mur	NOMcom	mur
avec	PRE	avec
nombre	NOMcom	nombre
d'	PRE	de
eschielles	NOMcom	échelle
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
ungs	PROind	un
montoient	VERcjg	monter
en	PRE	en
hault	ADJqua	haut
et	CONcoo	et
de	PRE	de
dessus	PRE	dessus
le	DETdef	le
mur	NOMcom	mur
lestiroient	VERcjg	létir
à	PRE	à
eux	PROper	eux
tant	ADVgen	tant
que	CONsub	que
,	PONfbl	,
en	PRE	en
pou	ADVgen	peu
d'	PRE	de
eure	NOMcom	heure
,	PONfbl	,
ilz	PROper	il
furent	VERcjg	estre
sur	PRE	sur
le	DETdef	le
mur	NOMcom	mur
plus	ADVgen	plus
de	PRE	de
mil	PROcar	mille
et	CONcoo	et
gaignerent	VERcjg	gagner
le	DETdef	le
portail	NOMcom	portail
et	CONcoo	et
la	DETdef	le
ville	NOMcom	ville
sans	PRE	sans
contredit	NOMcom	contredit
et	CONcoo	et
y	PROadv	y
firent	VERcjg	faire
mout	ADVgen	mout
de	PRE	de
maulx	NOMcom	mal
,	PONfbl	,
et	CONcoo	et
assaillirent	VERcjg	assaillir
le	DETdef	le
chastel	NOMcom	chastel
où	PROrel	où
estoit	VERcjg	estre
le	DETdef	le
roy	NOMcom	roi
Thiber	NOMpro	Thibert
et	CONcoo	et
le	PROper	il
prindrent	VERcjg	prendre
par	PRE	par
force	NOMcom	force
.	PONfrt	.

Et	CONcoo	et
le	DETdef	le
roy	NOMcom	roi
se	PROper	soi
deffendist	VERcjg	défendre
le	DETdef	le
plus	NOMcom	plus
qu'	PROrel	que
il	PROper	il
poult	VERcjg	pouvoir
et	CONcoo	et
mout	ADVgen	mout
viguereusement	ADVgen	vigoureusement
et	CONcoo	et
ne	ADVneg	ne
se	PROper	soi
voult	VERcjg	vouloir
oncques	ADVgen	onques
rendre	VERinf	rendre
,	PONfbl	,
et	CONcoo	et
tant	ADVgen	tant
qu'	CONsub	que
il	PROper	il
y	PROadv	y
fut	VERcjg	être
mort	VERppe	mourir
et	CONcoo	et
occis	VERppe	occire
,	PONfbl	,
dont	PROrel	dont
ce	PROdem	ce
fu	VERcjg	estre
grant	ADJqua	grant
dommaige	NOMcom	dommage
.	PONfrt	.

La	DETdef	le
royne	NOMcom	reine
s'	PROper	soi
en	PROadv	en
yssit	VERcjg	issir
par	PRE	par
une	DETndf	un
poterne	NOMcom	poterne
,	PONfbl	,
et	CONcoo	et
n'	ADVneg	ne
avoit	VERcjg	avoir
que	ADVgen	que
ung	DETndf	un
mantel	NOMcom	mantel
afflubé	VERppe	affluber
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
fuit	VERcjg	fuir
es	PRE.DETdef	en.le
desers.Et	NOMcom	desersé
le	DETdef	le
filz	NOMcom	fil
du	PRE.DETdef	de.le
roy	NOMcom	roi
lui	PROper	il
.XIIIIe	PROcar	quatorze
d'	PRE	de
enfans	NOMcom	enfant
s'	PROper	soi
en	PROadv	en
yssirent	VERcjg	issir
,	PONfbl	,
et	CONcoo	et
un	DETndf	un
viel	ADJqua	vieux
chappellain	NOMcom	chapelain
qui	PROrel	que
les	PROper	il
aprenoit	VERcjg	aprendre
les	PROper	il
mena	VERcjg	mener
tous	PROind	tous
et	CONcoo	et
mucha	VERcjg	musser
en	PRE	en
une	DETndf	un
vielle	ADJqua	vieux
roche	NOMcom	roche
,	PONfbl	,
jouxte	PRE	jouxte
ung	DETndf	un
gardin	NOMcom	jardin
.	PONfrt	.

Et	CONcoo	et
là	ADVgen	là
furent	VERcjg	estre
deux	DETcar	deux
jours	NOMcom	jour
sans	PRE	sans
boire	VERinf	boire
et	CONcoo	et
sans	PRE	sans
mengier	VERinf	manger
.	PONfrt	.

Le	DETdef	le
viel	ADJqua	vieux
prestre	NOMcom	prêtre
,	PONfbl	,
qui	PROrel	que
avoit	VERcjg	avoir
nom	NOMcom	nom
damp	NOMcom	dam
Denis	NOMpro	Denis
,	PONfbl	,
avoit	VERcjg	avoir
si	ADVgen	si
grant	ADJqua	grant
paour	NOMcom	peur
que	CONsub	que
,	PONfbl	,
quant	CONsub	cant
les	DETdef	le
enffans	NOMcom	enfant
vouloient	VERcjg	vouloir
yssir	VERinf	issir
hors	ADVgen	hors
de	PRE	de
la	DETdef	le
cave	NOMcom	chave
,	PONfbl	,
il	PROper	il
venoit	VERcjg	venir
au	PRE.DETdef	a
devant	NOMcom	devant
et	CONcoo	et
leur	PROper	leur
disoit	VERcjg	dire
:“Ne	ADVgen	ci
yessez	VERcjg	aisser
point	ADVneg	point
se	CONsub	se
vous	PROper	vous
ne	ADVneg	ne
voulez	VERcjg	vouloir
mourir	VERinf	mourir
”	PONpdr	”
.	PONfrt	.

Ainsi	ADVgen	ainsi
les	PROper	il
detint	VERcjg	detenir
deux	DETcar	deux
jours	NOMcom	jour
,	PONfbl	,
mais	CONcoo	mais
ou	CONcoo	o
troisieme	ADJord	troisieme
jour	NOMcom	jour
Ponthus	ADJqua	pontus
lui	PROper	il
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Maistre	NOMcom	maître
,	PONfbl	,
il	PROper	il
vault	VERcjg	valoir
mieulx	ADVgen	mieux
mourir	VERinf	mourir
de	PRE	de
glaive	NOMcom	glaive
que	CONsub	que
de	PRE	de
fain	NOMcom	faim
,	PONfbl	,
car	CONcoo	car
nous	PROper	nous
serions	VERcjg	estre
cause	NOMcom	cause
de	PRE	de
nostre	DETpos	notre
mort	NOMcom	mort
et	CONcoo	et
homicides	NOMcom	homicide
de	PRE	de
nous	PROper	nous
mesmes	ADJind	même
,	PONfbl	,
et	CONcoo	et
à	PRE	à
l'	DETdef	le
aventure	NOMcom	aventure
trouverons	VERcjg	trouver
remede.”Le	ADJqua	remedeux
prestre	NOMcom	prêtre
disoit	VERcjg	dire
qu'	CONsub	que
il	PROper	il
aymoit	VERcjg	aimer
plus	ADVgen	plus
chier	ADJqua	chier
mourir	VERinf	mourir
de	PRE	de
fain	NOMcom	faim
que	CONsub	que
de	PRE	de
cheoir	VERinf	chëoir
en	PRE	en
leurmains	NOMcom	leurmain
et	CONcoo	et
trembloit	VERcjg	trembler
de	PRE	de
paour	NOMcom	peur
.	PONfrt	.

Et	CONcoo	et
au	PRE.DETdef	a
fort	ADJqua	fort
Ponthus	NOMpro	Pontus
sailli	VERcjg	salir
hors	ADVgen	hors
de	PRE	de
la	DETdef	le
cave	NOMcom	chave
,	PONfbl	,
lui	PROper	il
et	CONcoo	et
son	DETpos	son
germain	NOMcom	germain
Polidés	NOMpro	Polidés
.	PONfrt	.

Si	ADVgen	si
furent	VERcjg	estre
apperchus	VERppe	appercevoir
et	CONcoo	et
furent	VERcjg	estre
menés	VERppe	mener
au	PRE.DETdef	a
roy	NOMcom	roi
Brodas	NOMpro	Brodas
,	PONfbl	,
qui	PROrel	que
ja	ADVgen	ja
se	PROper	soi
faisoit	VERcjg	faire
appeller	VERinf	appeler
roy	NOMcom	roi
du	PRE.DETdef	de.le
païs	NOMcom	päis
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
le	DETdef	le
roy	NOMcom	roi
vit	VERcjg	vëoir
les	DETdef	le
.XIIII	PROcar	quatorze
.	PONfrt	.

enffans	NOMcom	enfant
à	PRE	à
merveilles	NOMcom	merveille
beaulx	ADJqua	beau
,	PONfbl	,
si	ADVgen	si
demanda	VERcjg	demander
qui	PROrel	que
filz	NOMcom	fil
ilz	PROper	il
estoient	VERcjg	être
.	PONfrt	.

Et	CONcoo	et
Ponthus	NOMpro	Pontus
respondi	VERcjg	répondre
qu'	CONsub	que
ilz	PROper	il
estoient	VERcjg	être
enffans	NOMcom	enfant
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
nourissoitet	VERcjg	nourrisser
faisoit	VERcjg	faire
nourrirpour	NOMcom	nourrir
Dieu	NOMpro	Dieu
,	PONfbl	,
pour	PRE	pour
le	PROper	il
servir	VERinf	servir
quant	CONsub	cant
ilz	PROper	il
seroient	VERcjg	estre
grans.“Et	ADJqua	gransait
de	PRE	de
quel	DETrel	quel
service	NOMcom	service
?	PONfrt	?

”	PONpdr	”
dit	VERcjg	dire
Brodas,“Sire	NOMpro	Brodasire
,	PONfbl	,
dit	VERcjg	dire
Ponthus	NOMpro	Pontus
,	PONfbl	,
les	DETdef	le
ungs	PROind	un
eussent	VERcjg	avoir
gouverné	VERppe	gouverner
les	DETdef	le
levriers	NOMcom	lévrier
et	CONcoo	et
les	DETdef	le
chasses	NOMcom	chasse
du	PRE.DETdef	de.le
roy	NOMcom	roi
et	CONcoo	et
les	DETdef	le
autres	PROind	autre
,	PONfbl	,
les	DETdef	le
autours	NOMcom	autour
,	PONfbl	,
faulcons	NOMcom	faucon
et	CONcoo	et
griffons	NOMcom	griffon
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
autres	PROind	autre
d'	PRE	de
autres	DETind	autre
mestiers	NOMcom	mestier
en	PRE	en
salles	NOMcom	salle
et	CONcoo	et
en	PRE	en
chambres	NOMcom	chambre
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Comment	ADVint	comment
,	PONfbl	,
dit	VERcjg	dire
le	DETdef	le
roy	NOMcom	roi
Brodas	NOMpro	Brodas
,	PONfbl	,
vestoit	VERcjg	vestir
il	PROper	il
si	ADVgen	si
noblement	ADVgen	noblement
ses	DETpos	son
servans	NOMcom	servant
comme	CONsub	comme
vous	PROper	vous
estes	VERcjg	estre
?	PONfrt	?

Vous	PROper	vous
semblez	VERcjg	sembler
estre	VERinf	estre
filz	NOMcom	fil
de	PRE	de
grans	ADJqua	grand
seigneurs	NOMcom	seigneur
selon	PRE	selon
les	DETdef	le
estas	NOMcom	estab
que	PROrel	que
je	PROper	je
vousvoy	VERcjg	vouvrer
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
dit	VERcjg	dire
Ponthus	NOMpro	Pontus
,	PONfbl	,
nous	PROper	nous
ne	ADVneg	ne
sommes	VERcjg	être
filz	NOMcom	fil
que	CONsub	que
de	PRE	de
vavasseurs	NOMcom	vavasseur
et	CONcoo	et
de	PRE	de
petis	ADJqua	petit
gentis	ADJqua	gentif
hommes	NOMcom	homme
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Par	PRE	par
Mahon	NOMpro	Mahon
,	PONfbl	,
je	PROper	je
ne	ADVneg	ne
sçay	VERcjg	savoir
qui	PROrel	que
vous	PROper	vous
estes	VERcjg	estre
,	PONfbl	,
mais	CONcoo	mais
à	PRE	à
biaulté	NOMcom	biauté
ne	CONcoo	ne
à	PRE	à
bien	ADVgen	bien
parler	VERinf	parler
n'	ADVneg	ne
avés	VERcjg	avoir
pas	ADVneg	pas
failli	VERppe	falir
.	PONfrt	.

Il	PROimp	il
fault	VERcjg	falir
que	CONsub	que
vous	PROper	vous
laissiez	VERcjg	laisser
vostre	DETpos	vostre
loy	NOMcom	loi
qui	PROrel	que
rien	PROind	rien
ne	ADVneg	ne
vault	VERcjg	valoir
,	PONfbl	,
et	CONcoo	et
prendrez	VERcjg	prendre
la	DETdef	le
loy	NOMcom	loi
Mahon	NOMpro	Mahon
,	PONfbl	,
et	CONcoo	et
je	PROper	je
vous	PROper	vous
feray	VERcjg	faire
mout	ADVgen	mout
de	PRE	de
bien	ADVgen	bien
et	CONcoo	et
,	PONfbl	,
se	CONsub	se
vous	PROper	vous
ne	ADVneg	ne
le	PROper	il
voulez	VERcjg	vouloir
faire	VERinf	faire
,	PONfbl	,
je	PROper	je
vous	PROper	vous
feray	VERcjg	faire
mourir	VERinf	mourir
de	PRE	de
malle	ADJqua	mal
mort	NOMcom	mort
.	PONfrt	.

Eslisiez	VERcjg	élire
lequel	DETrel	lequel
quevous	NOMcom	chevel
vouldrez	VERcjg	vouloir
prendre	VERinf	prendre
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Vraiement	ADVgen	vraiment
,	PONfbl	,
dit	VERcjg	dire
Ponthus	NOMpro	Pontus
,	PONfbl	,
de	PRE	de
la	DETdef	le
mort	NOMcom	mort
pouez	VERcjg	pouvoir
vous	PROper	vous
bien	ADVgen	bien
ordonner	VERinf	ordonner
à	PRE	à
