Suvent	ADVgen	souvent
perre	NOMcom	père
fust	VERcjg	estre
uns	PROind	un
e	CONcoo	et
la	DETdef	le
merre	NOMcom	mère
altre	ADJind	autre
?	PONfrt	?

M.	ETR	mil
:Ker	CONsub	car
il	PROper	il
est	VERcjg	estre
semblablement	ADVgen	semblablement
e	CONcoo	et
egalment	ADVgen	également
d'	PRE	de
ambure	NOMcom	ambure
e	CONcoo	et
est	VERcjg	estre
liens	ADVgen	liien
de	PRE	de
tute	DETind	tout
devinetet	NOMcom	devineté
.	PONfrt	.

D.	PRE	de
:U	PROint	où
habitet	VERcjg	habiter
Deus	NOMpro	Dieu
?	PONfrt	?

M.	ETR	mil
:Il	PROper	il
habitet	VERcjg	habiter
partut	ADVgen	partout
puissalment	ADVgen	puissalement
,	PONfbl	,
mais	CONcoo	mais
il	PROper	il
habitet	VERcjg	habiter
substancialment	ADVgen	soustencialment
en	PRE	en
l'	DETdef	le
entendable	ADJqua	entendable
ciel	NOMcom	ciel
.	PONfrt	.

D.	PRE	de
:Que	PROint	que
est	VERcjg	estre
ceo	PROdem	ce
?	PONfrt	?

M.	DETcar	mille
:Treis	DETcar	crois
ciels	NOMcom	ciel
sunt	VERcjg	être
.	PONfrt	.

Li	DETdef	le
uns	PROind	un
est	VERcjg	estre
corporals	ADJqua	corporel
que	CONsub	que
nus	PROper	nous
veium	VERcjg	voir
,	PONfbl	,
li	DETdef	le
altre	ADJind	autre
espiritals	NOMcom	espirital
,	PONfbl	,
el	PRE.PROrel	en.lequel
quel	PROrel	quel
sunt	VERcjg	être
li	DETdef	le
angle	NOMcom	ange
e	CONcoo	et
les	DETdef	le
espiritals	ADJqua	espirital
substances	NOMcom	soubance
,	PONfbl	,
li	DETdef	le
tierz	PROord	tierz
entendables	ADJqua	entendable
,	PONfbl	,
el	PRE.PROrel	en.lequel
quel	DETrel	quel
sainte	ADJqua	saint
trinitet	NOMcom	trinité
est	VERcjg	estre
esguadeie	VERppe	égader
des	PRE.DETdef	de.le
sainz	ADJqua	saint
face	NOMcom	face
à	PRE	à
face	NOMcom	face
.	PONfrt	.

D.	PRE	de
:Cument	ADVint	comment
est	VERcjg	estre
Deus	NOMpro	Dieu
diz	VERppe	dire
à	PRE	à
estre	VERinf	estre
tuz	PROind	tous
ensemble	ADVgen	ensemble
en	PRE	en
tuz	DETind	tous
lius	NOMcom	lieu
e	CONcoo	et
tuz	DETind	tous
tens	NOMcom	temps
e	CONcoo	et
en	PRE	en
nul	DETind	nul
liu	NOMcom	lieu
estre	VERinf	estre
?	PONfrt	?

M.	PROcar	mille
:Pur	PRE	cour
ceo	PROdem	ce
est	VERcjg	estre
diz	VERppe	dire
a	PRE	a
estre	VERinf	estre
tuz	PROind	tous
en	PRE	en
tuz	DETind	tous
lius	NOMcom	lieu
,	PONfbl	,
ker	CONcoo	car
il	PROper	il
n'	ADVneg	ne
est	VERcjg	estre
en	PRE	en
nul	DETind	nul
liu	NOMcom	lieu
plus	ADVgen	plus
puissanz	ADJqua	poissant
qu'	CONsub	que
en	PRE	en
altre	PROind	autre
.	PONfrt	.

Si	ADVgen	si
cume	CONsub	comme
il	PROper	il
est	VERcjg	estre
puissanz	ADJqua	poissant
el	PRE.DETdef	en
ciel	NOMcom	ciel
,	PONfbl	,
si	ADVgen	si
est	VERcjg	estre
il	PROper	il
puissant	ADJqua	poissant
en	PRE	en
enfern	NOMcom	enfer
.	PONfrt	.

Ensemble	ADVgen	ensemble
est	VERcjg	estre
diz	VERppe	dire
à	PRE	à
estre	VERinf	estre
,	PONfbl	,
ker	CONcoo	car
en	PRE	en
meisme	ADJind	même
l'	DETdef	le
ure	NOMcom	heure
qu'	PROrel	que
il	PROper	il
ovret	VERcjg	ovrer
en	PRE	en
orient	NOMcom	orient
,	PONfbl	,
ovred	VERcjg	ovrer
il	PROper	il
en	PRE	en
occident	NOMcom	occident
.	PONfrt	.

Tutes	DETind	tous
ores	NOMcom	ore
est	VERcjg	estre
diz	VERppe	dire
à	PRE	à
estre	VERinf	estre
en	PRE	en
tuz	DETind	tous
lius	NOMcom	lieu
,	PONfbl	,
ker	CONcoo	car
il	PROper	il
atempret	VERcjg	attemprer
tuz	DETind	tous
tens	NOMcom	temps
e	CONcoo	et
tutes	DETind	tous
choses	NOMcom	chose
.	PONfrt	.

En	PRE	en
nul	DETind	nul
liu	NOMcom	lieu
est	VERcjg	estre
il	PROimp	il
diz	VERppe	dire
à	PRE	à
estre	VERinf	estre
,	PONfbl	,
ker	CONcoo	car
liu	NOMcom	lieu
est	VERcjg	estre
corporels	ADJqua	corporel
,	PONfbl	,
Deus	NOMpro	Dieu
est	VERcjg	estre
nun	NOMcom	nom
corporels	ADJqua	corporel
;	PONfbl	;
e	CONcoo	et
pur	PRE	pour
ceo	PROdem	ce
si	ADVgen	si
est	VERcjg	estre
en	PRE	en
nul	DETind	nul
liu	NOMcom	lieu
,	PONfbl	,
ja	ADVgen	ja
seit	VERcjg	être
ceo	PROdem	ce
qu'	PROrel	que
il	PROper	il
contiengiet	VERcjg	contenir
tutes	DETind	tous
choses	NOMcom	chose
,	PONfbl	,
el	PRE.PROrel	en.lequel
quel	PROrel	quel
nus	PROper	nous
vivums	VERcjg	vivre
e	CONcoo	et
sumes	VERcjg	être
.	PONfrt	.

D.	PROint	de.le
:Set	VERcjg	savoir
Deus	NOMpro	Dieu
tutes	DETind	tous
choses	NOMcom	chose
?	PONfrt	?

M.	DETcar	mille
:En	NOMcom	<unk>
tant	ADVgen	tant
les	PROper	il
set	VERcjg	savoir
que	CONsub	que
tute	DETind	tout
les	DETdef	le
trespassees	VERppe	trépasser
choses	NOMcom	chose
e	CONcoo	et
les	DETdef	le
presentes	NOMcom	présente
e	CONcoo	et
iceles	PROdem	cil
ki	PROrel	qui
unt	VERcjg	avoir
à	PRE	à
estre	VERinf	estre
,	PONfbl	,
sunt	VERcjg	être
devant	PRE	devant
lui	PROper	il
.	PONfrt	.

Einz	ADVgen	ainz
que	CONsub	que
il	PROper	il
criast	VERcjg	crïer
le	DETdef	le
munde	NOMcom	monde
,	PONfbl	,
sout	VERcjg	savoir
il	PROper	il
les	DETdef	le
nums	NOMcom	nom
de	PRE	de
tuz	DETind	tous
les	DETdef	le
angles	NOMcom	ange
,	PONfbl	,
de	PRE	de
tuz	DETind	tous
humes	NOMcom	homme
,	PONfbl	,
les	DETdef	le
murs	NOMcom	mur
,	PONfbl	,
les	DETdef	le
volentez	NOMcom	volenté
,	PONfbl	,
les	DETdef	le
diz	NOMcom	dit
,	PONfbl	,
les	DETdef	le
faiz	NOMcom	fait
,	PONfbl	,
les	DETdef	le
pensez	NOMcom	pensé
.	PONfrt	.

D.	PRE	de
:Cument	ADVint	comment
parole	VERcjg	parler
Deus	NOMpro	Dieu
as	PRE.DETdef	à.le
angles	NOMcom	ange
e	CONcoo	et
as	PRE.DETdef	à.le
humes	NOMcom	homme
?	PONfrt	?

M.	DETcar	mille
:As	DETpos	son
angles	NOMcom	ange
par	PRE	par
espirement	NOMcom	espirement
,	PONfbl	,
as	PRE.DETdef	à.le
humes	NOMcom	homme
par	PRE	par
angles	NOMcom	ange
.	PONfrt	.

D.	PRE	de
:Cum	CONsub	comme
Deus	NOMpro	Dieu
fud	VERcjg	être
senz	PRE	sans
cumencement	NOMcom	commencement
,	PONfbl	,
devum	VERcjg	devoir
nus	PROper	nous
creire	VERinf	croire
que	CONsub	que
ainz	ADVgen	ainz
que	CONsub	que
il	PROper	il
criast	VERcjg	crïer
le	DETdef	le
mund	NOMcom	monde
que	PROrel	que
il	PROper	il
oust	VERcjg	avoir
sultive	ADJqua	soltif
vie	NOMcom	vie
?	PONfrt	?

M.	DETcar	mille
:Escrit	DETcom	secrit
est:“Ceo	NOMcom	estoi
que	PROrel	que
est	VERcjg	estre
fait	VERppe	faire
,	PONfbl	,
en	PRE	en
lui	PROper	il
est	VERcjg	estre
vie.”Ici	VERppe	vieis
demustre	VERinf	démontrer
tute	DETind	tout
creature	NOMcom	créature
aveir	VERinf	avoir
esté	VERppe	être
tuz	DETind	tous
tens	NOMcom	temps
veable	ADJqua	voyable
en	PRE	en
l'	DETdef	le
esguard	NOMcom	égard
Deu	NOMpro	Dieu
ki	PROrel	qui
aparut	VERcjg	aparoir
apres	PRE	après
veables	ADJqua	voyable
à	PRE	à
meisme	ADJind	même
la	DETdef	le
criature	NOMcom	crïature
en	PRE	en
creatiun	NOMcom	création
,	PONfbl	,
si	ADVgen	si
cum	CONsub	comme
li	DETdef	le
engiennierres	NOMcom	engenier
qui	PROrel	que
vuelt	VERcjg	vouloir
faire	VERinf	faire
maisun	NOMcom	maison
,	PONfbl	,
primes	ADVgen	prim
esguardet	VERcjg	égarder
,	PONfbl	,
cum	CONsub	comme
il	PROper	il
ordent	VERcjg	ordre
se	PROper	soi
ovre	NOMcom	oeuvre
,	PONfbl	,
e	CONcoo	et
quant	CONsub	cant
il	PROper	il
l'	PROper	il
ad	VERcjg	avoir
levee	VERppe	lever
,	PONfbl	,
com	CONsub	come
ele	PROper	il
puisset	VERcjg	pouvoir
ester	VERinf	ester
.	PONfrt	.

Pur	PRE	pour
ceo	PROdem	ce
est	VERcjg	estre
Deus	NOMpro	Dieu
diz	VERppe	dire
neint	PROind	naint
estre	VERinf	estre
plus	ADVgen	plus
anciens	ADJqua	ancien
de	PRE	de
ces	DETdem	ce
creatures	NOMcom	créature
en	PRE	en
tens	NOMcom	temps
,	PONfbl	,
mais	CONcoo	mais
en	PRE	en
dignited	NOMcom	dignité
.	PONfrt	.

D.	PRE	de
:Quele	DETint	quel
achaisun	NOMcom	ochaison
fut	VERcjg	être
que	CONsub	que
li	DETdef	le
munz	NOMcom	mont
fust	VERcjg	estre
criez	VERppe	créer
?	PONfrt	?

M.	DETcar	mille
:Buntez	NOMcom	honté
Deu	NOMpro	Dieu
fud	VERcjg	être
que	CONsub	que
hume	NOMcom	homme
fuissent	VERcjg	être
,	PONfbl	,
asquels	PRE.PROrel	à.lequel
il	PROper	il
dunast	VERcjg	donner
sa	DETpos	son
grace	NOMcom	grâce
.	PONfrt	.

D.	PRE	de
:Cument	ADVint	comment
est	VERcjg	estre
il	PROper	il
faiz	VERppe	faire
?	PONfrt	?

M.	PROcar	mille
:H	PONfbl	<unk>
dist	VERcjg	dire
,	PONfbl	,
e	CONcoo	et
tutes	DETind	tous
choses	NOMcom	chose
sunt	VERcjg	être
faites	VERppe	faire
.	PONfrt	.

D.	ETR	de
:Dist	VERcjg	cire
il	PROper	il
par	PRE	par
le	DETdef	le
suen	PROpos	son
de	PRE	de
paroles	NOMcom	parole
?	PONfrt	?

M.	ADVint	mouint
:Le	DETdef	ci
dirre	VERinf	dire
Deu	NOMpro	Dieu
par(o)	ADJqua	parço
parole	NOMcom	parole
est	VERcjg	estre
crier	VERinf	crïer
tutes	DETind	tous
choses	NOMcom	chose
od	PRE	o
sun	DETpos	son
fiz	NOMcom	fils
,	PONfbl	,
si	ADVgen	si
cum	CONsub	comme
est	VERcjg	estre
diz:“Tu	VERppe	dis
fesis	VERcjg	faire
tutes	DETind	tous
choses	NOMcom	chose
od	PRE	o
sapience	NOMcom	sapience
.	PONfbl	.
”	PONpdr	”
D.	PRE	de
:Fud	VERcjg	cestre
demurance	NOMcom	demeurance
en	PROadv	en
crier	VERinf	crïer
?	PONfrt	?

M.	PONfbl	meil
:En	NOMcom	<unk>
tant	ADVgen	tant
cume	CONsub	comme
tu	PROper	tu
mez	VERcjg	metre
tun	DETpos	ton
oil	NOMcom	oeil
à	PRE	à
uvrir	VERinf	ouvrir
.	PONfrt	.

D.	ADVing	Dende
:Criat	VERcjg	crier
il	PROper	il
par	PRE	par
parties	NOMcom	partie
?	PONfrt	?

M.	DETcar	mille
:Tutes	DETind	tous
choses	NOMcom	chose
fist	VERcjg	faire
ensemble	ADVgen	ensemble
e	CONcoo	et
à	PRE	à
une	DETndf	un
feiz	NOMcom	fois
,	PONfbl	,
si	ADVgen	si
cum	CONsub	comme
est	VERcjg	estre
diz:“Cil	NOMcom	dil
qui	PROrel	que
meint	VERcjg	mener
durablement	ADVgen	durablement
,	PONfbl	,
criat	VERcjg	crier
tutes	DETind	tous
choses	NOMcom	chose
ensemble	ADVgen	ensemble
.	PONfbl	.
”	PONpdr	”
D.	ADVing	Dende
:Departit	VERcjg	chapartir
il	PROper	il
tutes	DETind	tous
choses	NOMcom	chose
par	PRE	par
parties	NOMcom	partie
?	PONfrt	?

M.	PROcar	mille
:Par	PRE	car
sis	DETpos	son
jurz	NOMcom	jour
les	PROper	il
departi	VERcjg	départir
,	PONfbl	,
en	PRE	en
treis	DETcar	trois
jurz	NOMcom	jour
les	DETdef	le
elemenz	NOMcom	élément
e	CONcoo	et
en	PRE	en
treis	DETcar	trois
jurz	NOMcom	jour
iceles	DETdem	cil
choses	NOMcom	chose
ki	PROrel	qui
sunt	VERcjg	être
desuz	PRE	dessous
les	DETdef	le
elemenz	NOMcom	élément
.	PONfrt	.

El	PRE.DETdef	en
premerain	ADJqua	premerain
jur	NOMcom	jour
fist	VERcjg	faire
il	PROper	il
jur	NOMcom	jour
de	PRE	de
durableted	NOMcom	durableté
