Monsieur	NOMcom	monsieur
tant	DETind	tant
seigneurs	NOMcom	seigneur
temporelz	ADJqua	temporel
que	CONsub	que
spirituelz	NOMcom	spirituel
,	PONfbl	,
et	CONcoo	et
de	PRE	de
plusieurs	PROind	plusieurs
dont	PROrel	dont
je	PROper	je
n'	ADVneg	ne
ay	VERcjg	avoir
eu	VERppe	avoir
la	DETdef	le
veue	NOMcom	vue
,	PONfbl	,
mais	CONcoo	mais
congnoissance	NOMcom	connaissance
par	PRE	par
communications	NOMcom	communication
de	PRE	de
leurs	DETpos	leur
ambassades	NOMcom	ambasse
,	PONfbl	,
par	PRE	par
lettres	NOMcom	lettre
et	CONcoo	et
par	PRE	par
leurs	DETpos	leur
instructions	NOMcom	instruction
,	PONfbl	,
par	PRE	par
quoy	PROrel	quoi
on	PROind	on
peult	VERcjg	pouvoir
assez	ADVgen	assez
avoir	VERinf	avoir
d'	PRE	de
informations	NOMcom	information
de	PRE	de
leur	DETpos	leur
nature	NOMcom	nature
et	CONcoo	et
condicion	NOMcom	condition
.	PONfrt	.

Toutesfois	ADVgen	toutefois
ne	ADVneg	ne
pretendz	VERcjg	prétendre
en	PRE	en
riens	PROind	rien
,	PONfbl	,
en	PRE	en
le	PROper	il
louant	VERppa	louer
en	PRE	en
cet	DETdem	cet
endroit	NOMcom	endroit
,	PONfbl	,
diminuer	VERinf	diminuer
l'	DETdef	le
honneur	NOMcom	honneur
ne	CONcoo	ne
bonne	ADJqua	bon
renommée	NOMcom	renommée
des	PRE.DETdef	de.le
aultres	PROind	autre
,	PONfbl	,
mais	CONcoo	mais
vous	PROper	vous
envoye	VERcjg	envoyer
ce	PROdem	ce
dont	PROrel	dont
promptement	ADVgen	promptement
m'	PROper	je
est	VERcjg	estre
souvenu	VERppe	souvenir
,	PONfbl	,
esperant	VERppa	esperer
que	CONsub	que
vous	PROper	vous
le	PROper	il
demandez	VERcjg	demander
pour	PRE	pour
le	PROper	il
mectre	VERinf	mettre
en	PRE	en
quelque	DETind	quel
oeuvre	NOMcom	oeuvre
que	PROrel	que
vous	PROper	vous
avez	VERcjg	avoir
intention	NOMcom	intention
de	PRE	de
faire	VERinf	faire
en	PRE	en
langue	NOMcom	langue
latine	ADJqua	latin
dont	PROrel	dont
vous	PROper	vous
estes	VERcjg	estre
bien	ADVgen	bien
usité	VERppe	usiter
;	PONfbl	;
par	PRE	par
laquelle	DETrel	lequel
oeuvre	NOMcom	oeuvre
se	PROper	soi
pourra	VERcjg	pouvoir
congnoistre	VERinf	connaître
la	DETdef	le
grandeur	NOMcom	grandeur
du	PRE.DETdef	de.le
prince	NOMcom	prince
duquel	PRE.PROrel	de.lequel
vous	PROper	vous
parleray	VERcjg	parler
,	PONfbl	,
et	CONcoo	et
aussi	ADVgen	aussi
de	PRE	de
vostre	DETpos	vostre
entendement	NOMcom	entendement
.	PONfrt	.

Et	CONcoo	et
là	ADVgen	là
où	PROrel	où
je	PROper	je
fauldroye	VERcjg	fauloiier
,	PONfbl	,
trouverez	VERcjg	trouver
monsr	NOMcom	moncre
de	PRE	de
Bochage	NOMpro	Bochage
et	CONcoo	et
autres	PROind	autre
qui	PROrel	que
myeulx	ADVgen	mieux
vous	PROper	vous
en	PROadv	en
sçauront	VERcjg	scavoir
parler	VERinf	parler
et	CONcoo	et
le	PROper	il
coucher	VERinf	coucher
en	PRE	en
meilleur	ADJqua	meilleur
langaige	NOMcom	langage
que	CONsub	que
moy	PROper	moi
.	PONfrt	.

Mais	CONcoo	mais
pour	PRE	pour
obligation	NOMcom	obligation
d'	PRE	de
honneur	NOMcom	honneur
et	CONcoo	et
grans	ADJqua	grand
privaultéz	NOMcom	privauté
et	CONcoo	et
biensfaictz	NOMcom	bienfait
,	PONfbl	,
sans	PRE	sans
jamais	ADVgen	jamais
interrompre	VERinf	interrompre
jusques	PRE	jusque
à	PRE	à
la	DETdef	le
mort	NOMcom	mort
que	CONsub	que
l'	DETdef	le
un	PROind	un
ou	CONcoo	o
l'	DETdef	le
autre	PROind	autre
n'	ADVneg	ne
y	PROadv	y
feust	VERcjg	être
,	PONfbl	,
nul	PROind	nul
n'	ADVneg	ne
en	PROadv	en
devroit	VERcjg	devoir
avoir	VERinf	avoir
meilleure	ADJqua	meilleur
souvenance	NOMcom	souvenance
que	CONsub	que
moy	PROper	moi
,	PONfbl	,
et	CONcoo	et
aussi	ADVgen	aussi
pour	PRE	pour
les	DETdef	le
pertes	NOMcom	perte
et	CONcoo	et
douleurs	NOMcom	douleur
que	PROrel	que
j'	PROper	je
ay	VERcjg	avoir
receues	VERppe	recevoir
depuis	PRE	depuis
son	DETpos	son
trespas	NOMcom	trespas
,	PONfbl	,
qui	PROrel	que
est	VERcjg	estre
bien	ADVgen	bien
pour	PRE	pour
estre	VERinf	estre
revenu	VERppe	revenir
à	PRE	à
ma	DETpos	mon
memoire	NOMcom	mémoire
les	DETdef	le
graces	NOMcom	grâce
que	PROrel	que
j'	PROper	je
ay	VERcjg	avoir
receues	VERppe	recevoir
de	PRE	de
luy	PROper	lui
,	PONfbl	,
combien	ADVgen	combien
que	CONsub	que
c'	PROdem	ce
est	VERcjg	estre
chose	NOMcom	chose
acoustumée	VERppe	accoutumer
que	CONsub	que
,	PONfbl	,
après	PRE	après
le	DETdef	le
decès	NOMcom	décès
de	PRE	de
si	ADVgen	si
grand	ADJqua	grand
et	CONcoo	et
puissant	ADJqua	poissant
prince	NOMcom	prince
,	PONfbl	,
les	DETdef	le
mutations	NOMcom	mutation
soyent	VERcjg	souïr
grandes	ADJqua	grand
,	PONfbl	,
et	CONcoo	et
y	PROadv	y
ont	VERcjg	avoir
les	DETdef	le
ungs	PROind	un
pertes	NOMcom	perte
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
autres	PROind	autre
gaing	NOMcom	gaing
.	PONfrt	.

Car	CONcoo	car
les	DETdef	le
biens	NOMcom	bien
ne	CONcoo	ne
les	DETdef	le
honneurs	NOMcom	honneur
ne	ADVneg	ne
se	PROper	soi
despartent	VERcjg	despartir
point	ADVneg	point
à	PRE	à
l'	DETdef	le
appetit	NOMcom	appetit
de	PRE	de
ceulx	PROdem	celui
qui	PROrel	que
les	PROper	il
demandent	VERcjg	demander
.	PONfrt	.

Et	CONcoo	et
pour	PRE	pour
vous	PROper	vous
informer	VERinf	informer
du	PRE.DETdef	de.le
temps	NOMcom	temps
dont	PROrel	dont
ay	VERcjg	avoir
eu	VERppe	avoir
congnoissance	NOMcom	connaissance
dudit	PRE.DETcom	de.ledit
seigneur	NOMcom	seigneur
,	PONfbl	,
dont	PROrel	dont
faictes	VERcjg	faire
demande	NOMcom	demande
,	PONfbl	,
m'	PROper	je
est	VERcjg	estre
force	NOMcom	force
de	PRE	de
commancer	VERinf	commencer
avant	PRE	avant
le	DETdef	le
temps	NOMcom	temps
que	PROrel	que
je	PROper	je
veinse	VERcjg	veintre
en	PRE	en
son	DETpos	son
service	NOMcom	service
;	PONfbl	;
et	CONcoo	et
puis	ADVgen	puis
,	PONfbl	,
par	PRE	par
ordre	NOMcom	ordre
,	PONfbl	,
je	PROper	je
suyvray	VERcjg	suivre
mon	DETpos	mon
propos	NOMcom	propos
jusques	PRE	jusque
à	PRE	à
l'	DETdef	le
heure	NOMcom	heure
que	PROrel	que
je	PROper	je
devins	VERcjg	deviner
son	DETpos	son
serviteur	NOMcom	serviteur
,	PONfbl	,
et	CONcoo	et
continueray	VERcjg	continuer
jusques	PRE	jusque
à	PRE	à
son	DETpos	son
trespas	NOMcom	trespas
.	PONfrt	.

Au	PRE.DETdef	a
saillir	VERinf	salir
de	PRE	de
mon	DETpos	mon
enfance	NOMcom	enfance
et	CONcoo	et
en	PRE	en
l'	DETdef	le
aage	NOMcom	ëage
de	PRE	de
povoir	VERinf	povoir
monter	VERinf	monter
à	PRE	à
cheval	NOMcom	cheval
,	PONfbl	,
fus	VERcjg	estre
amené	VERppe	amener
à	PRE	à
Lisle	NOMpro	Lisle
devers	PRE	devers
le	DETdef	le
duc	NOMcom	duc
Charles	NOMpro	Charles
de	PRE	de
Bourgoigne	NOMpro	Burgonde
,	PONfbl	,
lors	ADVgen	lors
appellé	VERppe	appeler
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
,	PONfbl	,
lequel	PROrel	lequel
me	PROper	je
print	VERcjg	prendre
en	PRE	en
son	DETpos	son
service	NOMcom	service
,	PONfbl	,
et	CONcoo	et
fut	VERcjg	être
l'	DETdef	le
an	NOMcom	an
mil	ADJcar	mille
quatre	ADJcar	quatre
cens	ADJcar	cent
soixante	ADJcar	soixante
quatre	ADJcar	quatre
.	PONfrt	.

Quelque	DETind	quelque
trois	ADJcar	trois
jours	NOMcom	jour
après	ADVgen	après
,	PONfbl	,
arrivèrent	VERcjg	arriver
audit	PRE.DETcom	à.ledit
lieu	NOMcom	lieu
de	PRE	de
Lisle	NOMpro	Lisle
les	DETdef	le
embassadeurs	NOMcom	embasseur
du	PRE.DETdef	de.le
roy	NOMcom	roi
,	PONfbl	,
où	PROrel	où
estoit	VERcjg	estre
le	DETdef	le
conte	NOMcom	conte
d'	PRE	de
Eu	NOMpro	Eu
,	PONfbl	,
le	DETdef	le
chancellier	NOMcom	chancelier
de	PRE	de
France	NOMpro	France
appelé	VERppe	appeler
Morvilier	NOMpro	Morvilier
et	CONcoo	et
l'	DETdef	le
evesque	NOMcom	évêque
de	PRE	de
Narbonne	NOMpro	Narbonne
;	PONfbl	;
et	CONcoo	et
,	PONfbl	,
en	PRE	en
la	DETdef	le
presence	NOMcom	présence
du	PRE.DETdef	de.le
duc	NOMcom	duc
Philippe	NOMpro	Philippe
de	PRE	de
Bourgongne	NOMpro	Burgonde
et	CONcoo	et
dudit	PRE.DETcom	de.ledit
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
et	CONcoo	et
tout	DETind	tout
leur	DETpos	leur
conseil	NOMcom	conseil
à	PRE	à
huys	NOMcom	huis
ouverts	VERppe	ouvrir
,	PONfbl	,
furent	VERcjg	estre
ouys	VERppe	ouïr
lesdits	DETcom	ledit
embassadeurs	NOMcom	embasseur
,	PONfbl	,
et	CONcoo	et
parla	VERcjg	parler
ledict	DETcom	ledit
Morvillier	NOMpro	Morvillier
fort	ADVgen	fort
arrogamment	ADVgen	arrogement
,	PONfbl	,
disant	VERppa	dire
que	CONsub	que
ledict	DETcom	ledit
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
avoit	VERcjg	avoir
fait	VERppe	faire
prendre	VERinf	prendre
,	PONfbl	,
luy	PROper	lui
estant	VERppa	être
en	PRE	en
Hollande	NOMpro	Hollande
,	PONfbl	,
ung	DETndf	un
petit	ADJqua	petit
navire	NOMcom	navire
de	PRE	de
guerre	NOMcom	guerre
,	PONfbl	,
party	VERppe	partir
de	PRE	de
Dieppe	NOMpro	Dieppe
,	PONfbl	,
auquel	PRE.PROrel	à.lequel
estoit	VERcjg	estre
un	DETndf	un
bastard	NOMcom	bastard
de	PRE	de
Rubempré	NOMpro	Robempré
,	PONfbl	,
et	CONcoo	et
l'	PROper	il
avoit	VERcjg	avoir
faict	VERppe	faire
emprisonner	VERinf	emprisonner
,	PONfbl	,
luy	PROper	lui
donnant	VERppa	donner
charge	NOMcom	charge
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
là	ADVgen	là
venu	VERppe	venir
pour	PRE	pour
le	PROper	il
prendre	VERinf	prendre
et	CONcoo	et
que	CONsub	que
ainsi	ADVgen	ainsi
l'	PROper	il
avoit	VERcjg	avoir
fait	VERppe	faire
publier	VERinf	poublier
partout	ADVgen	partout
,	PONfbl	,
et	CONcoo	et
par	PRE	par
especial	NOMcom	especïal
à	PRE	à
Bruges	NOMpro	Bruges
,	PONfbl	,
où	PROrel	où
hantent	VERcjg	hanter
toutes	DETind	tous
nations	NOMcom	nation
de	PRE	de
gens	NOMcom	gens
estranges	ADJqua	estrange
,	PONfbl	,
par	PRE	par
ung	DETndf	un
chevalier	NOMcom	chevalier
de	PRE	de
Bourgongne	NOMpro	Burgonde
appellé	VERppe	appeler
messire	NOMcom	seignor
Olivier	NOMpro	Olivier
de	PRE	de
la	DETdef	le
Marche	NOMcom	marche
.	PONfrt	.

Pour	PRE	pour
lesquelles	DETrel	lequel
causes	NOMcom	cause
,	PONfbl	,
ledit	DETcom	ledit
roy	NOMcom	roi
,	PONfbl	,
soy	PROper	soi
trouvant	VERppa	trouver
chargé	VERppe	charger
de	PRE	de
ce	DETdem	ce
cas	NOMcom	cas
(	PONpga	(
contre	PRE	contre
verité	NOMcom	verité
,	PONfbl	,
comme	CONsub	comme
il	PROper	il
disoit	VERcjg	dire
)	PONpdr	)
,	PONfbl	,
requeroit	VERcjg	requerre
audit	PRE.DETcom	à.ledit
duc	NOMcom	duc
Philippe	NOMpro	Philippe
que	CONsub	que
ce	DETdem	ce
messire	NOMcom	seignor
Olivier	NOMpro	Olivier
de	PRE	de
la	DETdef	le
Marche	NOMcom	marche
luy	PROper	lui
fust	VERcjg	estre
envoyé	VERppe	envoyer
prisonnier	NOMcom	prisonnier
à	PRE	à
Paris	NOMpro	Paris
pour	PRE	pour
en	PROadv	en
faire	VERinf	faire
la	DETdef	le
pugnition	NOMcom	pugnition
telle	ADJind	tel
que	CONsub	que
le	DETdef	le
cas	NOMcom	cas
le	PROper	il
requeroit	VERcjg	requerre
.	PONfrt	.

A	PRE	a
ce	DETdem	ce
point	NOMcom	point
leur	PROper	leur
respondit	VERcjg	répondre
le	DETdef	le
duc	NOMcom	duc
Philippes	NOMpro	Philippe
que	CONsub	que
messire	NOMcom	seignor
Olivier	NOMpro	Olivier
de	PRE	de
la	DETdef	le
Marche	NOMcom	marche
estoit	VERcjg	estre
né	VERppe	naître
de	PRE	de
la	DETdef	le
conté	NOMcom	comté
de	PRE	de
Bourgongne	NOMpro	Burgonde
,	PONfbl	,
et	CONcoo	et
son	DETpos	son
maistre	NOMcom	maître
d'	PRE	de
hostel	NOMcom	hôtel
,	PONfbl	,
et	CONcoo	et
en	PRE	en
riens	PROind	rien
subgect	ADJqua	subet
à	PRE	à
la	DETdef	le
couronne	NOMcom	couronne
;	PONfbl	;
toutesfois	ADVgen	toutefois
,	PONfbl	,
que	CONsub	que
s'	CONsub	se
il	PROper	il
avoit	VERcjg	avoir
dit	VERppe	dire
ne	ADVneg	ne
faict	VERcjg	faire
chose	NOMcom	chose
qui	PROrel	que
fust	VERcjg	estre
contre	PRE	contre
l'	DETdef	le
honneur	NOMcom	honneur
du	PRE.DETdef	de.le
roy	NOMcom	roi
et	CONcoo	et
que	CONsub	que
ainsi	ADVgen	ainsi
le	PROper	il
trouvast	VERcjg	trouver
par	PRE	par
information	NOMcom	information
,	PONfbl	,
qu'	CONcoo	que
il	PROper	il
en	PROadv	en
feroit	VERcjg	faire
la	DETdef	le
pugnition	NOMcom	pugnition
telle	ADJind	tel
que	CONsub	que
ou	PRE.DETdef	en.le
cas	NOMcom	cas
appartiendroit	VERcjg	appartenir
;	PONfbl	;
et	CONcoo	et
que	CONsub	que
,	PONfbl	,
au	PRE.DETdef	a
regard	NOMcom	regard
du	PRE.DETdef	de.le
bastard	NOMcom	bastard
de	PRE	de
Rubempré	NOMpro	Robempré
,	PONfbl	,
il	PROimp	il
est	VERcjg	estre
vray	ADJqua	vrai
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
prins	VERppe	prendre
pour	PRE	pour
les	DETdef	le
signes	NOMcom	signe
et	CONcoo	et
contenances	NOMcom	contenance
que	PROrel	que
avoyent	VERcjg	avoir
ledict	DETcom	ledit
bastard	NOMcom	bastard
et	CONcoo	et
ses	DETpos	son
gens	NOMcom	gens
à	PRE	à
l'	DETdef	le
environ	NOMcom	environ
de	PRE	de
la	DETdef	le
Haye	NOMpro	Haye
en	PRE	en
Holande	NOMpro	Hollande
,	PONfbl	,
où	PROrel	où
pour	PRE	pour
lors	ADVgen	lors
estoit	VERcjg	estre
sondict	DETcom	sondit
filz	NOMcom	fil
,	PONfbl	,
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
si	CONsub	si
ledict	DETcom	ledit
conte	NOMcom	conte
estoit	VERcjg	estre
suspessonneux	ADJqua	soupson
,	PONfbl	,
il	PROper	il
ne	ADVneg	ne
le	PROper	il
tenoit	VERcjg	tenir
point	ADVneg	point
de	PRE	de
luy	PROper	lui
,	PONfbl	,
car	CONcoo	car
il	PROper	il
ne	ADVneg	ne
le	PROper	il
fut	VERcjg	être
oncques	ADVgen	onques
,	PONfbl	,
mais	CONcoo	mais
le	PROper	il
tenoit	VERcjg	tenir
de	PRE	de
sa	DETpos	son
mère	NOMcom	mère
,	PONfbl	,
qui	PROrel	que
avoit	VERcjg	avoir
esté	VERppe	être
la	DETdef	le
plus	ADVgen	plus
suspessonneuse	ADJqua	soupsonos
dame	NOMcom	dame
qu'	PROrel	que
il	PROper	il
eust	VERcjg	avoir
jamais	ADVgen	jamais
congneue	VERppe	connaître
;	PONfbl	;
mais	CONcoo	mais
,	PONfbl	,
nonobstant	ADVgen	nonobsant
que	CONsub	que
luy	PROper	lui
,	PONfbl	,
comme	CONsub	comme
dit	VERppe	dire
est	VERcjg	estre
,	PONfbl	,
n'	ADVneg	ne
eust	VERcjg	avoir
jamais	ADVgen	jamais
esté	VERppe	être
suspessonneux	ADJqua	soupson
,	PONfbl	,
s'	CONsub	se
il	PROper	il
se	PROper	soi
fust	VERcjg	estre
trouvé	VERppe	trouver
,	PONfbl	,
au	PRE.DETdef	a
lieu	NOMcom	lieu
de	PRE	de
son	DETpos	son
filz	NOMcom	fil
,	PONfbl	,
à	PRE	à
l'	DETdef	le
heure	NOMcom	heure
que	PROrel	que
ce	DETdem	ce
bastard	NOMcom	bastard
de	PRE	de
Rubembré	NOMpro	Rubembré
regnoit	VERcjg	regner
ès	PRE.DETdef	en.le
environs	NOMcom	environ
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
l'	PROper	il
eust	VERcjg	avoir
fait	VERppe	faire
prendre	VERinf	prendre
,	PONfbl	,
comme	CONsub	comme
il	PROper	il
avoit	VERcjg	avoir
esté	VERppe	être
