LETTRE	NOMpro	Lettre
et	CONcoo	et
les	DETdef	le
grans	ADJqua	grand
damages	NOMcom	dommage
que	PROrel	que
li	DETdef	le
Choramin	NOMpro	Coramin
et	CONcoo	et
li	DETdef	le
autre	PROind	autre
Sarrazin	NOMpro	Sarrasin
avoient	VERcjg	avoir
faites	VERppe	faire
a	PRE	a
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesucrist	NOMpro	Jésus-Christ
et	CONcoo	et
a	PRE	a
la	DETdef	le
crestienté	NOMcom	chrétienté
.	PONfrt	.

Il	PROper	il
disoient	VERcjg	dire
que	CONsub	que
leur	DETpos	leur
sires	NOMcom	seignor
mandoit	VERcjg	mander
encore	ADVgen	encore
au	PRE.DETdef	a
roy	NOMcom	roi
que	CONsub	que
il	PROper	il
passast	VERcjg	passer
en	PRE	en
Egypte	NOMpro	Égypte
au	PRE.DETdef	a
nouviau	ADJqua	nouveau
temps	NOMcom	temps
,	PONfbl	,
pour	PRE	pour
guerroier	VERinf	guerroyer
le	DETdef	le
soudant	NOMcom	soudant
de	PRE	de
Babiloine	NOMpro	Babylone
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
Tartarin	NOMpro	Tartarin
en	PRE	en
ce	DETdem	ce
point	NOMcom	point
meisme	ADJind	même
enterroient	VERcjg	entrer
pour	PRE	pour
guerroier	VERinf	guerroyer
en	PRE	en
la	DETdef	le
terre	NOMcom	terre
le	DETdef	le
caliphe	NOMcom	calipe
de	PRE	de
Baudas	NOMpro	Baudas
;	PONfbl	;
car	CONcoo	car
en	PRE	en
tel	DETind	tel
maniere	NOMcom	manière
ne	ADVneg	ne
porroient	VERcjg	pöoir
il	PROper	il
aidier	VERinf	aidier
li	DETdef	le
un	PROind	un
aus	PRE.DETdef	à.le
autres	PROind	autre
.	PONfrt	.

Li	DETdef	le
roys	NOMcom	roi
de	PRE	de
France	NOMpro	France
ot	VERcjg	avoir
conseil	NOMcom	conseil
d'	PRE	de
envoier	VERinf	envoiier
ses	DETpos	son
messages	NOMcom	message
avecques	PRE	avec
ceulz	PROdem	celui
a	PRE	a
Eltheltay	NOMpro	Eutheltai
,	PONfbl	,
leur	DETpos	leur
seigneur	NOMcom	seigneur
,	PONfbl	,
et	CONcoo	et
au	PRE.DETdef	a
souverain	ADJqua	souverain
seigneur	NOMcom	seigneur
des	PRE.DETdef	de.le
Tartarins	NOMpro	Tartarin
,	PONfbl	,
que	PROrel	que
on	PROind	on
apeloit	VERcjg	apeler
Quioquan	NOMpro	Quioquan
,	PONfbl	,
pour	PRE	pour
savoir	VERinf	savoir
la	DETdef	le
verité	NOMcom	verité
de	PRE	de
ces	DETdem	ce
choses	NOMcom	chose
.	PONfrt	.

Il	PROper	il
disoient	VERcjg	dire
que	CONsub	que
,	PONfbl	,
jusques	PRE	jusque
la	ADVgen	là
ou	PROrel	où
Quioquan	NOMpro	Quioquan
manoit	VERcjg	manoir
,	PONfbl	,
avoitbien	ADVgen	avoitien
demi	ADJqua	demi
an	NOMcom	an
d'	PRE	de
errure	NOMcom	errure
,	PONfbl	,
mais	CONcoo	mais
Eltheltay	NOMpro	Eutheltai
lor	DETpos	lor
sires	NOMcom	seignor
et	CONcoo	et
li	DETdef	le
os	NOMcom	os
des	PRE.DETdef	de.le
Tartarins	NOMpro	Tartarin
n'	ADVneg	ne
estoit	VERcjg	estre
mie	ADVneg	mie
moult	ADVgen	moult
loins	ADJqua	loin
;	PONfbl	;
car	CONcoo	car
il	PROper	il
estoient	VERcjg	être
en	PRE	en
Perse	NOMpro	Perse
que	CONsub	que
il	PROper	il
avoient	VERcjg	avoir
toute	PROind	tout
destruite	VERppe	détruire
et	CONcoo	et
mise	VERppe	metre
en	PRE	en
la	DETdef	le
subjection	NOMcom	sujétion
des	PRE.DETdef	de.le
Tartarins	NOMpro	Tartarin
.	PONfrt	.

Bien	ADVgen	bien
disoient	VERcjg	dire
encore	ADVgen	encore
que	CONsub	que
li	DETdef	le
Tartarin	NOMpro	Tartarin
estoient	VERcjg	être
mout	ADVgen	mout
a	PRE	a
la	DETdef	le
volenté	NOMcom	volonté
le	DETdef	le
roy	NOMcom	roi
et	CONcoo	et
de	PRE	de
la	DETdef	le
crestienté	NOMcom	chrétienté
.	PONfrt	.

Quant	CONsub	quand
ce	PROdem	ce
vint	VERcjg	venir
a	PRE	a
la	DETdef	le
quinsaine	NOMcom	coinsaine
de	PRE	de
la	DETdef	le
Chandeler	NOMpro	Chandeler
,	PONfbl	,
li	DETdef	le
message	NOMcom	message
les	DETdef	le
Tartarins	NOMpro	Tartarin
et	CONcoo	et
li	DETdef	le
message	NOMcom	message
le	DETdef	le
roy	NOMcom	roi
s'	PROper	soi
en	PROadv	en
alerent	VERcjg	aller
tout	ADVgen	tout
ensamble	ADVgen	ensemble
,	PONfbl	,
ce	PROdem	ce
est	VERcjg	estre
a	PRE	a
savoir	VERinf	savoir
frere	NOMcom	frère
Andrieu	NOMpro	Andrieu
de	PRE	de
saint	ADJqua	saint
Jacque	NOMpro	Jacque
,	PONfbl	,
et	CONcoo	et
uns	DETndf	un
siens	ADJpos	sien
freres	NOMcom	frère
,	PONfbl	,
et	CONcoo	et
maistres	NOMcom	maître
Jehans	NOMpro	Jean
Goderiche	NOMpro	Goderiche
,	PONfbl	,
et	CONcoo	et
uns	DETndf	un
autres	ADJind	autre
clers	NOMcom	clerc
de	PRE	de
Poissi	NOMpro	Poissy
,	PONfbl	,
et	CONcoo	et
Herbers	NOMpro	Hébert
li	DETdef	le
Sommeliers	NOMcom	sommeillier
,	PONfbl	,
et	CONcoo	et
Gerbers	NOMpro	Gerbert
de	PRE	de
Sens	NOMpro	Sans
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
ce	PROdem	ce
vint	VERcjg	venir
a	PRE	a
la	DETdef	le
mi	ADJpos	mon
quaresme	NOMcom	carême
,	PONfbl	,
li	DETdef	le
roys	NOMcom	roi
oï	VERcjg	öir
nouveles	NOMcom	nouvelle
d'	PRE	de
eulz	PROper	eux
que	CONsub	que
il	PROper	il
s'	PROper	soi
en	PROadv	en
aloient	VERcjg	aler
la	DETdef	le
baniere	NOMcom	bannière
desploïe	VERppe	déploire
au	PRE.DETdef	a
maistre	NOMcom	maître
des	PRE.DETdef	de.le
Tartarins	NOMpro	Tartarin
,	PONfbl	,
parmi	PRE	parmi
la	DETdef	le
terre	NOMcom	terre
des	PRE.DETdef	de.le
mescreans	NOMcom	mécréant
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
il	PROper	il
avoient	VERcjg	avoir
ce	PROdem	ce
que	PROrel	que
il	PROper	il
voloient	VERcjg	voloir
par	PRE	par
la	DETdef	le
doutance	NOMcom	doutance
des	PRE.DETdef	de.le
messages	NOMcom	message
au	PRE.DETdef	a
maistre	NOMcom	maître
des	PRE.DETdef	de.le
Tartarins	NOMpro	Tartarin
.	PONfrt	.

Aprés	PRE	après
ces	DETdem	ce
choses	NOMcom	chose
,	PONfbl	,
li	DETdef	le
roys	NOMcom	roi
et	CONcoo	et
toute	DETind	tout
s'	DETpos	son
estoire	NOMcom	estoire
,	PONfbl	,
que	CONsub	que
il	PROper	il
esmoit	VERcjg	esmer
bien	ADVgen	bien
a	PRE	a
.ij.m	PROcar	dix
.	PONfrt	.

et	CONcoo	et
.v.c	PROcar	cinc|cent
.	PONfrt	.

chevaliers	NOMcom	chevalier
,	PONfbl	,
et	CONcoo	et
.v	PROcar	cinq
.	PONfrt	.

mil	DETcar	mille
arbalestriers	NOMcom	arbalétrier
et	CONcoo	et
grant	ADJqua	grant
plenté	NOMcom	plenté
d'	PRE	de
autre	DETind	autre
gent	NOMcom	gent
a	PRE	a
pié	NOMcom	pié
et	CONcoo	et
a	PRE	a
cheval	NOMcom	cheval
,	PONfbl	,
entrerent	VERcjg	entrer
es	PRE.DETdef	en.le
nez	NOMcom	nef
et	CONcoo	et
monterent	VERcjg	monter
sus	PRE	sus
mer	NOMcom	mer
a	PRE	a
Lymeçon	NOMpro	Limeçon
et	CONcoo	et
aus	PRE.DETdef	à.le
autres	ADJind	autre
pors	NOMcom	porc
de	PRE	de
Cypre	NOMpro	Chipre
,	PONfbl	,
le	DETdef	le
jour	NOMcom	jour
de	PRE	de
l'	DETdef	le
Ascencion	NOMpro	Ascençon
qui	PROrel	que
adonques	ADVgen	adonc
fu	VERcjg	estre
le	DETdef	le
tresieme	ADJord	tresième
jour	NOMcom	jour
de	PRE	de
may	NOMcom	mai
,	PONfbl	,
pour	PRE	pour
aler	VERinf	aler
en	PRE	en
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Damiette	NOMpro	Damieut
,	PONfbl	,
ou	PROrel	où
il	PROper	il
n'	ADVneg	ne
avoit	VERcjg	avoir
pas	ADVneg	pas
de	PRE	de
Cypre	NOMpro	Chipre
plus	ADVgen	plus
de	PRE	de
trois	DETcar	trois
journees	NOMcom	journée
.	PONfrt	.

Nous	PROper	nous
fumes	VERcjg	estre
sus	PRE	sus
mer	NOMcom	mer
vint	DETcar	vingt
et	CONcoo	et
deus	DETcar	deux
jours	NOMcom	jour
,	PONfbl	,
et	CONcoo	et
moult	ADVgen	moult
eumes	VERcjg	avoir
de	PRE	de
contraires	NOMcom	contraire
et	CONcoo	et
de	PRE	de
travaus	NOMcom	travail
en	PRE	en
la	DETdef	le
mer	NOMcom	mer
.	PONfrt	.

Le	DETdef	le
vendredi	NOMcom	vendredi
aprés	PRE	après
la	DETdef	le
Trinité	NOMcom	trinité
,	PONfbl	,
entor	PRE	entour
tierce	NOMcom	tierce
,	PONfbl	,
venismes	VERcjg	venir
devant	PRE	devant
Damiete	NOMpro	Damiet
et	CONcoo	et
grant	ADJqua	grant
partie	NOMcom	partie
de	PRE	de
nostre	DETpos	notre
estoire	NOMcom	estoire
avecques	PRE	avec
nous	PROper	nous
,	PONfbl	,
mais	CONcoo	mais
ele	PROper	il
n'	ADVneg	ne
i	PROadv	i
estoit	VERcjg	estre
mie	ADVneg	mie
toute	ADVgen	tout
d'	PRE	de
assez	ADVgen	assez
.	PONfrt	.

Et	CONcoo	et
bien	ADVgen	bien
avoit	VERcjg	avoir
trois	DETcar	trois
lieues	NOMcom	lieue
jusques	PRE	jusque
a	PRE	a
terre	NOMcom	terre
.	PONfrt	.

Liroys	NOMpro	Liroy
fist	VERcjg	faire
l'	DETdef	le
estoire	NOMcom	estoire
aancrer	VERinf	aencrer
et	CONcoo	et
manda	VERcjg	mander
tantost	ADVgen	tantôt
touz	DETind	tous
les	DETdef	le
barons	NOMcom	baron
qui	PROrel	que
la	ADVgen	là
estoient	VERcjg	être
.	PONfrt	.

Il	PROper	il
s'	PROper	soi
asamblerent	VERcjg	assembler
tout	ADVgen	tout
dedens	PRE	dedans
Monjoie	NOMpro	Montjoie
,	PONfbl	,
la	DETdef	le
nef	NOMcom	nef
le	DETdef	le
roy	NOMcom	roi
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
acorderent	VERcjg	accorder
que	CONsub	que
il	PROper	il
iroient	VERcjg	aller
prendre	VERinf	prendre
terre	NOMcom	terre
l'	DETdef	le
endemain	NOMcom	endemain
bien	ADVgen	bien
matin	NOMcom	matin
et	CONcoo	et
malgré	NOMcom	maugré
lor	DETpos	lor
anemis	NOMcom	ennemi
,	PONfbl	,
se	CONsub	se
il	PROper	il
lor	PROper	il
osoient	VERcjg	oser
deffendre	VERinf	défendre
.	PONfrt	.

Commandé	VERppe	commander
fu	VERcjg	estre
que	CONsub	que
on	PROind	on
apareillast	VERcjg	apareiller
toutes	DETind	tous
les	DETdef	le
galies	NOMcom	galée
et	CONcoo	et
touz	DETind	tous
les	DETdef	le
menuz	ADJqua	menu
vaissiaus	NOMcom	vaisseau
de	PRE	de
l'	DETdef	le
istoire	NOMcom	istoire
et	CONcoo	et
que	CONsub	que
l'	DETdef	le
endemain	NOMcom	endemain
bien	ADVgen	bien
matin	NOMcom	matin
y	PROadv	y
entraissent	VERcjg	entraisser
tout	DETind	tout
cil	PROdem	cel
qui	PROrel	que
entrer	VERinf	entrer
y	PROadv	y
porroient	VERcjg	pöoir
.	PONfrt	.

Bien	ADVgen	bien
fu	VERcjg	estre
dit	VERppe	dire
que	CONsub	que
chascuns	PROind	chascun
se	PROper	soi
confessast	VERcjg	confesser
et	CONcoo	et
appareillast	VERcjg	appareiller
et	CONcoo	et
feist	VERcjg	faire
son	DETpos	son
testament	NOMcom	testement
,	PONfbl	,
et	CONcoo	et
atornast	VERcjg	atorner
bien	ADVgen	bien
son	DETpos	son
affaire	NOMcom	affaire
comme	CONsub	comme
por	PRE	por
morir	VERinf	morir
,	PONfbl	,
se	CONsub	se
il	PROimp	il
pleust	VERcjg	plaire
a	PRE	a
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesucrist	NOMpro	Jésus-Christ
.	PONfrt	.

Quant	CONsub	quand
ce	PROdem	ce
vint	VERcjg	venir
l'	DETdef	le
endemain	NOMcom	endemain
bien	ADVgen	bien
matin	NOMcom	matin
,	PONfbl	,
li	DETdef	le
roys	NOMcom	roi
oy	VERcjg	ouïr
le	DETdef	le
service	NOMcom	service
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
et	CONcoo	et
tele	DETind	tel
messe	NOMcom	messe
que	PROrel	que
on	PROind	on
fait	VERcjg	faire
en	PRE	en
mer	NOMcom	mer
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
arma	VERcjg	armer
et	CONcoo	et
commanda	VERcjg	commander
que	CONsub	que
tout	PROind	tout
s'	PROper	soi
armaissent	VERcjg	armer
et	CONcoo	et
entraissent	VERcjg	entraisser
en	PRE	en
petis	ADJqua	petit
vaissiaus	NOMcom	vaisseau
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
entra	VERcjg	entrer
en	PRE	en
une	DETndf	un
coche	NOMcom	coche
de	PRE	de
Normendie	NOMpro	Normandie
,	PONfbl	,
et	CONcoo	et
nous	PROper	nous
et	CONcoo	et
nostre	DETpos	notre
compaignon	NOMcom	compagnon
avec	PRE	avec
lui	PROper	il
et	CONcoo	et
li	DETdef	le
legas	NOMcom	légat
ausi	ADVgen	aussi
,	PONfbl	,
si	ADVgen	si
que	CONsub	que
il	PROper	il
tenoit	VERcjg	tenir
la	DETdef	le
vraie	ADJqua	vrai
crois	NOMcom	croix
et	CONcoo	et
seignoit	VERcjg	seignier
les	DETdef	le
gens	NOMcom	gens
armees	VERppe	armer
qui	PROrel	que
estoient	VERcjg	être
entré	VERppe	entrer
les	DETdef	le
menuz	ADJqua	menu
vaissiaus	NOMcom	vaisseau
por	PRE	por
aler	VERinf	aler
prendre	VERinf	prendre
terre	NOMcom	terre
.	PONfrt	.

Li	DETdef	le
roys	NOMcom	roi
fist	VERcjg	faire
entrer	VERinf	entrer
en	PRE	en
la	DETdef	le
barge	NOMcom	barge
de	PRE	de
cantier	VERinf	chanter
monseigneur	NOMcom	monseigneur
Jehan	NOMpro	Jean
de	PRE	de
Biaumont	NOMpro	Biaumont
,	PONfbl	,
Maihieu	NOMpro	Mahieu
de	PRE	de
Marli	NOMpro	Marli
et	CONcoo	et
Gofroi	NOMpro	Gofroi
de	PRE	de
Sargines	NOMpro	Sargine
,	PONfbl	,
et	CONcoo	et
fist	VERcjg	faire
metre	VERinf	metre
le	DETdef	le
confanon	NOMcom	gonfanon
monseigneur	NOMcom	monseigneur
saint	ADJqua	saint
Denis	NOMpro	Denis
avec	PRE	avec
euls	PROper	eux
.	PONfrt	.

Cele	DETdem	cel
barge	NOMcom	barge
aloit	VERcjg	aler
devant	ADVgen	devant
et	CONcoo	et
tout	DETind	tout
li	DETdef	le
autre	ADJind	autre
vaissel	NOMcom	vaisseau
alerent	VERcjg	aller
aprés	ADVgen	après
et	CONcoo	et
suirent	VERcjg	suivre
le	DETdef	le
confanon	NOMcom	gonfanon
.	PONfrt	.

La	DETdef	le
coche	NOMcom	coche
ou	PROrel	où
li	DETdef	le
roys	NOMcom	roi
estoit	VERcjg	estre
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
legas	NOMcom	légat
delez	PRE	dalez
lui	PROper	il
,	PONfbl	,
qui	PROrel	que
tenoit	VERcjg	tenir
la	DETdef	le
sainte	ADJqua	saint
vraie	ADJqua	vrai
crois	NOMcom	croix
,	PONfbl	,
et	CONcoo	et
nous	PROper	nous
,	PONfbl	,
estions	VERcjg	estre
touzjourz	ADVgen	toujours
alans	VERppa	aller
derrieres	ADVgen	derrier
.	PONfrt	.

Quant	CONsub	quand
nous	PROper	nous
aprochasmes	VERcjg	aprochier
de	PRE	de
la	DETdef	le
rive	NOMcom	rive
a	PRE	a
une	DETndf	un
arbalestree	NOMcom	arbalestree
,	PONfbl	,
mout	ADVgen	mout
grant	ADJqua	grant
plenté	NOMcom	plenté
de	PRE	de
Turs	NOMpro	Turs
a	PRE	a
pié	NOMcom	pié
et	CONcoo	et
a	PRE	a
cheval	NOMcom	cheval
et	CONcoo	et
bien	ADVgen	bien
armé	VERppe	armer
,	PONfbl	,
qui	PROrel	que
estoient	VERcjg	être
devant	PRE	devant
nous	PROper	nous
sus	PRE	sus
la	DETdef	le
rive	NOMcom	rive
,	PONfbl	,
traissent	VERcjg	traire
a	PRE	a
nous	PROper	nous
mout	ADVgen	mout
espessement	ADVgen	épaissement
,	PONfbl	,
et	CONcoo	et
nous	PROper	nous
a	PRE	a
euls	PROper	eux
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
nous	PROper	nous
aprochasmes	VERcjg	aprochier
de	PRE	de
terre	NOMcom	terre
,	PONfbl	,
bien	ADVgen	bien
.ij	PROcar	deux
.	PONfrt	.

m.	DETdef	mil
Turs	NOMcom	tour
,	PONfbl	,
qui	PROrel	que
la	ADVgen	là
estoient	VERcjg	être
a	PRE	a
cheval	NOMcom	cheval
,	PONfbl	,
se	PROper	soi
ferirent	VERcjg	ferir
en	PRE	en
la	DETdef	le
mer	NOMcom	mer
bien	ADVgen	bien
avant	ADVgen	avant
encontre	PRE	encontre
nos	DETpos	notre
