CHRONIQUE	NOMcom	chonneur
grosses	ADJqua	gros
proies	NOMcom	proie
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
chevaulx	NOMcom	cheval
,	PONfbl	,
vaches	NOMcom	vache
,	PONfbl	,
et	CONcoo	et
aultres	DETind	autre
biens	NOMcom	bien
et	CONcoo	et
bestailz	NOMcom	bestail
.	PONfrt	.

Si	ADVgen	si
furent	VERcjg	estre
tost	ADVgen	tost
et	CONcoo	et
radement	ADVgen	radement
poursievis	VERppe	poursuivre
des	PRE.DETdef	de.le
gens	NOMcom	gens
de	PRE	de
ladicte	DETcom	ladit
duchesse	NOMcom	douche
.	PONfrt	.

Lesquelz	PROrel	lequel
en	PROadv	en
occirent	VERcjg	occire
trois	PROcar	trois
ou	CONcoo	o
quatre	PROcar	catre
en	PRE	en
la	DETdef	le
place	NOMcom	place
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
aultres	PROind	autre
se	PROper	soi
sauvèrent	VERcjg	sauver
par	PRE	par
force	NOMcom	force
de	PRE	de
bien	ADVgen	bien
coure	VERinf	courir
,	PONfbl	,
réservé	VERppe	reserver
deux	PROcar	deux
qui	PROrel	que
furent	VERcjg	estre
ratains	VERppe	rataindre
et	CONcoo	et
pris	VERppe	prendre
,	PONfbl	,
et	CONcoo	et
menés	VERppe	mener
au	PRE.DETdef	a
QuesnoyleConte	NOMpro	Quesnoylonte
,	PONfbl	,
où	PROrel	où
ils	PROper	il
eurent	VERcjg	avoir
les	DETdef	le
hateriaulx	NOMcom	hatereau
coppés	VERppe	couper
.	PONfrt	.

Auquel	PRE.DETrel	à.lequel
lieu	NOMcom	lieu
du	PRE.DETdef	de.le
Quesnoy	NOMpro	Quesnoy
ala	VERcjg	aller
au	PRE.DETdef	a
giste	NOMcom	giste
ycelle	DETdem	cil
duchesse	NOMcom	douche
de	PRE	de
Bourgongne	NOMpro	Burgonde
,	PONfbl	,
où	PROrel	où
estoit	VERcjg	estre
le	DETdef	le
duc	NOMcom	duc
son	DETpos	son
mari	NOMcom	mari
,	PONfbl	,
à	PRE	à
cuy	PROrel	que
elle	PROper	elle
racompta	VERcjg	raconter
tout	DETind	tout
ce	PROdem	ce
qu'	PROrel	que
elle	PROper	elle
avoit	VERcjg	avoir
trouvé	VERppe	trouver
envers	PRE	envers
le	DETdef	le
roy	NOMcom	roi
de	PRE	de
France	NOMpro	France
et	CONcoo	et
ceulx	PROdem	celui
qui	PROrel	que
le	PROper	il
gouvernoient	VERcjg	gouverner
.	PONfrt	.

Et	CONcoo	et
pour	PRE	pour
vrai	ADJqua	vrai
,	PONfbl	,
la	DETdef	le
plus	ADVgen	plus
grand	ADJqua	grand
partie	NOMcom	partie
des	PRE.DETdef	de.le
nobles	NOMcom	noble
qui	PROrel	que
avoient	VERcjg	avoir
esté	VERppe	être
avec	PRE	avec
elle	PROper	elle
en	PRE	en
ycelui	DETdem	cil
voiage	NOMcom	voyage
,	PONfbl	,
n'	ADVneg	ne
estoient	VERcjg	être
point	ADVneg	point
si	ADVgen	si
françois	ADJqua	françois
à	PRE	à
leur	DETpos	leur
retour	NOMcom	retour
qu'	CONsub	que
ils	PROper	il
estoient	VERcjg	être
quand	CONsub	quand
ils	PROper	il
alèrent	VERcjg	aller
devers	PRE	devers
le	DETdef	le
Roy	NOMcom	roi
,	PONfbl	,
pour	PRE	pour
aulcunes	DETind	aucun
parolles	NOMcom	parole
qu'	PROrel	que
ils	PROper	il
avoient	VERcjg	avoir
oyes	VERppe	ouïr
et	CONcoo	et
veues	VERppe	voir
en	PRE	en
yceulz	PROdem	cil
de	PRE	de
ce	DETdem	ce
party	NOMcom	parti
.	PONfrt	.

Pour	PRE	pour
lesquelz	DETrel	lequel
rappors	NOMcom	rappor
,	PONfbl	,
le	DETdef	le
dessusdit	PRE.DETcom	de.ledit
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
se	PROper	soi
pensa	VERcjg	penser
en	PRE	en
luy	PROper	lui
meisme	ADJind	même
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
devisa	VERcjg	deviser
avec	PRE	avec
aulcuns	PROind	aucun
de	PRE	de
son	DETpos	son
plus	ADVgen	plus
privé	ADJqua	privé
conseil	NOMcom	conseil
,	PONfbl	,
que	PROrel	que
grand	ADJqua	grand
besoing	NOMcom	besoing
lui	PROper	il
estoit	VERcjg	estre
de	PRE	de
luy	PROper	lui
et	CONcoo	et
ses	DETpos	son
pays	NOMcom	pays
tenir	VERinf	tenir
seurs	ADJqua	sûr
et	CONcoo	et
bien	ADVgen	bien
garnis	VERppe	garnir
de	PRE	de
gens	NOMcom	gens
,	PONfbl	,
considérans	VERppa	considérer
que	CONsub	que
à	PRE	à
peu	ADVgen	peu
de	PRE	de
occasion	NOMcom	occasion
on	PROind	on
seroit	VERcjg	estre
tost	ADVgen	tost
enclin	ADJqua	enclin
de	PRE	de
lui	PROper	il
faire	VERinf	faire
grief	NOMcom	grief
ou	CONcoo	o
dommage	NOMcom	dommage
.	PONfrt	.

Nientmains	NOMpro	Nainmain
,	PONfbl	,
si	ADVgen	si
y	PROadv	y
avoit	VERcjg	avoir
”	PONpdr	”
“	PONpga	“
il	PROimp	il
tous	DETind	tous
jours	NOMcom	jour
des	PRE.DETdef	de.le
vaillans	VERppa	valoir
,	PONfbl	,
discrès	NOMcom	discré
,	PONfbl	,
prudens	ADJqua	prudant
et	CONcoo	et
saiges	ADJqua	sage
hommes	NOMcom	homme
,	PONfbl	,
qui	PROrel	que
moult	ADVgen	moult
désiroient	VERcjg	désirer
et	CONcoo	et
contendoient	VERcjg	contendre
de	PRE	de
les	PROper	il
tenir	VERinf	tenir
en	PRE	en
paix	NOMcom	paix
et	CONcoo	et
bonne	ADJqua	bon
union	NOMcom	onion
.	PONfrt	.

Et	CONcoo	et
par	PRE	par
espécial	NOMcom	épel
de	PRE	de
la	DETdef	le
partie	NOMcom	partie
du	PRE.DETdef	de.le
Roy	NOMcom	roi
se	PROper	soi
y	PROadv	y
employèrent	VERcjg	employer
l'	DETdef	le
archevesque	NOMcom	archevêque
de	PRE	de
Rains	NOMpro	Reims
,	PONfbl	,
grand	ADJqua	grand
chancelier	NOMcom	chancelier
de	PRE	de
France	NOMpro	France
.	PONfrt	.

Et	CONcoo	et
jà	ADVgen	jà
soit	VERcjg	estre
”	PONpdr	”
“	PONpga	“
il	PROimp	il
que	CONsub	que
la	DETdef	le
dessusdicte	ADJqua	dessus-dit
duchesse	NOMcom	douche
de	PRE	de
Bourgongne	NOMpro	Burgonde
se	PROper	soi
fust	VERcjg	estre
départie	VERppe	départir
de	PRE	de
devers	PRE	devers
le	DETdef	le
Roy	NOMcom	roi
,	PONfbl	,
comme	CONsub	comme
vous	PROper	vous
avés	VERcjg	avoir
oy	VERppe	ouïr
cidevant	VERppa	cidever
,	PONfbl	,
si	ADVgen	si
y	PROadv	y
avoit	VERcjg	avoir
”	PONpdr	”
“	PONpga	“
il	PROimp	il
,	PONfbl	,
de	PRE	de
jour	NOMcom	jour
en	PRE	en
jour	NOMcom	jour
,	PONfbl	,
aulcuns	DETind	aucun
hommes	NOMcom	homme
de	PRE	de
bien	ADVgen	bien
alans	VERppa	aller
et	CONcoo	et
venans	VERppa	venir
de	PRE	de
partie	NOMcom	partie
à	PRE	à
aultre	PROind	autre
pour	PRE	pour
entretenir	VERinf	entretenir
et	CONcoo	et
concorder	VERinf	concorder
ce	PROdem	ce
qui	PROrel	que
ferait	VERcjg	faire
à	PRE	à
faire	VERinf	faire
entre	PRE	entre
eulx	PROper	eux
.	PONfrt	.

Comment	ADVsub	comment
la	DETdef	le
forteresce	NOMcom	forterece
de	PRE	de
Montagu	NOMpro	Montagu
,	PONfbl	,
appertenant	VERppa	appartenir
au	PRE.DETdef	a
damoiseau	NOMcom	damoiseau
de	PRE	de
Commarcis	NOMpro	Commarcis
,	PONfbl	,
fut	VERcjg	être
abatue	VERppe	abattre
et	CONcoo	et
désolée	VERppe	désoler
par	PRE	par
le	DETdef	le
commandement	NOMcom	commandement
du	PRE.DETdef	de.le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
.	PONfrt	.

En	PRE	en
oultre	ADVgen	outre
,	PONfbl	,
messire	NOMcom	seignor
Robert	NOMpro	Robert
de	PRE	de
Salebrusse	NOMpro	Salebruse
,	PONfbl	,
seigneur	NOMcom	seigneur
de	PRE	de
Commarcis	NOMpro	Commarcis
,	PONfbl	,
poursievoit	VERcjg	poursivre
très	ADVgen	très
fort	ADVgen	fort
le	DETdef	le
Roy	NOMcom	roi
et	CONcoo	et
ceulz	PROdem	celui
de	PRE	de
son	DETpos	son
conseil	NOMcom	conseil
pour	PRE	pour
ravoir	VERinf	ravoir
la	DETdef	le
forteresce	NOMcom	forterece
de	PRE	de
Montagu	NOMpro	Montagu
.	PONfrt	.

Lequel	DETrel	lequel
seigneur	NOMcom	seigneur
de	PRE	de
Commarcis	NOMpro	Commarcis
n'	ADVneg	ne
estoit	VERcjg	estre
point	ADVneg	point
en	PRE	en
la	DETdef	le
grace	NOMcom	grâce
du	PRE.DETdef	de.le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
,	PONfbl	,
mais	CONcoo	mais
l'	PROper	il
avoit	VERcjg	avoir
en	PRE	en
très	ADVgen	très
grande	ADJqua	grand
indignacion	NOMcom	indignation
et	CONcoo	et
hayne	NOMcom	haine
pour	PRE	pour
pluiseurs	DETind	plusieurs
injures	NOMcom	injure
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
fait	VERppe	faire
en	PRE	en
ses	DETpos	son
pays	NOMcom	pays
,	PONfbl	,
et	CONcoo	et
aussy	ADVgen	aussi
à	PRE	à
ses	DETpos	son
gens	NOMcom	gens
et	CONcoo	et
subgectz	NOMcom	sujét
.	PONfrt	.

Et	CONcoo	et
pour	PRE	pour
tant	ADVgen	tant
ne	ADVneg	ne
vouloit	VERcjg	vouloir
consentir	VERinf	consentir
pour	PRE	pour
nulle	DETind	nul
riens	NOMcom	rien
que	PROrel	que
ycelle	DETdem	cil
forteresce	NOMcom	forterece
luy	PROper	lui
fust	VERcjg	estre
rendue	VERppe	rendre
,	PONfbl	,
ains	ADVgen	ains
vouloit	VERcjg	vouloir
qu'	CONsub	que
elle	PROper	elle
fust	VERcjg	estre
démolie	VERppe	démoulir
et	CONcoo	et
abatue	VERppe	abattre
.	PONfrt	.

Et	CONcoo	et
pareillement	ADVgen	pareillement
le	PROper	il
désiroient	VERcjg	désirer
pluiseurs	DETind	plusieurs
bonnes	ADJqua	bon
villes	NOMcom	ville
,	PONfbl	,
comme	CONsub	comme
Rains	NOMpro	Reims
,	PONfbl	,
Laon	NOMpro	Laon
,	PONfbl	,
SaintQuentin	ADJqua	saint-ventin
et	CONcoo	et
aultres	PROind	autre
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
de	PRE	de
très	ADVgen	très
long	ADJqua	long
temps	NOMcom	temps
gens	NOMcom	gens
s'	PROper	soi
estoient	VERcjg	être
acoustumés	VERppe	accoutumer
d'	PRE	de
eulx	PROper	eux
y	PROadv	y
tenir	VERinf	tenir
.	PONfrt	.

Lesquelz	PROrel	lequel
moult	ADVgen	moult
fort	ADVgen	fort
avoient	VERcjg	avoir
travillié	VERppe	travaillier
et	CONcoo	et
oppressé	VERppe	oppresser
par	PRE	par
leurs	DETpos	leur
courses	NOMcom	course
et	CONcoo	et
pilleries	NOMcom	pilerie
ceulz	PROdem	celui
desdictes	PRE.DETcom	de.ledit
villes	NOMcom	ville
et	CONcoo	et
du	PRE.DETdef	de.le
plat	ADJqua	plat
pays	NOMcom	pays
à	PRE	à
l'	DETdef	le
environ	NOMcom	environ
.	PONfrt	.

Et	CONcoo	et
finablement	ADVgen	finablement
la	DETdef	le
conclusion	NOMcom	conclusion
fut	VERcjg	être
telle	ADJind	tel
,	PONfbl	,
que	CONcoo	que
ceulx	PROdem	celui
qui	PROrel	que
estoient	VERcjg	être
dedens	ADVgen	dedans
baillèrent	VERcjg	bailler
seurté	NOMcom	sëurté
de	PRE	de
le	PROper	il
rendre	VERinf	rendre
au	PRE.DETdef	a
Roy	NOMcom	roi
,	PONfbl	,
à	PRE	à
l'	DETdef	le
entrée	NOMcom	entrée
du	PRE.DETdef	de.le
mois	NOMcom	mois
de	PRE	de
juing	NOMcom	jüin
prochainement	ADVgen	prochainement
ensievant	VERppa	ensuivre
,	PONfbl	,
en	PRE	en
tel	DETind	tel
estat	NOMcom	état
qu'	CONsub	que
il	PROimp	il
plairoit	VERcjg	plaire
audit	PRE.DETcom	à.ledit
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
entière	ADJqua	entier
ou	CONcoo	o
désolée	VERppe	désoler
.	PONfrt	.

Et	CONcoo	et
de	PRE	de
ce	PROdem	ce
fut	VERcjg	être
le	DETdef	le
Roy	NOMcom	roi
content	ADJqua	content
.	PONfrt	.

Pendant	VERppa	pendre
lequel	DETrel	lequel
temps	NOMcom	temps
,	PONfbl	,
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
fict	VERcjg	fider
mettre	VERinf	mettre
ouvriers	NOMcom	ouvrier
en	PRE	en
oeuvre	NOMcom	oeuvre
en	PRE	en
grand	ADJqua	grand
nombre	NOMcom	nombre
pour	PRE	pour
ycelle	DETdem	cil
forteresce	NOMcom	forterece
abatre	VERinf	abattre
et	CONcoo	et
démolir	VERinf	démoulir
.	PONfrt	.

Et	CONcoo	et
ainsy	ADVgen	ainsi
en	PROadv	en
fut	VERcjg	être
fait	VERppe	faire
.	PONfrt	.

Mais	CONcoo	mais
durant	PRE	durant
le	DETdef	le
temps	NOMcom	temps
dessusdit	ADVgen	dessus-dit
,	PONfbl	,
ycelui	DETdem	cil
damoiseau	NOMcom	damoiseau
de	PRE	de
Commarcis	NOMpro	Commarcis
cuida	VERcjg	cuidier
trouver	VERinf	trouver
aulcuns	DETind	aucun
moyens	NOMcom	moyen
secrètement	ADVgen	secretement
de	PRE	de
le	PROper	il
ravoir	VERinf	ravoir
en	PRE	en
sa	DETpos	son
main	NOMcom	main
pour	PRE	pour
argent	NOMcom	argent
,	PONfbl	,
à	PRE	à
aulcuns	PROind	aucun
de	PRE	de
ceulx	PROdem	celui
qui	PROrel	que
l'	PROper	il
avoient	VERcjg	avoir
en	PRE	en
garde	NOMcom	garde
.	PONfrt	.

Lesquelx	PROrel	lequel
furent	VERcjg	estre
de	PRE	de
ce	PROdem	ce
accusés	VERppe	accuser
,	PONfbl	,
et	CONcoo	et
pour	PRE	pour
ceste	DETdem	cest
cause	NOMcom	cause
prins	VERppe	prendre
,	PONfbl	,
et	CONcoo	et
en	PROadv	en
y	PROadv	y
eut	VERcjg	avoir
quatre	PROcar	catre
qui	PROrel	que
eurent	VERcjg	avoir
les	DETdef	le
hateriaux	NOMcom	haterel
coppés	VERppe	couper
.	PONfrt	.

Lequel	PROrel	lequel
en	PROadv	en
estoit	VERcjg	estre
l'	DETdef	le
un	PROind	un
,	PONfbl	,
le	DETdef	le
prévost	NOMcom	prévôt
de	PRE	de
la	DETdef	le
ville	NOMcom	ville
dudit	PRE.DETcom	de.ledit
Montagu	NOMpro	Montagu
.	PONfrt	.

Ainsy	ADVgen	ainsi
et	CONcoo	et
par	PRE	par
telle	DETind	tel
manière	NOMcom	manière
fut	VERcjg	être
désolée	VERppe	désoler
ycelle	DETdem	cil
forteresce	NOMcom	forterece
,	PONfbl	,
laquelle	PROrel	lequel
estoit	VERcjg	estre
scituée	VERppe	scituer
et	CONcoo	et
assise	VERppe	assëoir
hault	ADVgen	haut
sur	PRE	sur
une	DETndf	un
montaigne	NOMcom	montagne
,	PONfbl	,
en	PRE	en
moult	ADVgen	moult
fort	ADJqua	fort
lieu	NOMcom	lieu
.	PONfrt	.

A	PRE	a
l'	DETdef	le
occasion	NOMcom	occasion
de	PRE	de
laquelle	PROrel	lequel
le	DETdef	le
pays	NOMcom	pays
avoit	VERcjg	avoir
eu	VERppe	avoir
moult	ADVgen	moult
à	PRE	à
souffrir	VERinf	souffrir
,	PONfbl	,
comme	CONsub	comme
dict	VERppe	dire
est	VERcjg	estre
dessus	ADVgen	dessus
.	PONfrt	.

Comment	ADVsub	comment
le	DETdef	le
roy	NOMcom	roi
de	PRE	de
France	NOMpro	France
ala	VERcjg	aller
mettre	VERinf	mettre
le	DETdef	le
siège	NOMcom	siège
devant	PRE	devant
la	DETdef	le
ville	NOMcom	ville
de	PRE	de
Creyl	NOMpro	Creil
,	PONfbl	,
laquelle	PROrel	lequel
il	PROper	il
conquist	VERcjg	conquerre
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
après	PRE	après
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
de	PRE	de
France	NOMpro	France
eut	VERcjg	avoir
sousjourné	VERppe	soujourner
par	PRE	par
l'	DETdef	le
espace	NOMcom	espace
d'	PRE	de
un	DETndf	un
mois	NOMcom	mois
ou	CONcoo	o
environ	ADVgen	environ
dedens	PRE	dedans
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Laon	NOMpro	Laon
,	PONfbl	,
il	PROper	il
se	PROper	soi
parti	VERcjg	partir
de	PRE	de
là	ADVgen	là
,	PONfbl	,
et	CONcoo	et
par	PRE	par
Soissons	NOMpro	Soisson
et	CONcoo	et
Noyon	NOMpro	Noyon
s'	PROper	soi
en	PROadv	en
ala	VERcjg	aller
à	PRE	à
Compiengne	NOMpro	Compienge
,	PONfbl	,
où	PROrel	où
il	PROper	il
sousjourna	VERcjg	soujourner
par	PRE	par
aulcuns	DETind	aucun
jours	NOMcom	jour
,	PONfbl	,
en	PRE	en
attendant	VERppa	attendre
son	DETpos	son
armée	NOMcom	armée
qui	PROrel	que
se	PROper	soi
préparoit	VERcjg	préparoir
pour	PRE	pour
aler	VERinf	aler
devant	PRE	devant
la	DETdef	le
ville	NOMcom	ville
de	PRE	de
Creyl	NOMpro	Creil
.	PONfrt	.

Et	CONcoo	et
non	ADVneg	non
obstant	VERppa	obster
que	CONsub	que
Guillemme	NOMpro	Guillaume
de	PRE	de
Flavy	NOMpro	Flavi
,	PONfbl	,
capitaine	NOMcom	capitaine
d'	PRE	de
ycelle	DETdem	cil
ville	NOMcom	ville
de	PRE	de
Compiengne	NOMpro	Compienge
,	PONfbl	,
euyst	VERcjg	ouïr
son	DETpos	son
pardon	NOMcom	pardon
et	CONcoo	et
rémission	NOMcom	rémission
du	PRE.DETdef	de.le
