Ainsi	ADVgen	ainsi
ceulx	PROdem	celui
de	PRE	de
dedans	ADVgen	dedans
à	PRE	à
leur	DETpos	leur
grant	ADJqua	grant
dommage	NOMcom	dommage
.	PONfrt	.

Le	DETdef	le
viiiè	ADJqua	vif
jour	NOMcom	jour
après	ADVgen	après
furent	VERcjg	estre
prins	VERppe	prendre
d'	PRE	de
assault	NOMcom	assaut
,	PONfbl	,
après	PRE	après
avoir	VERinf	avoir
esté	VERppe	être
bien	ADVgen	bien
battuz	VERppe	batre
,	PONfbl	,
et	CONcoo	et
n'	ADVneg	ne
eurent	VERcjg	avoir
leurs	DETpos	leur
amys	NOMcom	ami
loisyr	VERinf	loisir
de	PRE	de
penser	VERinf	penser
s'	CONsub	se
ilz	PROper	il
leur	PROper	leur
ayderoient	VERcjg	aider
.	PONfrt	.

Ladicte	DETcom	ladit
ville	NOMcom	ville
fut	VERcjg	être
bruslée	VERppe	brusler
et	CONcoo	et
rasée	VERppe	rasser
;	PONfbl	;
les	DETdef	le
prisonniers	NOMcom	prisonnier
,	PONfbl	,
jusques	PRE	jusque
à	PRE	à
huyt	PROcar	huit
cens	PROcar	cent
,	PONfbl	,
noyéz	VERppe	noyer
devant	PRE	devant
Bouvynies	NOMpro	Bouvinie
,	PONfbl	,
à	PRE	à
la	DETdef	le
grant	ADJqua	grant
requeste	NOMcom	requête
de	PRE	de
ceulx	PROdem	celui
de	PRE	de
Bouvynies	NOMpro	Bouvinie
.	PONfrt	.

Je	PROper	je
ne	ADVneg	ne
sçay	VERcjg	savoir
si	CONsub	si
Dieu	NOMpro	Dieu
l'	PROper	il
avoit	VERcjg	avoir
ainsi	ADVgen	ainsi
permys	VERppe	permettre
pour	PRE	pour
leur	DETpos	leur
grand	ADJqua	grand
mauvaistié	NOMcom	mauvaiseté
,	PONfbl	,
mais	CONcoo	mais
la	DETdef	le
vengeance	NOMcom	vengeance
fut	VERcjg	être
cruelle	ADJqua	crueil
sur	PRE	sur
eulx	PROper	eux
.	PONfrt	.

Le	DETdef	le
lendemain	NOMcom	lendemain
que	PROrel	que
la	DETdef	le
ville	NOMcom	ville
fut	VERcjg	être
prinse	VERppe	prendre
,	PONfbl	,
arrivèrent	VERcjg	arriver
les	DETdef	le
Liégeoys	NOMpro	Lieger
en	PRE	en
grande	ADJqua	grand
compaignie	NOMcom	compagnie
pour	PRE	pour
les	PROper	il
secourir	VERinf	secourir
contre	PRE	contre
leur	DETpos	leur
promesse	NOMcom	promesse
,	PONfbl	,
car	CONcoo	car
ilz	PROper	il
s'	PROper	soi
estoient	VERcjg	être
separéz	VERppe	separer
d'	PRE	de
eulx	PROper	eux
par	PRE	par
appoinctement	NOMcom	appointement
,	PONfbl	,
comme	CONsub	comme
ceulx	PROdem	celui
de	PRE	de
Dynant	NOMpro	Dinant
s'	PROper	soi
estoient	VERcjg	être
separéz	VERppe	separer
de	PRE	de
la	DETdef	le
cité	NOMcom	cité
.	PONfrt	.

Le	DETdef	le
duc	NOMcom	duc
Philippes	NOMpro	Philippe
se	PROper	soi
retyra	VERcjg	retirer
pour	PRE	pour
son	DETpos	son
ancien	ADJqua	ancien
aage	NOMcom	ëage
,	PONfbl	,
et	CONcoo	et
son	DETpos	son
filz	NOMcom	fil
et	CONcoo	et
toute	DETind	tout
son	DETpos	son
armée	NOMcom	armée
se	PROper	soi
tyra	VERcjg	tirer
au	PRE.DETdef	a
devant	NOMcom	devant
des	PRE.DETdef	de.le
Liégeoys	NOMpro	Lieger
.	PONfrt	.

Nous	PROper	nous
les	PROper	il
recontrasmes	VERcjg	recontrer
plus	ADVgen	plus
tost	ADVgen	tost
que	CONsub	que
ne	ADVneg	ne
pensions	VERcjg	penser
:	PONfbl	:
car	CONcoo	car
,	PONfbl	,
par	PRE	par
cas	NOMcom	cas
d'	PRE	de
adventure	NOMcom	aventure
,	PONfbl	,
nostre	DETpos	notre
avantgarde	NOMcom	avantarde
se	PROper	soi
esguara	VERcjg	égarer
par	PRE	par
faulte	NOMcom	faute
de	PRE	de
ses	DETpos	son
guydes	NOMcom	guide
,	PONfbl	,
et	CONcoo	et
les	PROper	il
rencontrasmes	VERcjg	rencontrer
avecques	PRE	avec
la	DETdef	le
bataille	NOMcom	bataille
où	PROrel	où
estoient	VERcjg	être
les	DETdef	le
principaulx	ADJqua	principal
chefs	NOMcom	chef
de	PRE	de
l'	DETdef	le
armée	NOMcom	armée
.	PONfrt	.

Il	PROper	il
estoit	VERcjg	estre
jà	ADVgen	jà
sur	PRE	sur
le	DETdef	le
tard	NOMcom	tard
;	PONfbl	;
toutesfois	ADVgen	toutefois
on	PROind	on
se	PROper	soi
apprestoit	VERcjg	apprêter
de	PRE	de
les	PROper	il
assaillir	VERinf	assaillir
.	PONfrt	.

Sur	PRE	sur
cela	PROdem	cel
,	PONfbl	,
vindrent	VERcjg	venir
gens	NOMcom	gens
depputéz	VERppe	députer
par	PRE	par
eulx	PROper	eux
au	PRE.DETdef	a
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
,	PONfbl	,
qui	PROrel	que
requisrent	VERcjg	requérir
que	CONsub	que
,	PONfbl	,
en	PRE	en
l'	DETdef	le
honneur	NOMcom	honneur
de	PRE	de
la	DETdef	le
Vierge	NOMcom	vierge
Marie	NOMpro	Marie
dont	PROrel	dont
il	PROper	il
estoit	VERcjg	estre
la	DETdef	le
veille	NOMcom	veille
,	PONfbl	,
il	PROper	il
voulsist	VERcjg	vouloir
avoir	VERinf	avoir
pitié	NOMcom	pitié
de	PRE	de
ce	DETdem	ce
peuple	NOMcom	peuple
,	PONfbl	,
en	PRE	en
excusant	VERppa	excuser
leur	DETpos	leur
faulte	NOMcom	faute
au	PRE.DETdef	a
myeulx	NOMcom	mieux
qu'	PROrel	que
ilz	PROper	il
peürent	VERcjg	pëor
.	PONfrt	.

Lesditz	DETcom	ledit
Liégeoys	NOMpro	Lieger
tenoient	VERcjg	tenir
contenance	NOMcom	contenance
de	PRE	de
gens	NOMcom	gens
qui	PROrel	que
desirent	VERcjg	désirer
la	DETdef	le
bataille	NOMcom	bataille
et	CONcoo	et
toute	DETind	tout
opposite	NOMcom	oposite
de	PRE	de
la	DETdef	le
parolle	NOMcom	parole
de	PRE	de
leur	DETpos	leur
embassadeur	NOMcom	embasseur
.	PONfrt	.

Toutesfois	ADVgen	toutefois
,	PONfbl	,
après	PRE	après
estre	VERinf	estre
alléz	VERppe	aller
et	CONcoo	et
tournéz	VERppe	tourner
deux	DETcar	deux
ou	CONcoo	o
trois	DETcar	trois
foys	NOMcom	fois
,	PONfbl	,
fut	VERcjg	être
accordé	VERppe	accorder
par	PRE	par
eulx	PROper	eux
entretenir	VERinf	entretenir
la	DETdef	le
paix	NOMcom	paix
de	PRE	de
l'	DETdef	le
an	NOMcom	an
precédent	NOMcom	précédent
et	CONcoo	et
bailler	VERinf	bailler
certaine	DETind	certain
somme	NOMcom	somme
d'	PRE	de
argent	NOMcom	argent
;	PONfbl	;
et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
seüreté	NOMcom	sëureté
de	PRE	de
tenir	VERinf	tenir
cecy	PROdem	cest
myeulx	ADVgen	mieux
que	CONsub	que
ce	PROdem	ce
qui	PROrel	que
estoit	VERcjg	estre
passé	VERppe	passer
,	PONfbl	,
promisdrent	VERcjg	promettre
bailler	VERinf	bailler
trois	DETcar	trois
cens	DETcar	cent
ostaiges	NOMcom	ostage
nomméz	VERppe	nommer
en	PRE	en
ung	DETndf	un
rolle	NOMcom	règle
par	PRE	par
l'	DETdef	le
evesque	NOMcom	évêque
du	PRE.DETdef	de.le
Liége	NOMpro	Liège
et	CONcoo	et
autres	PROind	autre
ses	DETpos	son
serviteurs	NOMcom	serviteur
estans	VERppa	être
en	PRE	en
l'	DETdef	le
armée	NOMcom	armée
et	CONcoo	et
les	PROper	il
livrer	VERinf	livrer
dedans	PRE	dedans
le	DETdef	le
lendemain	NOMcom	lendemain
huyt	DETcar	huit
heures	NOMcom	heure
.	PONfrt	.

Ceste	DETdem	cest
nuyct	NOMcom	nuit
estoit	VERcjg	estre
l'	DETdef	le
ost	NOMcom	ost
des	PRE.DETdef	de.le
Bourguygnons	NOMpro	Bourguignon
en	PRE	en
grand	ADJqua	grand
doubte	NOMcom	doute
,	PONfbl	,
car	CONcoo	car
il	PROper	il
n'	ADVneg	ne
estoit	VERcjg	estre
en	PRE	en
riens	PROind	rien
cloz	VERppe	clore
ny	CONcoo	ni
fort	ADJqua	fort
et	CONcoo	et
separé	VERppe	separer
et	CONcoo	et
en	PRE	en
lieu	NOMcom	lieu
propice	ADJqua	propice
pour	PRE	pour
les	DETdef	le
Liégeois	NOMpro	Liégois
,	PONfbl	,
qui	PROrel	que
tous	PROind	tous
estoient	VERcjg	être
gens	NOMcom	gens
de	PRE	de
pied	NOMcom	pied
et	CONcoo	et
congnoissans	VERppa	connaître
le	DETdef	le
pays	NOMcom	pays
mieulx	ADVgen	mieux
que	CONsub	que
nous	PROper	nous
.	PONfrt	.

Aucuns	PROind	aucun
d'	PRE	de
eulx	PROper	eux
eurent	VERcjg	avoir
envye	NOMcom	envie
de	PRE	de
nous	PROper	nous
assaillir	VERinf	assaillir
,	PONfbl	,
et	CONcoo	et
mon	DETpos	mon
advis	NOMcom	avis
est	VERcjg	estre
qu'	CONsub	que
ilz	PROper	il
en	PROadv	en
eussent	VERcjg	avoir
eu	VERppe	avoir
du	PRE.DETdef	de.le
meilleur	NOMcom	meilleur
.	PONfrt	.

Ceulx	PROdem	celui
qui	PROrel	que
avoient	VERcjg	avoir
traicté	VERppe	traiter
l'	DETdef	le
accord	NOMcom	accord
rompirent	VERcjg	rompre
cette	DETdem	cet
entreprise	NOMcom	entreprise
.	PONfrt	.

Dès	PRE	dès
que	CONsub	que
le	DETdef	le
jour	NOMcom	jour
apparut	VERcjg	apparoir
,	PONfbl	,
tout	DETind	tout
nostre	DETpos	notre
ost	NOMcom	ost
s'	PROper	soi
assembla	VERcjg	assembler
et	CONcoo	et
les	DETdef	le
batailles	NOMcom	bataille
bien	ADVgen	bien
ordonnées	VERppe	ordonner
;	PONfbl	;
le	DETdef	le
nombre	NOMcom	nombre
grand	ADJqua	grand
comme	CONsub	comme
de	PRE	de
trois	DETcar	trois
mil	DETcar	mille
hommes	NOMcom	homme
d'	PRE	de
armes	NOMcom	arme
,	PONfbl	,
que	CONcoo	que
bons	ADJqua	bon
que	CONcoo	que
mauvais	ADJqua	mauvais
,	PONfbl	,
et	CONcoo	et
douze	DETcar	douze
ou	CONcoo	o
treize	DETcar	troize
mille	DETcar	mille
archiers	NOMcom	archier
et	CONcoo	et
d'	PRE	de
autre	DETind	autre
gens	NOMcom	gens
de	PRE	de
pied	NOMcom	pied
beaucoup	ADVgen	beaucoup
du	PRE.DETdef	de.le
pays	NOMcom	pays
voysin	ADJqua	voisin
.	PONfrt	.

On	PROind	on
tira	VERcjg	tirer
droit	ADVgen	droit
à	PRE	à
eulx	PROper	eux
pour	PRE	pour
recevoir	VERinf	recevoir
les	DETdef	le
ostages	NOMcom	otage
ou	CONcoo	o
pour	PRE	pour
les	PROper	il
combattre	VERinf	combattre
,	PONfbl	,
s'	CONsub	se
il	PROimp	il
y	PROadv	y
avoit	VERcjg	avoir
faulte	NOMcom	faute
.	PONfrt	.

Nous	PROper	nous
les	PROper	il
trouvasmes	VERcjg	trouver
jà	ADVgen	jà
separéz	VERppe	separer
,	PONfbl	,
et	CONcoo	et
se	PROper	soi
departoyent	VERcjg	départir
par	PRE	par
bendes	NOMcom	bende
et	CONcoo	et
en	PRE	en
desordre	VERinf	desordre
,	PONfbl	,
comme	CONsub	comme
peuple	NOMcom	peuple
mal	ADVgen	mal
conduyt	VERppe	conduire
.	PONfrt	.

Il	PROper	il
estoit	VERcjg	estre
jà	ADVgen	jà
près	ADVgen	près
de	PRE	de
heure	NOMcom	heure
de	PRE	de
midy	NOMcom	midi
,	PONfbl	,
et	CONcoo	et
n'	ADVneg	ne
avoyent	VERcjg	avoir
point	ADVneg	point
baillé	VERppe	bailler
les	DETdef	le
ostages	NOMcom	otage
.	PONfrt	.

Le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
demanda	VERcjg	demander
au	PRE.DETdef	a
mareschal	NOMcom	maréchal
de	PRE	de
