Beneois	VERppe	bénir
qu'	CONsub	que
ele	PROper	il
meismes	ADJind	même
les	PROper	il
descauchoit	VERcjg	déchausser
et	CONcoo	et
terdoit	VERcjg	terdre
leurs	DETpos	leur
soulliers	NOMcom	soulier
a	PRE	a
ses	DETpos	son
mains	NOMcom	main
et	CONcoo	et
leur	PROper	leur
lavoit	VERcjg	laver
leurs	DETpos	leur
pies	NOMcom	pied
et	CONcoo	et
leur	PROper	leur
recousoit	VERcjg	recoudre
leurs	DETpos	leur
reubes	NOMcom	robe
et	CONcoo	et
tout	DETind	tout
ce	PROdem	ce
faisoit	VERcjg	faire
sans	PRE	sans
murmure	NOMcom	murmure
et	CONcoo	et
par	PRE	par
bon	ADJqua	bon
coraige	NOMcom	courage
.	PONfrt	.

Ele	PROper	elle
deservi	VERcjg	desservir
tant	ADVgen	tant
que	CONsub	que
cascune	PROind	chacun
de	PRE	de
ses	DETpos	son
compaingnes	NOMcom	compagne
le	PROper	il
looit	VERcjg	löer
et	CONcoo	et
amoit	VERcjg	amer
et	CONcoo	et
tant	ADVgen	tant
monteplia	VERcjg	moulteplier
de	PRE	de
jour	NOMcom	jour
en	PRE	en
jour	NOMcom	jour
sa	DETpos	son
bone	ADJqua	bon
renommee	NOMcom	renommée
ke	CONsub	que
,	PONfbl	,
quant	CONsub	cant
le	DETdef	le
feme	NOMcom	femme
Archenoalt	NOMpro	Erchinoald
fu	VERcjg	estre
trespassee	VERppe	trépasser
de	PRE	de
cest	DETdem	cest
siecle	NOMcom	siècle
,	PONfbl	,
il	PROper	il
voult	VERcjg	vouloir
faire	VERinf	faire
Batelt	NOMpro	Bathilde
compaingnes	NOMcom	compagne
de	PRE	de
son	DETpos	son
lit	NOMcom	lit
par	PRE	par
loial	ADJqua	loyal
assamblee	NOMcom	assemblée
de	PRE	de
mariaige	NOMcom	mariage
.	PONfrt	.

Mais	CONcoo	mais
lués	ADVgen	luès
que	CONsub	que
la	DETdef	le
beneoite	ADJqua	benoît
virge	NOMcom	vierge
qui	PROrel	que
ja	ADVgen	ja
estoit	VERcjg	estre
environnee	VERppe	environner
de	PRE	de
la	DETdef	le
grace	NOMcom	grâce
del	PRE.DETdef	de
saint	ADJqua	saint
esprit	NOMcom	esprit
s'	PROper	soi
en	PROadv	en
fu	VERcjg	estre
aperceue	VERppe	apercevoir
,	PONfbl	,
si	ADVgen	si
se	PROper	soi
retraist	VERcjg	retraire
mout	ADVgen	mout
saigement	ADVgen	sagement
de	PRE	de
ses	DETpos	son
regarts	NOMcom	regard
,	PONfbl	,
siques	CONsub	que
une	DETndf	un
nuit	NOMcom	nuit
,	PONfbl	,
quant	CONsub	cant
ele	PROper	il
fu	VERcjg	estre
apelee	VERppe	appeler
au	PRE.DETdef	a
lit	NOMcom	lit
del	PRE.DETdef	de
prince	NOMcom	prince
,	PONfbl	,
ele	PROper	il
se	PROper	soi
repust	VERcjg	repondre
comme	CONsub	comme
saige	ADJqua	sage
pucele	NOMcom	pucele
en	PRE	en
une	DETndf	un
angle	NOMcom	ange
de	PRE	de
le	DETdef	le
maison	NOMcom	maison
et	CONcoo	et
se	PROper	soi
couvri	VERcjg	couvrir
de	PRE	de
malvais	ADJqua	mauvais
drapiaus	NOMcom	drapeau
,	PONfbl	,
si	ADVgen	si
c'	CONsub	que
on	PROind	on
ne	ADVneg	ne
quidast	VERcjg	cuider
jamais	ADVgen	jamais
que	CONsub	que
nus	PROind	nul
i	PROadv	i
fust	VERcjg	estre
,	PONfbl	,
car	CONcoo	car
tres	ADVgen	très
adont	ADVgen	adonc
esquivoit	VERcjg	esquiver
ele	PROper	il
les	DETdef	le
malvaises	ADJqua	mauvais
honnors	NOMcom	honneur
et	CONcoo	et
amoit	VERcjg	amer
et	CONcoo	et
ensivoit	VERcjg	ensuivre
a	PRE	a
son	DETpos	son
pooir	NOMcom	pouvoir
humilité	NOMcom	humilité
et	CONcoo	et
casteé	NOMcom	chasté
et	CONcoo	et
vaoit	VERcjg	vouer
a	PRE	a
tous	DETind	tous
jors	NOMcom	jour
mais	ADVgen	mais
a	PRE	a
esquiver	VERinf	esquiver
humain	ADJqua	humain
lit	NOMcom	lit
por	PRE	por
plus	ADVgen	plus
legierement	ADVgen	légèrement
parvenir	VERinf	parvenir
a	PRE	a
son	DETpos	son
espirituel	ADJqua	espirituel
espous	NOMcom	époux
et	CONcoo	et
ce	PROdem	ce
n'	ADVneg	ne
est	VERcjg	estre
mie	ADVneg	mie
doute	NOMcom	doute
que	CONsub	que
ce	PROdem	ce
ne	ADVneg	ne
fust	VERcjg	estre
par	PRE	par
le	DETdef	le
porveance	NOMcom	pourvoyance
Nostre	DETpos	notre
Seignor	NOMcom	seignor
qu'	CONsub	que
ele	PROper	il
ne	ADVneg	ne
fu	VERcjg	estre
cele	DETdem	cil
nuit	NOMcom	nuit
trovee	VERppe	trover
,	PONfbl	,
car	CONcoo	car
por	PRE	por
ce	PROdem	ce
qu'	CONsub	que
ele	PROper	il
ne	ADVneg	ne
peut	VERcjg	pouvoir
estre	VERinf	estre
trovee	VERppe	trover
fu	VERcjg	estre
une	DETndf	un
autre	PROind	autre
amenee	VERppe	amener
au	PRE.DETdef	a
lit	NOMcom	lit
del	PRE.DETdef	de
prince	NOMcom	prince
,	PONfbl	,
siques	CONsub	que
,	PONfbl	,
quant	CONsub	cant
il	PROper	il
en	PROadv	en
eut	VERcjg	avoir
fait	VERppe	faire
se	DETpos	son
volenté	NOMcom	volonté
et	CONcoo	et
Batelt	NOMpro	Bathilde
fu	VERcjg	estre
a	PRE	a
le	DETdef	le
parfin	NOMcom	parfin
quise	VERppe	quérir
et	CONcoo	et
trovee	VERppe	trover
,	PONfbl	,
ele	PROper	il
ne	ADVneg	ne
fu	VERcjg	estre
touquie	VERppe	toucher
del	PRE.DETdef	de
prince	NOMcom	prince
.	PONfrt	.

Et	CONcoo	et
tout	DETind	tout
ce	PROdem	ce
fist	VERcjg	faire
Nostre	DETpos	notre
Sires	NOMcom	sire
por	PRE	por
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
voloit	VERcjg	voloir
que	CONsub	que
cele	PROdem	cel
eust	VERcjg	avoir
le	DETdef	le
seigneur	NOMcom	seigneur
qui	PROrel	que
por	PRE	por
amor	NOMcom	amor
de	PRE	de
li	PROper	il
avoit	VERcjg	avoir
refusé	VERppe	refuser
le	DETdef	le
sergant	NOMcom	sergent
et	CONcoo	et
pour	PRE	pour
che	PROdem	ce
meismes	ADJind	même
qu'	CONsub	que
il	PROimp	il
estoit	VERcjg	estre
raisons	NOMcom	raison
que	CONsub	que
de	PRE	de
cele	PROdem	cel
qui	PROrel	que
de	PRE	de
roial	ADJqua	royal
lignie	NOMcom	lignée
estoit	VERcjg	estre
estraite	VERppe	extraire
que	CONsub	que
roiaus	ADJqua	royal
lignaiges	NOMcom	lignage
en	PROadv	en
issist	VERcjg	issir
,	PONfbl	,
car	CONcoo	car
ne	ADVneg	ne
demoura	VERcjg	demeurer
gaires	ADVgen	gaire
qu'	CONsub	que
ele	PROper	il
fu	VERcjg	estre
mariee	VERppe	marïer
a	PRE	a
Clodoveu	NOMpro	Clovis
,	PONfbl	,
le	DETdef	le
fil	NOMcom	fil
le	DETdef	le
bon	ADJqua	bon
roi	NOMcom	roi
Dagoubert	NOMpro	Dagobert
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
humilités	NOMcom	humilité
l'	PROper	il
eut	VERcjg	avoir
en	PRE	en
tele	DETind	tel
maniere	NOMcom	manière
essauchie	VERppe	exhausser
,	PONfbl	,
si	ADVgen	si
li	PROper	il
monteploia	VERcjg	moulteplier
Nostres	DETpos	notre
Sires	NOMcom	sire
sa	DETpos	son
grace	NOMcom	grâce
que	CONsub	que
nus	PROind	nul
n'	ADVneg	ne
avoit	VERcjg	avoir
a	PRE	a
li	PROper	il
riens	PROind	rien
a	PRE	a
faire	VERinf	faire
qui	PROrel	que
ne	ADVneg	ne
l'	PROper	il
amast	VERcjg	amer
de	PRE	de
tout	DETind	tout
son	DETpos	son
cuer	NOMcom	cuer
,	PONfbl	,
car	CONcoo	car
ele	PROper	il
obeissoit	VERcjg	obéir
au	PRE.DETdef	a
roi	NOMcom	roi
comme	CONsub	comme
a	PRE	a
son	DETpos	son
seignor	NOMcom	seignor
et	CONcoo	et
as	PRE.DETdef	à.le
prinches	NOMcom	prince
estoit	VERcjg	estre
comme	CONsub	comme
mere	NOMcom	mere
et	CONcoo	et
as	PRE.DETdef	à.le
prestres	NOMcom	prêtre
comme	CONsub	comme
fille	NOMcom	fille
et	CONcoo	et
a	PRE	a
tous	DETind	tous
les	DETdef	le
jones	NOMcom	jeune
comme	CONsub	comme
piteuse	ADJqua	piteux
norriche	NOMcom	nourrice
.	PONfrt	.

Ele	PROper	elle
amoit	VERcjg	amer
tous	DETind	tous
prestres	NOMcom	prêtre
comme	CONsub	comme
peres	NOMcom	père
et	CONcoo	et
les	DETdef	le
moines	NOMcom	moine
comme	CONsub	comme
ses	DETpos	son
freres	NOMcom	frère
et	CONcoo	et
les	DETdef	le
povres	ADJqua	pauvre
comme	CONsub	comme
chiaus	PROdem	celui
de	PRE	de
se	DETpos	son
maisnie	NOMcom	maisnie
et	CONcoo	et
les	DETdef	le
estranges	ADJqua	estrange
comme	CONsub	comme
ses	DETpos	son
enfans	NOMcom	enfant
et	CONcoo	et
leur	PROper	leur
souvenoit	VERcjg	souvenir
de	PRE	de
chou	PROdem	ce
qu'	CONsub	que
ele	PROper	il
meismes	ADJind	même
estoit	VERcjg	estre
estrange	ADJqua	estrange
.	PONfrt	.

Ele	PROper	elle
soustenoit	VERcjg	soutenir
les	DETdef	le
veves	NOMcom	veuve
et	CONcoo	et
les	DETdef	le
orphenins	NOMcom	orphelin
et	CONcoo	et
aidoit	VERcjg	aider
mout	ADVgen	mout
volentiers	ADVgen	volentiers
a	PRE	a
tous	DETind	tous
les	DETdef	le
mehaigniés	VERppe	mehaigner
.	PONfrt	.

Ele	PROper	elle
portoit	VERcjg	porter
mout	ADVgen	mout
grant	ADJqua	grant
honneur	NOMcom	honneur
as	PRE.DETdef	à.le
prinches	NOMcom	prince
et	CONcoo	et
retenoit	VERcjg	retenir
mout	ADVgen	mout
volentiers	ADVgen	volentiers
les	DETdef	le
porfitables	ADJqua	profitable
consaus	NOMcom	conseil
de	PRE	de
cascun	PROind	chacun
.	PONfrt	.

Ele	PROper	elle
enseignoit	VERcjg	enseigner
mout	ADVgen	mout
volentiers	ADVgen	volentiers
as	PRE.DETdef	à.le
jones	ADJqua	jeune
gens	NOMcom	gens
les	DETdef	le
oeuvres	NOMcom	oeuvre
de	PRE	de
religion	NOMcom	religion
et	CONcoo	et
tous	DETind	tous
jours	NOMcom	jour
estoit	VERcjg	estre
en	PRE	en
prieres	NOMcom	prière
vers	PRE	vers
son	DETpos	son
seigneur	NOMcom	seigneur
pour	PRE	pour
les	DETdef	le
eglises	NOMcom	église
et	CONcoo	et
por	PRE	por
les	DETdef	le
povres	ADJqua	pauvre
,	PONfbl	,
car	CONcoo	car
encore	ADVgen	encore
fust	VERcjg	estre
li	DETdef	le
cors	NOMcom	corps
en	PRE	en
seculer	ADJqua	séculier
habit	NOMcom	habit
,	PONfbl	,
s'	ADVgen	si
estoit	VERcjg	estre
li	DETdef	le
cuers	NOMcom	cuer
mout	ADVgen	mout
plains	ADJqua	plein
de	PRE	de
religion	NOMcom	religion
et	CONcoo	et
mout	ADVgen	mout
appareilliés	VERppe	appareiller
de	PRE	de
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
loer	VERinf	löer
et	CONcoo	et
servir	VERinf	servir
.	PONfrt	.

Si	ADVgen	si
tost	ADVgen	tost
comme	CONsub	comme
li	DETdef	le
rois	NOMcom	roi
,	PONfbl	,
ses	DETpos	son
sires	NOMcom	seignor
,	PONfbl	,
eut	VERcjg	avoir
apercheue	VERppe	apercevoir
se	DETpos	son
grant	ADJqua	grant
religion	NOMcom	religion
,	PONfbl	,
pour	PRE	pour
chou	PROdem	ce
qu'	CONsub	que
il	PROper	il
li	PROper	il
voloit	VERcjg	voloir
aidier	VERinf	aidier
a	PRE	a
parfaire	VERinf	parfaire
chou	PROdem	ce
qu'	PROrel	que
ele	PROper	il
avoit	VERcjg	avoir
concheu	VERppe	concevoir
en	PRE	en
se	DETpos	son
pensee	NOMcom	pensée
,	PONfbl	,
si	ADVgen	si
li	PROper	il
bailla	VERcjg	bailler
pour	PRE	pour
li	PROper	il
aidier	VERinf	aidier
.i	PROcar	un
.	PONfrt	.

saint	ADJqua	saint
abé	NOMcom	abbé
qui	PROrel	que
avoit	VERcjg	avoir
non	NOMcom	nom
Genesius	NOMpro	Genès
qui	PROrel	que
adont	ADVgen	adonc
estoit	VERcjg	estre
adesseement	ADVgen	adesséement
a	PRE	a
le	DETdef	le
court	NOMcom	cour
et	CONcoo	et
qui	PROrel	que
puis	ADVgen	puis
fu	VERcjg	estre
evesques	NOMcom	évêque
de	PRE	de
Laon	NOMpro	Laon
.	PONfrt	.

Par	PRE	par
les	DETdef	le
mains	NOMcom	main
de	PRE	de
chel	DETdem	cil
saint	ADJqua	saint
home	NOMcom	ome
de	PRE	de
qui	PROrel	que
je	PROper	je
vous	PROper	vous
ai	VERcjg	avoir
parlé	VERppe	parler
faisoit	VERcjg	faire
cele	DETdem	cil
dame	NOMcom	dame
ses	DETpos	son
aumosnes	NOMcom	aumône
et	CONcoo	et
envoioit	VERcjg	envoyer
ses	DETpos	son
dons	NOMcom	don
tex	ADJind	tel
come	CONsub	come
ele	PROper	il
voloit	VERcjg	voloir
as	PRE.DETdef	à.le
moines	NOMcom	moine
et	CONcoo	et
as	PRE.DETdef	à.le
nonnains	NOMcom	nonnain
et	CONcoo	et
as	PRE.DETdef	à.le
autres	ADJind	autre
povres	ADJqua	pauvre
qui	PROrel	que
de	PRE	de
s'	DETpos	son
aide	NOMcom	aide
avoient	VERcjg	avoir
mestier	NOMcom	mestier
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
rois	NOMcom	roi
Clodoveu	NOMpro	Clovis
et	CONcoo	et
le	DETdef	le
roine	NOMcom	reine
Baltelt	NOMpro	Bathilde
eurent	VERcjg	avoir
tant	ADVgen	tant
esté	VERppe	être
emsamle	ADVgen	ensemble
qu'	CONsub	que
il	PROper	il
eurent	VERcjg	avoir
.ij	PROcar	deux
.	PONfrt	.

enfans	NOMcom	enfant
,	PONfbl	,
si	ADVgen	si
vint	VERcjg	venir
en	PRE	en
volenté	NOMcom	volonté
au	PRE.DETdef	a
roi	NOMcom	roi
qu'	CONsub	que
il	PROper	il
alast	VERcjg	aler
en	PRE	en
pelerinaige	NOMcom	pèlerinage
en	PRE	en
le	DETdef	le
sainte	ADJqua	saint
tere	NOMcom	terre
de	PRE	de
Jherusalem	NOMpro	Jérusalem
.	PONfrt	.

Il	PROper	il
cela	VERcjg	celer
tant	ADVgen	tant
chele	DETdem	cil
volenté	NOMcom	volonté
a	PRE	a
le	DETdef	le
roine	NOMcom	reine
que	CONsub	que
ele	PROper	il
s'	PROper	soi
aperchut	VERcjg	apercevoir
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
en	PRE	en
son	DETpos	son
cuer	NOMcom	cuer
tormentés	VERppe	tourmenter
d'	PRE	de
aucune	DETind	aucun
secree	ADJqua	secret
pensee	NOMcom	pensée
qu'	PROrel	que
ele	PROper	il
ne	ADVneg	ne
savoit	VERcjg	savoir
mie	ADVneg	mie
,	PONfbl	,
dont	PROrel	dont
il	PROimp	il
avint	VERcjg	advenir
qu'	CONsub	que
ele	PROper	il
le	PROper	il
mist	VERcjg	mettre
un	DETndf	un
jour	NOMcom	jour
a	PRE	a
raison	NOMcom	raison
par	PRE	par
tex	DETind	tel
paroles	NOMcom	parole
:	PONfbl	:
“	PONpga	“
Tres	ADVgen	très
chiers	ADJqua	chier
sires	NOMcom	seignor
,	PONfbl	,
dont	PROrel	dont
n'	ADVneg	ne
avés	VERcjg	avoir
vous	PROper	vous
oi	VERppe	ouïr
une	DETndf	un
parole	NOMcom	parole
que	PROrel	que
le	DETdef	le
saiges	ADJqua	sage
Salemons	NOMpro	Salomon
dist	VERcjg	dire
ke	CONsub	que
tant	ADVgen	tant
comme	CONsub	comme
li	DETdef	le
cuers	NOMcom	cuer
de	PRE	de
l'	DETdef	le
espeus	NOMcom	époux
se	PROper	soi
fie	VERcjg	fïer
en	PRE	en
se	DETpos	son
loial	ADJqua	loyal
espeuse	NOMcom	épouse
,	PONfbl	,
tant	ADVgen	tant
sera	VERcjg	estre
il	PROper	il
aaise	ADJqua	aise
ne	CONcoo	ne
de	PRE	de
riens	PROind	rien
n'	ADVneg	ne
aura	VERcjg	avoir
souffraite	VERppe	souffrir
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
dont	PROrel	dont
ne	ADVneg	ne
me	PROper	je
deussiés	VERcjg	devoir
vous	PROper	vous
piecha	ADVgen	piéça
avoir	VERinf	avoir
descovert	VERppe	descovrir
le	DETdef	le
conseil	NOMcom	conseil
dont	PROrel	dont
je	PROper	je
vous	PROper	vous
voi	VERcjg	vëoir
si	ADVgen	si
pensiu	ADJqua	pensif
et	CONcoo	et
si	ADVgen	si
tormenté	VERppe	tourmenter
en	PRE	en
vostre	DETpos	vostre
cuer	NOMcom	cuer
?	PONfrt	?

Tres	ADVgen	très
chiers	ADJqua	chier
sires	NOMcom	seignor
,	PONfbl	,
descouvrés	VERcjg	découvrir
le	PROper	il
moi	PROper	je
tout	ADVgen	tout
seurement	ADVgen	sûrement
,	PONfbl	,
car	CONcoo	car
saichiés	VERcjg	savoir
chertainnement	ADVgen	certainement
que	CONsub	que
,	PONfbl	,
se	CONsub	se
c'	PROdem	ce
est	VERcjg	estre
biens	NOMcom	bien
,	PONfbl	,
je	PROper	je
ne	ADVneg	ne
l'	PROper	il
apeticherai	VERcjg	apetisser
mie	ADVneg	mie
,	PONfbl	,
anchois	ADVgen	ainçois
i	PROadv	i
ajousterai	VERcjg	ajouter
aucune	DETind	aucun
cose	NOMcom	chose
de	PRE	de
bonté	NOMcom	bonté
a	PRE	a
mon	DETpos	mon
pooir	NOMcom	pouvoir
.	PONfbl	.
”	PONpdr	”
Quant	CONsub	quand
li	DETdef	le
rois	NOMcom	roi
Clodoveu	NOMpro	Clovis
oi	VERcjg	avoir
le	DETdef	le
debonaire	ADJqua	debonaire
amonnestement	NOMcom	admonestement
de	PRE	de
le	DETdef	le
sainte	ADJqua	saint
roine	NOMcom	reine
,	PONfbl	,
s'	ADVgen	si
en	PROadv	en
eut	VERcjg	avoir
mout	ADVgen	mout
grant	ADJqua	grant
goie	NOMcom	joie
en	PRE	en
son	DETpos	son
cuer	NOMcom	cuer
et	CONcoo	et
li	PROper	il
descouvri	VERcjg	découvrir
tout	ADVgen	tout
en	PRE	en
apert	ADJqua	apert
le	DETdef	le
proposement	NOMcom	proposement
de	PRE	de
son	DETpos	son
pelerinaige	NOMcom	pèlerinage
et	CONcoo	et
lués	ADVgen	luès
qu'	CONsub	que
il	PROper	il
li	PROper	il
eut	VERcjg	avoir
tout	ADVgen	tout
descouvert	VERppe	découvrir
son	DETpos	son
conseil	NOMcom	conseil
,	PONfbl	,
ele	PROper	il
tendi	VERcjg	tendre
ses	DETpos	son
mains	NOMcom	main
vers	PRE	vers
le	DETdef	le
ciel	NOMcom	ciel
et	CONcoo	et
rendi	VERcjg	rendre
graces	NOMcom	grâce
a	PRE	a
Diu	NOMpro	Dieu
et	CONcoo	et
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Biaus	ADJqua	beau
sire	NOMcom	seignor
Dex	NOMpro	dieu
,	PONfbl	,
vostre	DETpos	vostre
nons	NOMcom	nom
soit	VERcjg	estre
beneois	VERppe	bénir
qui	PROrel	que
nule	DETind	nul
fois	NOMcom	fois
ne	ADVneg	ne
deguerpissiés	VERcjg	déguerpir
chiaus	PROdem	celui
qui	PROrel	que
en	PRE	en
vous	PROper	vous
ont	VERcjg	avoir
leur	DETpos	leur
esperance	NOMcom	espérance
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
