Seignor	NOMcom	seignor
ont	VERcjg	avoir
prelat	NOMcom	prélat
et	CONcoo	et
pastre	NOMcom	pastre
,	PONfbl	,
Chacuns	PROind	chacun
m'	PROper	je
esloigne	VERcjg	esloignier
.	PONfrt	.

Moult	ADVgen	moult
pou	ADVgen	peu
lor	PROper	il
est	VERcjg	estre
de	PRE	de
ma	DETpos	mon
bezoigne	NOMcom	besoigne
.	PONfrt	.

Sejorneir	VERinf	séjourner
l'	PROper	il
estuet	VERcjg	estovoir
en	PRE	en
Bourgoigne	NOMpro	Burgonde
,	PONfbl	,
Mat	ADJqua	mat
et	CONcoo	et
confus	ADJqua	confus
.	PONfrt	.

D'	PRE	de
illuec	ADVgen	illuec
ne	ADVneg	ne
se	PROper	soi
mevra	VERcjg	mevoir
il	PROper	il
plus	ADVgen	plus
,	PONfbl	,
Ainz	ADVgen	ains
i	PROadv	i
sera	VERcjg	estre
se	CONsub	se
seureplus	ADVgen	surplus
Qu'	CONsub	que
il	PROper	il
at	VERcjg	avoir
a	PRE	a
vivre	VERinf	vivre
,	PONfbl	,
Que	CONcoo	que
ja	ADVgen	ja
n'	ADVneg	ne
iert	VERcjg	estre
nuns	NOMcom	nom
qui	PROrel	que
l'en	PROind	loin
delivre	VERcjg	delivrer
.	PONfrt	.

Escorpion	NOMcom	escorpion
,	PONfbl	,
serpent	NOMcom	serpent
et	CONcoo	et
wyvre	NOMcom	vivre
L'	PROper	il
ont	VERcjg	avoir
assailli	VERppe	assalir
;	PONfbl	;
Par	PRE	par
lor	DETpos	lor
assaut	NOMcom	assaut
l'	PROper	il
ont	VERcjg	avoir
mal	ADVgen	mal
bailli	VERppe	baillir
,	PONfbl	,
Et	CONcoo	et
luit	DETind	lois
mi	DETpos	mon
droit	NOMcom	droit
li	PROper	il
sont	VERcjg	estre
failli	VERppe	falir
Qu'	CONsub	que
il	PROper	il
trait	VERcjg	traire
avant	ADVgen	avant
.	PONfrt	.

Il	PROper	il
auroit	VERcjg	avoir
pais	NOMcom	paix
,	PONfbl	,
de	PRE	de
ce	PROdem	ce
me	PROper	je
vant	VERcjg	vanter
,	PONfbl	,
C'	CONsub	que
il	PROper	il
voloit	VERcjg	voloir
jureir	VERinf	jurer
par	PRE	par
couvant	NOMcom	couvant
Que	CONsub	que
voirs	ADJqua	voir
fust	VERcjg	estre
fable	NOMcom	fable
,	PONfbl	,
Et	CONcoo	et
tors	NOMcom	tort
fust	VERcjg	estre
droiz	ADJqua	droit
et	CONcoo	et
Diex	NOMpro	Dieu
deable	NOMcom	diable
,	PONfbl	,
Et	CONcoo	et
fors	ADVgen	fors
dou	PRE.DETdef	de.le
sans	NOMcom	sanc
fussent	VERcjg	estre
renable	ADJqua	renable
,	PONfbl	,
Et	CONcoo	et
noirs	ADJqua	noir
fust	VERcjg	estre
blans	ADJqua	blanc
.	PONfrt	.

Mais	CONcoo	mais
por	PRE	por
tant	ADVgen	tant
puet	VERcjg	pöoir
useir	VERinf	user
son	DETpos	son
tans	NOMcom	tens
En	PRE	en
teil	DETind	tel
estat	NOMcom	état
,	PONfbl	,
si	ADVgen	si
com	CONsub	come
je	PROper	je
pans	VERcjg	penser
,	PONfbl	,
Que	CONsub	que
ce	PROdem	ce
deïst	VERcjg	dire
Ne	CONcoo	ne
que	CONsub	que
jusque	PRE	jusque
la	PROper	il
mesfeïst	VERcjg	mesfaire
,	PONfbl	,
Comment	ADVgen	comment
que	CONsub	que
la	DETdef	le
choze	NOMcom	cose
preïst	VERcjg	prendre
,	PONfbl	,
Car	CONcoo	car
ce	PROdem	ce
ceroit	VERcjg	cerre
Desleauteiz	NOMcom	deslëauté
,	PONfbl	,
n'	CONcoo	ne
il	PROper	il
nou	ADVneg.PROper	ne.le
feroit	VERcjg	faire
,	PONfbl	,
Se	ADVgen	si
sai	VERcjg	savoir
ge	PROper	je
bien	ADVgen	bien
;	PONfbl	;
miex	ADVgen	mieux
ameroit	VERcjg	amer
Estre	VERinf	estre
enmureiz	VERppe	enmurer
Ou	CONcoo	o
desfaiz	VERppe	défaire
ou	CONcoo	o
defigureiz	VERppe	défigurer
;	PONfbl	;
N'	CONcoo	ne
il	PROper	il
n'	ADVneg	ne
iert	VERcjg	estre
ja	ADVgen	ja
si	ADVgen	si
desmesureiz	VERppe	desmesurer
,	PONfbl	,
Que	CONsub	que
Diex	NOMpro	Dieu
nou	ADVneg.PROper	ne.le
wet	VERcjg	vouloir
.	PONfrt	.

Or	ADVgen	or
soit	VERcjg	estre
ainsi	ADVgen	ainsi
com	CONsub	come
estre	VERinf	estre
puet	VERcjg	pöoir
!	PONfrt	!

Ancor	ADVgen	encore
est	VERcjg	estre
Diex	NOMpro	Dieu
lai	ADJqua	lai
ou	PROrel	où
il	PROper	il
suet	VERcjg	suer
,	PONfbl	,
Se	ADVgen	si
sai	VERcjg	savoir
ge	PROper	je
bien	ADVgen	bien
:	PONfbl	:
Je	PROper	je
ne	ADVneg	ne
me	PROper	je
desconfort	VERcjg	desconforter
de	PRE	de
rien	PROind	rien
.	PONfrt	.

Paradix	NOMcom	paradis
est	VERcjg	estre
de	PRE	de
teil	DETind	tel
marrien	NOMcom	marrien
C'	CONsub	que
om	PROind	on
ne	ADVneg	ne
l'	PROper	il
at	VERcjg	avoir
pas	ADVneg	pas
,	PONfbl	,
Por	PRE	por
Deu	NOMpro	Dieu
flateir	VERinf	flater
,	PONfbl	,
eneslepas	ADVgen	eneslep
,	PONfbl	,
Ansois	ADVgen	ainsois
couvient	VERcjg	convenir
maint	DETind	maint
fort	ADJqua	fort
trespas	NOMcom	trespas
Au	PRE.DETdef	a
cors	NOMcom	corps
sofferre	VERinf	sofrir
:	PONfbl	:
Por	PRE	por
chemineir	VERinf	cheminer
parmi	PRE	parmi
la	DETdef	le
terre	NOMcom	terre
,	PONfbl	,
Por	PRE	por
les	DETdef	le
bones	ADJqua	bon
viandes	NOMcom	viande
querre	VERinf	querre
N'	ADVneg	ne
est	VERcjg	estre
hom	NOMcom	homme
pas	ADVneg	pas
sains	ADJqua	saint
.	PONfrt	.

C'	PROrel	que
il	PROper	il
muert	VERcjg	morir
por	PRE	por
moi	PROper	je
,	PONfbl	,
c'	PROdem	ce
iert	VERcjg	estre
de	PRE	de
moi	PROper	je
plainz	ADJqua	pleindre
.	PONfrt	.

Voir	ADVgen	voir
dire	VERinf	dire
a	VERcjg	avoir
moult	ADVgen	moult
coustei	VERppe	coûter
a	PRE	a
mains	NOMcom	main
Et	CONcoo	et
coustera	VERcjg	coûter
;	PONfbl	;
Mais	CONcoo	mais
Diex	NOMpro	Dieu
,	PONfbl	,
qui	PROrel	que
est	VERcjg	estre
et	CONcoo	et
qui	PROrel	que
sera	VERcjg	estre
,	PONfbl	,
C'	CONsub	que
il	PROper	il
wet	VERcjg	vouloir
,	PONfbl	,
en	PRE	en
poi	ADVgen	peu
d'	PRE	de
eure	NOMcom	heure
fera	VERcjg	faire
Cest	DETdem	cest
bruit	NOMcom	bruit
remaindre	VERinf	remanoir
:	PONfbl	:
Hon	NOMcom	ome
at	VERcjg	avoir
veüt	VERppe	voir
remanoir	VERinf	remanoir
graindre	ADJqua	graignor
.	PONfrt	.

Qui	PROrel	que
verra	VERcjg	vëoir
.II	PROcar	deux
.	PONfrt	.

cierges	NOMcom	cierge
estaindre	VERinf	esteindre
,	PONfbl	,
Lors	ADVgen	lors
si	ADVgen	si
verra	VERcjg	vëoir
Coument	ADVsub	comment
Jhesucriz	NOMpro	Jésus-Chriz
overra	VERcjg	ovrir
,	PONfbl	,
Qui	PROrel	que
maint	DETind	maint
orgueilleux	ADJqua	orgueilleux
a	PRE	a
terre	NOMcom	terre
a	VERcjg	avoir
Plessié	VERppe	plaissier
et	CONcoo	et
mis	VERppe	metre
.	PONfrt	.

Ce	PROdem	ce
il	PROper	il
est	VERcjg	estre
por	PRE	por
moi	PROper	je
cens	DETcar	cent
amis	NOMcom	ami
,	PONfbl	,
Deux	PROcar	deux
s'	PROper	soi
iert	VERcjg	estre
en	PRE	en
poi	ADVgen	peu
d'	PRE	de
eure	NOMcom	heure
entremis	VERppe	entremettre
De	PRE	de
lui	PROper	il
secorre	VERinf	secorre
.	PONfrt	.

Or	ADVgen	or
lairra	VERcjg	laisser
donc	ADVgen	donc
Fortune	NOMcom	fortune
corre	VERinf	corir
,	PONfbl	,
Qu'	CONcoo	que
encontre	PRE	encontre
li	PROper	il
ne	ADVneg	ne
puet	VERcjg	pöoir
il	PROper	il
corre	VERinf	corir
,	PONfbl	,
C'	PROdem	ce
est	VERcjg	estre
or	ADVgen	or
la	DETdef	le
soume	NOMcom	somme
,	PONfbl	,
Ou	CONcoo	o
il	PROper	il
a	VERcjg	avoir
nul	PROind	nul
si	ADVgen	si
vaillant	ADJqua	vaillant
home	NOMcom	ome
Qui	PROrel	que
,	PONfbl	,
pour	PRE	pour
l'	DETdef	le
apostole	NOMcom	apostole
de	PRE	de
Roume	NOMpro	Rome
Ne	CONcoo	ne
por	PRE	por
le	DETdef	le
roi	NOMcom	roi
,	PONfbl	,
Ne	ADVneg	ne
vout	VERcjg	voloir
desreer	VERinf	desrëer
son	DETpos	son
aroi	NOMcom	aroi
,	PONfbl	,
Ainz	ADVgen	ains
en	PROadv	en
at	VERcjg	avoir
soffert	VERppe	sofrir
le	DETdef	le
desroi	NOMcom	desroi
De	PRE	de
perdre	VERinf	perdre
honeur	NOMcom	honneur
?	PONfrt	?

Hon	PROind	on
l'	PROper	il
apeloit	VERcjg	apeler
maitre	VERinf	maitre
et	CONcoo	et
seigneur	NOMcom	seigneur
,	PONfbl	,
Et	CONcoo	et
de	PRE	de
touz	DETind	tous
autres	PROind	autre
le	DETdef	le
greigneur	ADJqua	graindre
Seigneur	NOMcom	seigneur
et	CONcoo	et
maitre	VERinf	maitre
.	PONfrt	.

Li	DETdef	le
enfant	NOMcom	enfant
que	PROrel	que
vos	PROper	vos
verreiz	VERcjg	voir
naistre	VERinf	naître
Vos	PROper	vos
feront	VERcjg	faire
ancor	ADVgen	encore
herbe	NOMcom	erbe
paistre	VERinf	paître
Se	CONsub	se
il	PROper	il
deviennent	VERcjg	devenir
De	PRE	de
seux	ADJqua	sou
qui	PROrel	que
encemble	ADVgen	encemble
se	PROper	soi
tiennent	VERcjg	tenir
Et	CONcoo	et
c'	CONsub	que
il	PROper	il
vivent	VERcjg	vivre
qui	PROrel	que
les	PROper	il
soustiennent	VERcjg	soutenir
Que	CONsub	que
j'	PROper	je
ai	VERcjg	avoir
descrit	VERppe	décrire
.	PONfrt	.

Or	ADVgen	or
prions	VERcjg	prier
donques	ADVgen	donc
Jhesucrist	NOMpro	Jésus-Christ
Que	CONsub	que
cestui	PROdem	cest
mete	VERcjg	metre
en	PRE	en
son	DETpos	son
escrit	NOMcom	écrit
Et	CONcoo	et
en	PRE	en
son	DETpos	son
regne	NOMcom	règne
,	PONfbl	,
Lai	VERcjg	laisser
ou	PROrel	où
les	DETdef	le
siens	PROpos	sien
conduit	VERcjg	conduire
et	CONcoo	et
mainne	VERcjg	mener
;	PONfbl	;
Et	CONcoo	et
si	CONsub	si
l'en	PROper	il
prit	VERcjg	prendre
la	DETdef	le
souvereinne	ADJqua	souverain
Vierge	NOMcom	vierge
Marie	NOMpro	Marie
Qu'	CONsub	que
avant	PRE	avant
que	CONsub	que
il	PROper	il
perde	VERcjg	perdre
la	DETdef	le
vie	NOMcom	vie
Soit	VERcjg	estre
sa	DETpos	son
volentei	NOMcom	volonté
acomplie	VERppe	accomplir
.	PONfbl	.
”	PONpdr	”
Puis	ADVgen	puis
qu'	CONsub	que
il	PROimp	il
covient	VERcjg	covenir
veritei	NOMcom	verité
taire	VERinf	taire
,	PONfbl	,
De	PRE	de
parleir	VERinf	parler
n'	ADVneg	ne
ai	VERcjg	avoir
ge	PROper	je
plus	ADVgen	plus
que	PROrel	que
faire	VERinf	faire
.	PONfrt	.

Veritei	NOMcom	verité
ai	VERcjg	avoir
dite	VERppe	dire
en	PRE	en
mainz	DETind	maint
leuz	NOMcom	lo
:	PONfbl	:
Or	ADVgen	or
est	VERcjg	estre
li	DETdef	le
dires	NOMcom	dire
perilleuz	ADJqua	perillos
A	PRE	a
ceux	PROdem	celui
qui	PROrel	que
n'	ADVneg	ne
aiment	VERcjg	aimer
veritei	NOMcom	verité
,	PONfbl	,
Qui	PROrel	que
ont	VERcjg	avoir
mis	VERppe	metre
en	PRE	en
autoritei	NOMcom	autorité
Teuz	DETind	tous
chozes	NOMcom	choze
que	PROrel	que
metre	VERinf	metre
n'	ADVneg	ne
i	PROadv	i
doivent	VERcjg	devoir
.	PONfrt	.

Ausi	ADVgen	aussi
nos	PROper	nos
prennent	VERcjg	prendre
et	CONcoo	et
desoivent	VERcjg	dessoivre
Com	CONsub	come
li	DETdef	le
werpyz	NOMcom	guerpiz
fait	VERcjg	faire
les	DETdef	le
oiziaux	NOMcom	oiseau
.	PONfrt	.

Saveiz	VERcjg	savoir
que	PROrel	que
fait	VERcjg	faire
li	DETdef	le
damoiziaus	NOMcom	damoiseau
?	PONfrt	?

En	PRE	en
terre	NOMcom	terre
rouge	ADJqua	rouge
se	PROper	soi
rooille	VERcjg	röeillier
,	PONfbl	,
Le	DETdef	le
mort	NOMcom	mort
fait	VERppe	faire
et	CONcoo	et
la	DETdef	le
sorde	ADJqua	sord
oreille	NOMcom	oreille
,	PONfbl	,
Si	ADVgen	si
viennent	VERcjg	venir
li	DETdef	le
oizel	NOMcom	oiseau
des	PRE.DETdef	de.le
nues	NOMcom	nüe
,	PONfbl	,
Et	CONcoo	et
il	PROper	il
ainme	VERcjg	amer
mout	ADVgen	mout
lor	DETpos	lor
venues	NOMcom	venüe
,	PONfbl	,
Car	CONcoo	car
il	PROper	il
les	PROper	il
ocist	VERcjg	ocire
et	CONcoo	et
afole	VERcjg	afoler
.	PONfrt	.

Ausi	ADVgen	aussi
vos	PROper	vos
di	VERcjg	dire
a	PRE	a
briés	ADJqua	brief
parole	NOMcom	parole
:	PONfbl	:
Cil	PROdem	cel
nos	PROper	nos
ont	VERcjg	avoir
mort	VERppe	mourir
et	CONcoo	et
afolei	VERppe	afoler
,	PONfbl	,
Qui	PROrel	que
paradix	NOMcom	paradis
ont	VERcjg	avoir
acolei	VERppe	acoler
.	PONfrt	.

A	PRE	a
ceux	PROdem	celui
le	PROper	il
donent	VERcjg	doner
et	CONcoo	et
delivrent	VERcjg	delivrer
Qui	PROrel	que
les	PROper	il
aboivrent	VERcjg	abevrer
et	CONcoo	et
enyvrent	VERcjg	enivrer
Et	CONcoo	et
qui	PROrel	que
lor	PROper	il
engraissent	VERcjg	engrasser
les	DETdef	le
pances	NOMcom	panse
D'	PRE	de
autrui	PROind	autre
chateil	NOMcom	chatel
,	PONfbl	,
d'	PRE	de
autrui	PROind	autre
sustances	NOMcom	soutance
,	PONfbl	,
Qui	PROrel	que
sunt	VERcjg	être
,	PONfbl	,
espoir	NOMcom	espoir
,	PONfbl	,
bougre	NOMcom	bougre
parfait	ADJqua	parfait
Et	CONcoo	et
par	PRE	par
paroles	NOMcom	parole
et	CONcoo	et
par	PRE	par
fait	NOMcom	fait
,	PONfbl	,
Ou	CONcoo	o
uzerier	NOMcom	uzerier
mal	ADJqua	mal
et	CONcoo	et
divers	ADJqua	divers
Dont	PROrel	dont
on	PROind	on
sautier	NOMcom	sautier
nos	PROper	nos
dit	VERcjg	dire
li	DETdef	le
vers	NOMcom	vers
Qu'	CONsub	que
il	PROper	il
sont	VERcjg	estre
et	CONcoo	et
dampnei	VERppe	damner
et	CONcoo	et
perdu	VERppe	perdre
.	PONfrt	.

Or	ADVgen	or
ai	VERcjg	avoir
le	DETdef	le
sens	NOMcom	sens
trop	ADVgen	trop
esperdu	VERppe	esperdre
S'	CONsub	se
autres	DETind	autre
paradix	NOMcom	paradis
porroit	VERcjg	pöoir
estre	VERinf	estre
Que	CONsub	que
cil	PROdem	cel
qui	PROrel	que
est	VERcjg	estre
le	DETdef	le
roi	NOMcom	roi
celestre	ADJqua	célestre
,	PONfbl	,
Car	CONcoo	car
a	PRE	a
celui	PROdem	cel
ont	VERcjg	avoir
il	PROper	il
failli	VERppe	falir
,	PONfbl	,
Dont	PROrel	dont
il	PROper	il
sont	VERcjg	estre
mort	VERppe	mourir
et	CONcoo	et
mal	ADVgen	mal
bailli	VERppe	baillir
.	PONfrt	.

Mais	CONcoo	mais
il	PROper	il
croient	VERcjg	croire
ces	DETdem	ce
ypocrites	NOMcom	hypocrite
Qui	PROrel	que
ont	VERcjg	avoir
les	DETdef	le
enseignes	NOMcom	enseigne
escrites	VERppe	escrire
Einz	ADVgen	ainz
vizages	NOMcom	visage
d'	PRE	de
estre	VERinf	estre
preudoume	NOMcom	prudhomme
,	PONfbl	,
Et	CONcoo	et
il	PROper	il
sont	VERcjg	estre
teil	ADJind	tel
com	CONsub	come
je	PROper	je
les	PROper	il
noume	VERcjg	nommer
.	PONfrt	.

Ha	INJ	ha
!	PONfrt	!

las	ADJqua	las
!	PONfrt	!

qui	PROrel	que
porroit	VERcjg	pöoir
Deu	NOMpro	Dieu
avoir	VERinf	avoir
Aprés	PRE	après
la	DETdef	le
mort	NOMcom	mort
por	PRE	por
son	DETpos	son
avoir	VERinf	avoir
,	PONfbl	,
Boen	ADJqua	bon
feroit	VERcjg	faire
embleir	VERinf	embler
et	CONcoo	et
tollir	VERinf	tolir
.	PONfrt	.

Mais	CONcoo	mais
il	PROper	il
les	PROper	il
couvanrrat	VERcjg	convenir
boulir	VERinf	boulir
El	PRE.DETdef	en
puis	NOMcom	puy
d'	PRE	de
enfer	NOMcom	enfer
cens	DETcar	cent
jai	NOMcom	jai
raeimbre	NOMcom	raimbre
.	PONfrt	.

Teil	DETind	tel
mort	NOMcom	mort
doit	VERcjg	devoir
on	PROind	on
douteir	VERinf	douter
et	CONcoo	et
creimbre	NOMcom	croimbre
.	PONfrt	.

Bien	ADVgen	bien
sont	VERcjg	estre
or	ADVgen	or
mort	VERppe	mourir
et	CONcoo	et
aweuglei	VERppe	aveugler
,	PONfbl	,
Bien	ADVgen	bien
sont	VERcjg	estre
or	ADVgen	or
fol	ADJqua	fol
et	CONcoo	et
desjuglei	VERppe	desjugler
,	PONfbl	,
S'	CONsub	se
ainsi	ADVgen	ainsi
ce	PROdem	ce
cuident	VERcjg	cuidier
deslivreir	VERinf	délivrer
.	PONfrt	.

Au	PRE.DETdef	a
moins	NOMcom	moin
cerat	VERcjg	choir
Diex	NOMpro	Dieu
au	PRE.DETdef	a
livreir	VERinf	livrer
De	PRE	de
paradix	NOMcom	paradis
,	PONfbl	,
qui	PROrel	que
que	PROrel	que
le	PROper	il
vende	VERcjg	vendre
.	PONfrt	.

Je	PROper	je
ne	ADVneg	ne
cuit	VERcjg	cuidier
que	CONsub	que
sains	ADJqua	saint
Pierres	NOMpro	piere
rende	VERcjg	rendre
Oan	NOMpro	Oan
les	DETdef	le
cleix	NOMcom	clel
de	PRE	de
paradix	NOMcom	paradis
,	PONfbl	,
Et	CONcoo	et
il	PROper	il
i	PROadv	i
metent	VERcjg	metre
.X	DETcar	dix
.	PONfrt	.

et	CONcoo	et
dix	PROcar	dix
Cex	PROdem	cil
qui	PROrel	que
vivent	VERcjg	vivre
d'	PRE	de
autrui	PROind	autre
chateil	NOMcom	chatel
!	PONfrt	!

Ne	ADVneg	ne
l'	PROper	il
ont	VERcjg	avoir
or	ADVgen	or
bien	ADVgen	bien
cist	PROdem	cest
achatei	VERppe	acheter
?	PONfrt	?

S'	CONsub	se
on	PROind	on
at	VERcjg	avoir
paradix	NOMcom	paradis
por	PRE	por
si	ADVgen	si
pou	PROind	peu
,	PONfbl	,
Je	PROper	je
tieng	VERcjg	tenir
por	PRE	por
baretei	NOMcom	bareté
saint	ADJqua	saint
Pou	NOMpro	Pou
,	PONfbl	,
Et	CONcoo	et
si	ADVgen	si
tieng	VERcjg	tenir
por	PRE	por
fol	ADJqua	fol
et	CONcoo	et
por	PRE	por
nice	ADJqua	nice
Saint	ADJqua	saint
Luc	NOMpro	Luc
,	PONfbl	,
saint	ADJqua	saint
Jaque	NOMpro	Jacque
de	PRE	de
Galice	NOMpro	Galice
,	PONfbl	,
Qui	PROrel	que
s'	PROper	soi
en	PROadv	en
firent	VERcjg	faire
martyrier	VERinf	martyrer
,	PONfbl	,
Et	CONcoo	et
saint	ADJqua	saint
Pierre	NOMpro	Pierre
crucefier	VERinf	crucifier
.	PONfrt	.

Bien	ADVgen	bien
pert	VERcjg	perdre
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
furent	VERcjg	estre
pas	ADVneg	pas
sage	ADJqua	sage
Se	CONsub	se
paradix	NOMcom	paradis
est	VERcjg	estre
d'	PRE	de
avantage	NOMcom	avantage
,	PONfbl	,
Et	CONcoo	et
cil	PROdem	cel
si	ADVgen	si
rementi	VERcjg	rementir
forment	ADVgen	fortement
Qui	PROrel	que
dist	VERcjg	dire
que	CONsub	que
poinne	NOMcom	peine
ne	CONcoo	ne
torment	NOMcom	tourment
Ne	ADVneg	ne
sont	VERcjg	estre
pas	ADVneg	pas
digne	ADJqua	digne
de	PRE	de
la	DETdef	le
grace	NOMcom	grâce
Que	CONsub	que
Diex	NOMpro	Dieu
par	PRE	par
sa	DETpos	son
pitié	NOMcom	pitié
nos	PROper	nos
face	VERcjg	faire
.	PONfrt	.

Or	ADVgen	or
aveiz	VERcjg	avoir
la	DETdef	le
premiere	ADJqua	premier
riegle	NOMcom	riegle
De	PRE	de
ceux	PROdem	celui
qui	PROrel	que
ont	VERcjg	avoir
guerpi	VERppe	guerpir
le	DETdef	le
siecle	NOMcom	siècle
.	PONfrt	.

La	DETdef	le
seconde	PROord	secont
vos	PROper	vos
dirai	VERcjg	dire
gié	PROper	je
.	PONfrt	.

Nostre	DETpos	notre
prelat	NOMcom	prélat
sunt	VERcjg	être
enragié	VERppe	enrager
,	PONfbl	,
Si	ADVgen	si
sunt	VERcjg	être
decretistre	ADJqua	decrétistre
et	CONcoo	et
devin	ADJqua	divin
.	PONfrt	.

Je	PROper	je
di	VERcjg	dire
por	PRE	por
voir	ADJqua	voir
,	PONfbl	,
non	ADVneg	non
pas	ADVneg	pas
devin	NOMcom	devin
:	PONfbl	:
Qui	PROrel	que
por	PRE	por
paour	NOMcom	peur
a	PRE	a
mal	NOMcom	mal
s'	PROper	soi
aploie	VERcjg	aploiier
Et	CONcoo	et
a	PRE	a
malfaitour	NOMcom	malfaiteur
se	PROper	soi
souploie	VERcjg	souploiier
Et	CONcoo	et
por	PRE	por
amor	NOMcom	amor
verité	NOMcom	verité
laisse	VERcjg	laisser
,	PONfbl	,
Qui	PROrel	que
a	PRE	a
ces	DETdem	ce
.II	PROcar	deux
.	PONfrt	.

chozes	NOMcom	choze
se	PROper	soi
plaisse	VERcjg	plaire
,	PONfbl	,
Si	ADVgen	si
maint	DETind	maint
bone	ADJqua	bon
vie	NOMcom	vie
en	PRE	en
cest	DETdem	cest
monde	NOMcom	monde
,	PONfbl	,
Qu'	PROrel	que
il	PROper	il
at	VERcjg	avoir
failli	VERppe	falir
a	PRE	a
la	DETdef	le
seconde	NOMcom	seconde
.	PONfrt	.

Je	PROper	je
vi	VERcjg	vëoir
jadiz	ADVgen	jadis
,	PONfbl	,
si	ADVgen	si
com	CONsub	come
moi	PROper	je
semble	VERcjg	sembler
,	PONfbl	,
.XXIIII	PROcar	vingt-quatre
.	PONfrt	.

prelaz	NOMcom	prelat
encemble	VERcjg	encembler
Qui	PROrel	que
,	PONfbl	,
par	PRE	par
acort	NOMcom	accord
boen	ADJqua	bon
et	CONcoo	et
leal	ADJqua	lëal
Et	CONcoo	et
par	PRE	par
consoil	NOMcom	conseil
fin	ADJqua	fin
et	CONcoo	et
feal	ADJqua	féal
,	PONfbl	,
Firent	VERcjg	faire
de	PRE	de
l'	DETdef	le
Universitei	NOMpro	Euviversit
,	PONfbl	,
Qui	PROrel	que
est	VERcjg	estre
en	PRE	en
grant	ADJqua	grant
aversitei	NOMcom	aversité
,	PONfbl	,
Et	CONcoo	et
des	PRE.DETdef	de.le
Jacobins	NOMpro	Jacobin
bone	ADJqua	bon
acorde	NOMcom	acorde
.	PONfrt	.

Jacobin	NOMpro	Jacobin
rompirent	VERcjg	rompre
la	DETdef	le
corde	NOMcom	corde
.	PONfrt	.

Ne	ADVneg	ne
fut	VERcjg	être
lors	ADVgen	lors
bien	ADVgen	bien
nostre	DETpos	notre
creance	NOMcom	créance
Et	CONcoo	et
notre	VERcjg	notrer
loi	NOMcom	loi
en	PRE	en
grant	ADJqua	grant
balance	NOMcom	balance
,	PONfbl	,
Quant	CONsub	quand
les	DETdef	le
prelaz	NOMcom	prelat
de	PRE	de
sainte	ADJqua	saint
Eglize	NOMcom	eglise
Desmentirent	VERcjg	démentir
en	PRE	en
iteil	DETind	tel
guize	NOMcom	guise
?	PONfrt	?

N'	ADVneg	ne
orent	VERcjg	avoir
il	PROper	il
lors	ADVgen	lors
asseiz	ADVgen	assez
vescu	VERppe	vivre
Quant	CONsub	quand
on	PROind	on
lor	PROper	il
fist	VERcjg	faire
des	PRE.DETdef	de.le
bouches	NOMcom	bouche
cul	NOMcom	cul
,	PONfbl	,
C'	CONcoo	que
onques	ADVgen	onque
puis	ADVgen	puis
n'	ADVneg	ne
en	PROadv	en
firent	VERcjg	faire
clamour	NOMcom	clameur
?	PONfrt	?

Li	DETdef	le
preudoume	NOMcom	prudhomme
de	PRE	de
Sainte	ADJqua	saint
Amour	NOMcom	amour
,	PONfbl	,
Por	PRE	por
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
sermonoit	VERcjg	sermonner
le	DETdef	le
voir	NOMcom	voir
Et	CONcoo	et
le	PROper	il
disoit	VERcjg	dire
par	PRE	par
estouvoir	VERinf	estovoir
,	PONfbl	,
Firent	VERcjg	faire
tantost	ADVgen	tantôt
semondre	VERinf	semondre
a	PRE	a
Roume	NOMpro	Rome
.	PONfrt	.

Quant	CONsub	quand
la	DETdef	le
cours	NOMcom	cours
le	PROper	il
trova	VERcjg	trover
preudoume	NOMcom	prudhomme
,	PONfbl	,
Sans	PRE	sans
mauvistié	NOMcom	mauvaiseté
,	PONfbl	,
sens	PRE	sans
vilain	ADJqua	vilain
cas	NOMcom	cas
,	PONfbl	,
Sainte	ADJqua	saint
Esglise	NOMcom	esglise
,	PONfbl	,
qui	PROrel	que
teil	DETind	tel
clerc	NOMcom	clerc
as	VERcjg	avoir
,	PONfbl	,
Quant	CONsub	quand
tu	PROper	tu
le	PROper	il
leissas	VERcjg	laissier
escillier	VERinf	escillier
,	PONfbl	,
Te	PROper	tu
peüz	VERcjg	pöoir
tu	PROper	tu
mieux	ADVgen	mieux
avillier	VERinf	avillier
?	PONfrt	?

Et	CONcoo	et
fu	VERcjg	estre
banniz	VERppe	bannir
sens	PRE	sans
jugement	NOMcom	jugement
.	PONfrt	.

Ou	CONcoo	o
Cil	PROdem	cel
qui	PROrel	que
a	PRE	a
droit	ADJqua	droit
juge	NOMcom	juge
ment	VERcjg	mentir
,	PONfbl	,
Ou	CONcoo	o
ancor	ADVgen	encore
en	PROadv	en
prandra	VERcjg	prendre
venjance	NOMcom	vengeance
.	PONfrt	.

Et	CONcoo	et
si	ADVgen	si
cuit	VERcjg	cuidier
bien	ADVgen	bien
que	CONsub	que
ja	ADVgen	ja
commance	VERcjg	commencer
:	PONfbl	:
La	DETdef	le
fins	NOMcom	fin
dou	PRE.DETdef	de.le
siecle	NOMcom	siècle
est	VERcjg	estre
mais	ADVgen	mais
prochienne	ADJqua	prochain
.	PONfrt	.

Ancor	ADVgen	encore
est	VERcjg	estre
